 Date Time CO NO2 NO
 13.04.13 00:00 0.13 0.57 0.14
 -------- 01:00 0.15 0.49 0.09
 -------- 02:00 0.16 0.54 0.13
 -------- 03:00 0.17 0.52 0.20
 -------- 04:00 0.25 0.55 0.40
 13.04.13 05:00 0.29 0.57 0.55
 -------- 06:00 0.29 0.52 0.59
 -------- 07:00 0.27 0.51 0.56
 -------- 08:00 0.20 0.57 0.31
 -------- 09:00 0.13 0.45 0.11
 13.04.13 10:00 0.10 0.39 0.09
 -------- 11:00 0.06 0.16 0.02
 -------- 12:00 0.04 0.20 0.03
 -------- 13:00 0.04 0.22 0.03
 -------- 14:00 0.03 0.19 0.02
 13.04.13 15:00 0.02 0.23 0.03
 -------- 16:00 0.04 0.17 0.02
 -------- 17:00 0.06 0.15 0.01
 -------- 18:00 0.06 0.20 0.02
 -------- 19:00 0.07 0.20 0.01
 13.04.13 20:00 0.08 0.28 0.01
 -------- 21:00 0.08 0.34 0.01
 -------- 22:00 0.08 0.39 0.02
 -------- 23:00 0.10 0.40 0.02
 -------- 00:00 0.10 0.32 0.01
 14.04.13 01:00 0.10 0.32 0.01
 -------- 02:00 0.09 0.35 0.02
 -------- 03:00 0.06 0.25 0.01
 -------- 04:00 0.06 0.19 0.01
 -------- 05:00 0.06 0.22 0.01
 14.04.13 06:00 0.06 0.21 0.01
 -------- 07:00 0.06 0.27 0.02
 -------- 08:00 0.06 0.30 0.02
 -------- 09:00 0.07 0.32 0.03
 -------- 10:00 0.08 0.39 0.08
 14.04.13 11:00 0.08 0.39 0.08
 -------- 12:00 0.09 0.36 0.07
 -------- 13:00 0.08 0.31 0.05
 -------- 14:00 0.06 0.27 0.04
 -------- 15:00 0.06 0.23 0.03
 14.04.13 16:00 0.06 0.24 0.02
 -------- 17:00 0.06 0.28 0.03
 -------- 18:00 0.06 0.37 0.04
 -------- 19:00 0.07 0.41 0.03
 -------- 20:00 0.07 0.42 0.03
 14.04.13 21:00 0.07 0.38 0.01
 -------- 22:00 0.10 0.46 0.01
 -------- 23:00 0.10 0.46 0.01
