 Date Time CO NO2 NO
 08.04.13 12:00 0.07 0.17 0.03
 -------- 13:00 0.05 0.10 0.01
 -------- 14:00 0.04 0.08 0.01
 -------- 15:00 0.02 0.08 0.01
 -------- 16:00 0.03 0.07 0.01
 08.04.13 17:00 0.04 0.09 0.01
 -------- 18:00 0.04 0.09 0.01
 -------- 19:00 0.04 0.10 0.01
 -------- 20:00 0.05 0.25 0.01
 -------- 21:00 0.10 0.54 0.03
 08.04.13 22:00 0.13 0.55 0.07
 -------- 23:00 0.12 0.54 0.12
 -------- 00:00 0.14 0.52 0.14
 -------- 01:00 0.19 0.52 0.27
 -------- 02:00 0.18 0.51 0.26
 09.04.13 03:00 0.18 0.49 0.26
 -------- 04:00 0.19 0.48 0.29
 -------- 05:00 0.18 0.44 0.25
 -------- 06:00 0.19 0.45 0.26
 -------- 07:00 0.22 0.43 0.36
 09.04.13 08:00 0.29 0.52 0.56
 -------- 09:00 0.23 0.53 0.35
 -------- 10:00 0.11 0.38 0.08
 -------- 11:00 0.09 0.27 0.04
 -------- 12:00 0.09 0.18 0.03
 09.04.13 13:00 0.05 0.14 0.02
 -------- 14:00 0.06 0.23 0.03
 -------- 15:00 0.08 0.29 0.10
 -------- 16:00 0.05 0.19 0.02
 -------- 17:00 0.07 0.28 0.03
 09.04.13 18:00 0.09 0.40 0.04
 -------- 19:00 0.08 0.37 0.02
 -------- 20:00 0.08 0.33 0.01
 -------- 21:00 0.09 0.41 0.01
 -------- 22:00 0.12 0.56 0.02
 09.04.13 23:00 0.13 0.58 0.04
 -------- 00:00 0.17 0.55 0.22
 -------- 01:00 0.23 0.56 0.35
 -------- 02:00 0.25 0.54 0.35
 -------- 03:00 0.31 0.59 0.57
 10.04.13 04:00 0.35 0.63 0.70
 -------- 05:00 0.35 0.65 0.78
 -------- 06:00 0.36 0.71 0.91
 -------- 07:00 0.47 0.93 1.69
 -------- 08:00 0.40 0.93 0.95
 10.04.13 09:00 0.19 0.54 0.15
 -------- 10:00 0.15 0.45 0.12
 -------- 11:00 0.13 0.50 0.16
