 Date Time CO NO2 NO
 25.11.12 00:00 0.14 0.27 0.24
 -------- 01:00 0.12 0.25 0.19
 -------- 02:00 0.11 0.24 0.16
 -------- 03:00 0.10 0.23 0.10
 -------- 04:00 0.09 0.22 0.07
 25.11.12 05:00 0.08 0.21 0.04
 -------- 06:00 0.06 0.21 0.03
 -------- 07:00 0.07 0.21 0.03
 -------- 08:00 0.06 0.21 0.03
 -------- 09:00 0.08 0.21 0.04
 25.11.12 10:00 0.09 0.21 0.06
 -------- 11:00 0.11 0.21 0.08
 -------- 12:00 0.11 0.21 0.11
 -------- 13:00 0.12 0.24 0.13
 -------- 14:00 0.10 0.23 0.12
 25.11.12 15:00 0.12 0.24 0.14
 -------- 16:00 0.12 0.25 0.13
 -------- 17:00 0.12 0.25 0.13
 -------- 18:00 0.11 0.26 0.13
 -------- 19:00 0.11 0.26 0.14
 25.11.12 20:00 0.10 0.24 0.11
 -------- 21:00 0.08 0.23 0.08
 -------- 22:00 0.08 0.22 0.06
 -------- 23:00 0.08 0.21 0.04
 -------- 00:00 0.09 0.21 0.03
 26.11.12 01:00 0.07 0.19 0.03
 -------- 02:00 0.06 0.17 0.01
 -------- 03:00 0.06 0.15 0.01
 -------- 04:00 0.04 0.14 0.01
 -------- 05:00 0.05 0.14 0.01
 26.11.12 06:00 0.06 0.15 0.02
 -------- 07:00 0.06 0.16 0.02
 -------- 08:00 0.07 0.16 0.03
 -------- 09:00 0.08 0.16 0.04
 -------- 10:00 0.09 0.17 0.08
 26.11.12 11:00 0.10 0.17 0.10
 -------- 12:00 0.09 0.15 0.08
 -------- 13:00 0.10 0.14 0.08
 -------- 14:00 0.10 0.14 0.09
 -------- 15:00 0.10 0.14 0.08
 26.11.12 16:00 0.09 0.15 0.07
 -------- 17:00 0.08 0.14 0.07
 -------- 18:00 0.08 0.13 0.07
 -------- 19:00 0.09 0.13 0.08
 -------- 20:00 0.10 0.13 0.09
 26.11.12 21:00 0.09 0.11 0.06
 -------- 22:00 0.08 0.11 0.06
 -------- 23:00 0.08 0.11 0.05
