 Date Time CO NO2 NO
 11.12.12 00:00 0.04 0.12 0.01
 -------- 01:00 0.03 0.12 0.00
 -------- 02:00 0.03 0.12 0.01
 -------- 03:00 0.02 0.08 0.01
 -------- 04:00 0.02 0.10 0.01
 11.12.12 05:00 0.03 0.09 0.00
 -------- 06:00 0.04 0.09 0.01
 -------- 07:00 0.04 0.11 0.01
 -------- 08:00 0.04 0.13 0.01
 -------- 09:00 0.05 0.13 0.01
 11.12.12 10:00 0.07 0.15 0.02
 -------- 11:00 0.06 0.14 0.01
 -------- 12:00 0.07 0.15 0.01
 -------- 13:00 0.06 0.12 0.01
 -------- 14:00 0.09 0.14 0.02
 11.12.12 15:00 0.05 0.13 0.01
 -------- 16:00 0.07 0.23 0.03
 -------- 17:00 0.07 0.30 0.03
 -------- 18:00 0.07 0.30 0.03
 -------- 19:00 0.07 0.28 0.02
 11.12.12 20:00 0.06 0.30 0.05
 -------- 21:00 0.06 0.28 0.06
 -------- 22:00 0.06 0.28 0.06
 -------- 23:00 0.06 0.27 0.06
 -------- 00:00 0.06 0.27 0.04
 12.12.12 01:00 0.05 0.26 0.03
 -------- 02:00 0.06 0.27 0.03
 -------- 03:00 0.06 0.28 0.03
 -------- 04:00 0.06 0.28 0.04
 -------- 05:00 0.06 0.29 0.04
 12.12.12 06:00 0.06 0.28 0.04
 -------- 07:00 0.06 0.28 0.06
 -------- 08:00 0.07 0.30 0.11
 -------- 09:00 0.11 0.36 0.11
 -------- 10:00 0.10 0.32 0.12
 12.12.12 11:00 0.09 0.26 0.10
 -------- 12:00 0.10 0.29 0.16
 -------- 13:00 0.09 0.23 0.13
 -------- 14:00 0.11 0.25 0.14
 -------- 15:00 0.10 0.27 0.15
 12.12.12 16:00 0.11 0.29 0.15
 -------- 17:00 0.11 0.32 0.14
 -------- 18:00 0.11 0.32 0.13
 -------- 19:00 0.08 0.27 0.04
 -------- 20:00 0.07 0.25 0.03
 12.12.12 21:00 0.07 0.24 0.02
 -------- 22:00 0.07 0.24 0.03
 -------- 23:00 0.06 0.24 0.02
