 Date Time CO SO2 OZ NO2 NO PM10
 18.02.13 12:00 0.04 0.00 0.11 0.37 0.06 0.05
 -------- 13:00 0.04 0.01 0.09 0.38 0.07 0.05
 -------- 14:00 0.04 0.01 0.11 0.36 0.06 0.05
 -------- 15:00 0.02 0.00 0.14 0.31 0.05 0.06
 -------- 16:00 0.02 0.00 0.15 0.30 0.04 0.06
 18.02.13 17:00 0.02 0.00 0.16 0.30 0.03 0.06
 -------- 18:00 0.03 0.00 0.17 0.28 0.02 0.05
 -------- 19:00 0.02 0.00 0.16 0.29 0.02 0.05
 -------- 20:00 0.03 0.00 0.12 0.35 0.03 0.06
 -------- 21:00 0.05 0.00 0.04 0.42 0.05 0.06
 18.02.13 22:00 0.05 0.01 0.04 0.40 0.04 0.06
 -------- 23:00 0.06 0.01 0.01 0.44 0.06 0.06
 -------- 00:00 0.06 0.01 0.01 0.43 0.05 0.06
 -------- 01:00 0.04 0.01 0.01 0.42 0.05 0.06
 -------- 02:00 0.02 0.00 0.01 0.42 0.04 0.06
 19.02.13 03:00 0.02 0.00 0.01 0.41 0.04 0.06
 -------- 04:00 0.02 0.00 0.03 0.39 0.02 0.04
 -------- 05:00 0.02 0.00 0.08 0.34 0.01 0.04
 -------- 06:00 0.02 0.00 0.02 0.43 0.07 0.05
 -------- 07:00 0.04 0.00 0.01 0.45 0.09 0.05
 19.02.13 08:00 0.04 0.00 0.04 0.42 0.05 0.05
 -------- 09:00 0.05 0.00 0.03 0.46 0.09 0.06
 -------- 10:00 0.06 0.00 0.06 0.41 0.09 0.06
 -------- 11:00 0.03 0.00 0.13 0.33 0.07 0.04
 -------- 12:00 0.03 0.01 0.15 0.28 0.06 0.05
 19.02.13 13:00 0.03 0.01 0.18 0.18 0.04 0.05
 -------- 14:00 0.03 0.00 0.16 ---- ---- 0.30
 -------- 15:00 0.03 0.00 0.17 0.20 0.04 0.14
 -------- 16:00 0.02 0.00 0.17 0.21 0.04 0.07
 -------- 17:00 0.04 0.00 0.15 0.24 0.05 0.05
 19.02.13 18:00 0.04 0.00 0.12 0.30 0.05 0.04
 -------- 19:00 0.04 0.00 0.06 0.37 0.06 0.03
 -------- 20:00 0.05 0.00 0.03 0.40 0.08 0.03
 -------- 21:00 0.05 0.00 0.02 0.38 0.07 0.02
 -------- 22:00 0.06 0.01 0.01 0.39 0.10 0.02
 19.02.13 23:00 0.05 0.00 0.01 0.38 0.07 0.02
 -------- 00:00 0.06 0.00 0.01 0.39 0.10 0.02
 -------- 01:00 0.07 0.01 0.01 0.40 0.20 0.02
 -------- 02:00 0.08 0.02 0.02 0.45 0.42 0.02
 -------- 03:00 0.04 0.01 0.01 0.43 0.36 0.01
 20.02.13 04:00 0.04 0.01 0.01 0.43 0.37 0.01
 -------- 05:00 0.04 0.01 0.01 0.42 0.31 0.02
 -------- 06:00 0.02 0.01 0.01 0.42 0.33 0.01
 -------- 07:00 0.06 0.02 0.01 0.44 0.41 0.01
 -------- 08:00 0.10 0.02 0.02 0.45 0.46 0.01
 20.02.13 09:00 0.15 0.02 0.02 0.48 0.53 0.01
 -------- 10:00 0.16 0.02 0.03 0.49 0.51 0.01
 -------- 11:00 0.15 0.02 0.03 0.46 0.41 0.01
