 Date Time CO SO2 OZ NO2 NO PM10
 26.09.12 00:00 ---- 0.00 0.12 0.14 0.01 0.03
 -------- 01:00 ---- 0.00 0.14 0.12 0.01 0.03
 -------- 02:00 ---- 0.00 0.12 0.12 0.01 0.03
 -------- 03:00 ---- 0.00 0.10 0.14 0.01 0.03
 -------- 04:00 ---- 0.00 0.08 0.15 0.01 0.04
 26.09.12 05:00 ---- 0.00 0.07 0.15 0.01 0.03
 -------- 06:00 ---- 0.00 0.05 0.17 0.02 0.03
 -------- 07:00 0.02 0.00 0.01 0.21 0.10 0.04
 -------- 08:00 0.05 0.01 0.02 0.23 0.14 0.06
 -------- 09:00 0.04 0.01 0.03 0.21 0.14 0.08
 26.09.12 10:00 0.03 0.01 0.04 0.18 0.09 0.07
 -------- 11:00 ---- 0.01 0.11 0.14 0.05 0.05
 -------- 12:00 ---- 0.01 0.17 0.16 0.03 0.03
 -------- 13:00 ---- 0.00 0.19 0.19 0.03 0.05
 -------- 14:00 ---- 0.00 0.18 0.20 0.04 0.04
 26.09.12 15:00 ---- 0.00 0.21 0.19 0.03 0.04
 -------- 16:00 ---- 0.00 0.16 0.22 0.04 0.04
 -------- 17:00 ---- 0.00 0.19 0.16 0.03 0.03
 -------- 18:00 0.02 0.00 0.14 0.25 0.05 0.04
 -------- 19:00 0.04 0.00 0.05 0.29 0.05 0.05
 26.09.12 20:00 0.04 0.00 ---- 0.29 0.06 0.05
 -------- 21:00 0.04 0.00 ---- 0.26 0.08 0.05
 -------- 22:00 0.06 0.01 0.01 0.25 0.12 0.06
 -------- 23:00 0.06 0.01 0.01 0.26 0.13 0.06
 -------- 00:00 0.06 0.01 0.01 0.24 0.16 0.05
 27.09.12 01:00 0.11 0.01 0.01 0.23 0.18 0.05
 -------- 02:00 0.12 0.01 0.01 0.22 0.23 0.05
 -------- 03:00 0.07 0.01 ---- 0.20 0.16 0.05
 -------- 04:00 0.08 0.01 0.01 0.21 0.31 0.07
 -------- 05:00 0.06 0.01 0.01 0.21 0.31 0.06
 27.09.12 06:00 0.07 0.01 0.01 0.20 0.30 0.07
 -------- 07:00 0.06 0.01 0.01 0.20 0.28 0.08
 -------- 08:00 0.07 0.01 0.03 0.21 0.34 0.10
 -------- 09:00 0.08 0.01 0.01 0.32 0.25 0.11
 -------- 10:00 0.06 0.01 0.03 0.34 0.19 0.08
 27.09.12 11:00 0.03 0.01 0.09 0.29 0.09 0.07
 -------- 12:00 ---- 0.01 0.11 0.29 0.09 0.09
 -------- 13:00 ---- 0.01 0.17 0.24 0.06 0.08
 -------- 14:00 ---- 0.00 0.21 0.23 0.03 0.06
 -------- 15:00 0.03 0.00 0.14 0.29 0.04 0.07
 27.09.12 16:00 0.04 0.00 0.09 0.31 0.04 0.08
 -------- 17:00 0.04 0.00 0.08 0.32 0.05 0.09
 -------- 18:00 0.06 0.00 0.05 0.37 0.04 0.09
 -------- 19:00 0.05 0.00 0.10 0.35 0.02 0.09
 -------- 20:00 0.05 0.00 0.07 0.35 0.01 0.08
 27.09.12 21:00 0.04 0.00 0.18 0.28 0.00 0.08
 -------- 22:00 0.04 0.00 0.22 0.25 0.01 0.07
 -------- 23:00 0.03 0.00 0.24 0.24 0.00 0.07
 -------- 00:00 0.02 0.00 0.28 0.23 ---- 0.08
