 Date Time CO SO2 OZ NO2 NO PM10
 07.01.13 12:00 0.02 ---- 0.17 0.15 0.01 0.02
 -------- 13:00 0.02 0.00 0.16 0.14 0.02 0.02
 -------- 14:00 0.02 0.00 0.17 0.13 0.01 0.02
 -------- 15:00 0.03 0.00 0.16 0.14 0.02 0.02
 -------- 16:00 0.02 ---- 0.15 0.15 0.01 0.02
 07.01.13 17:00 0.02 ---- 0.12 0.17 0.00 0.02
 -------- 18:00 0.02 ---- 0.13 0.18 0.01 0.02
 -------- 19:00 0.02 ---- 0.12 0.17 0.00 0.02
 -------- 20:00 0.02 ---- 0.14 0.16 0.00 0.02
 -------- 21:00 0.02 ---- 0.14 0.16 0.00 0.02
 07.01.13 22:00 0.02 ---- 0.16 0.14 0.00 0.02
 -------- 23:00 0.02 ---- 0.17 0.14 0.00 0.02
 -------- 00:00 0.02 ---- 0.15 0.15 0.01 0.02
 -------- 01:00 0.02 ---- 0.16 0.17 0.01 0.02
 -------- 02:00 0.02 ---- 0.14 0.16 0.00 0.02
 08.01.13 03:00 0.02 ---- 0.17 0.14 ---- 0.02
 -------- 04:00 0.02 ---- 0.15 0.14 0.00 0.03
 -------- 05:00 0.02 ---- 0.16 0.13 0.00 0.02
 -------- 06:00 0.02 ---- 0.15 0.14 0.01 0.02
 -------- 07:00 0.02 ---- 0.09 0.18 0.01 ----
 08.01.13 08:00 0.02 ---- 0.03 0.23 0.02 ----
 -------- 09:00 0.03 0.00 0.01 0.25 0.04 ----
 -------- 10:00 0.04 0.00 0.02 0.24 0.05 ----
 -------- 11:00 0.04 0.00 0.04 0.22 0.07 ----
 -------- 12:00 0.04 0.00 0.04 0.23 0.09 ----
 08.01.13 13:00 0.05 0.00 0.05 0.23 0.09 ----
 -------- 14:00 0.04 0.00 0.04 0.26 0.11 ----
 -------- 15:00 0.02 0.00 0.03 0.26 0.09 ----
 -------- 16:00 0.03 0.00 0.03 0.26 0.06 ----
 -------- 17:00 0.02 ---- 0.04 0.26 0.03 ----
 08.01.13 18:00 0.02 ---- 0.05 0.23 0.02 ----
 -------- 19:00 ---- ---- 0.06 0.24 0.01 ----
 -------- 20:00 ---- ---- 0.03 0.27 0.02 ----
 -------- 21:00 ---- 0.00 0.05 0.28 0.02 ----
 -------- 22:00 0.02 0.00 0.05 0.27 0.02 ----
 08.01.13 23:00 ---- 0.00 0.03 0.28 0.01 ----
 -------- 00:00 0.02 0.00 0.04 0.26 0.01 ----
 -------- 01:00 ---- 0.00 0.14 0.18 0.00 ----
 -------- 02:00 ---- ---- 0.10 0.23 0.01 ----
 -------- 03:00 ---- 0.00 0.05 0.28 0.03 ----
 09.01.13 04:00 ---- ---- 0.10 0.21 ---- ----
 -------- 05:00 ---- ---- 0.12 0.20 0.01 ----
 -------- 06:00 ---- ---- 0.11 0.21 0.01 ----
 -------- 07:00 ---- ---- 0.10 0.22 0.01 ----
 -------- 08:00 0.02 0.00 0.07 0.26 0.03 ----
 09.01.13 09:00 0.02 0.00 0.08 0.26 0.02 ----
 -------- 10:00 0.02 0.00 0.08 0.29 0.05 ----
 -------- 11:00 0.02 0.00 0.07 0.28 0.05 ----
