 Date Time CO SO2 OZ NO2 NO PM10
 24.09.12 00:00 0.02 0.00 0.15 0.23 0.00 0.03
 -------- 01:00 0.02 0.00 0.17 0.16 0.00 0.02
 -------- 02:00 ---- 0.00 0.20 0.12 0.00 0.02
 -------- 03:00 ---- 0.00 0.19 0.10 0.01 0.02
 -------- 04:00 ---- 0.00 0.15 0.12 0.01 0.02
 24.09.12 05:00 ---- 0.00 0.14 0.13 0.01 0.02
 -------- 06:00 ---- 0.00 0.17 0.16 0.00 0.01
 -------- 07:00 0.03 0.00 0.10 0.24 0.02 0.02
 -------- 08:00 0.04 0.00 0.05 0.23 0.03 0.03
 -------- 09:00 0.04 0.00 0.08 0.20 0.03 0.03
 24.09.12 10:00 0.04 0.00 0.11 0.18 0.03 0.03
 -------- 11:00 0.04 0.00 0.14 0.19 0.03 0.03
 -------- 12:00 0.04 0.00 0.11 0.20 0.03 0.03
 -------- 13:00 0.04 0.00 0.20 0.15 0.02 0.02
 -------- 14:00 0.04 0.00 0.22 0.18 0.02 0.03
 24.09.12 15:00 0.04 0.00 0.23 0.15 0.02 0.02
 -------- 16:00 0.03 0.00 0.24 0.16 0.02 0.02
 -------- 17:00 0.02 0.00 0.21 0.14 0.01 0.02
 -------- 18:00 ---- 0.00 0.22 0.12 0.01 0.02
 -------- 19:00 ---- 0.00 0.20 0.12 0.01 0.01
 24.09.12 20:00 ---- 0.00 0.18 0.13 0.01 0.01
 -------- 21:00 ---- 0.00 0.20 0.12 0.00 0.01
 -------- 22:00 ---- ---- 0.18 0.14 0.01 0.02
 -------- 23:00 0.02 ---- 0.10 0.18 0.01 0.02
 -------- 00:00 ---- ---- 0.11 0.14 0.01 0.02
 25.09.12 01:00 ---- ---- 0.11 0.12 0.01 0.02
 -------- 02:00 ---- ---- 0.13 0.10 0.01 0.02
 -------- 03:00 ---- ---- 0.15 0.09 0.01 0.01
 -------- 04:00 ---- ---- 0.16 0.07 0.00 0.02
 -------- 05:00 ---- ---- 0.14 0.09 0.00 0.01
 25.09.12 06:00 ---- ---- 0.14 0.11 0.01 0.02
 -------- 07:00 0.02 ---- 0.09 0.15 0.02 0.02
 -------- 08:00 0.02 ---- 0.09 0.17 0.02 0.02
 -------- 09:00 0.04 ---- 0.11 0.17 0.03 0.03
 -------- 10:00 0.04 0.00 0.12 0.15 0.04 0.04
 25.09.12 11:00 0.03 0.00 0.18 0.13 0.03 0.03
 -------- 12:00 0.02 ---- 0.20 0.14 0.03 0.04
 -------- 13:00 0.02 ---- 0.21 0.16 0.03 0.04
 -------- 14:00 0.02 ---- 0.27 0.14 0.02 0.04
 -------- 15:00 0.02 ---- 0.21 0.20 0.03 0.05
 25.09.12 16:00 0.02 ---- 0.19 0.21 0.03 0.05
 -------- 17:00 0.02 ---- 0.19 0.21 0.02 0.05
 -------- 18:00 0.04 ---- 0.16 0.21 0.03 0.04
 -------- 19:00 0.04 ---- 0.10 0.22 0.03 0.04
 -------- 20:00 0.04 0.00 0.08 0.23 0.03 0.05
 25.09.12 21:00 0.04 0.00 0.08 0.21 0.02 0.04
 -------- 22:00 0.04 0.00 0.06 0.20 0.03 0.04
 -------- 23:00 0.02 0.00 0.07 0.19 0.02 0.04
