 Date Time CO SO2 OZ NO2 NO PM10
 17.01.13 00:00 0.02 0.01 ---- 0.35 0.08 0.08
 -------- 01:00 0.02 0.00 0.02 0.33 0.07 0.07
 -------- 02:00 ---- 0.00 0.01 0.33 0.06 0.06
 -------- 03:00 ---- 0.00 0.01 0.31 0.04 0.06
 -------- 04:00 ---- 0.00 0.05 0.27 0.03 0.07
 17.01.13 05:00 ---- 0.00 0.04 0.28 0.03 0.06
 -------- 06:00 ---- ---- 0.04 0.28 0.03 0.07
 -------- 07:00 ---- 0.00 0.04 0.29 0.03 0.08
 -------- 08:00 0.04 0.00 0.05 0.30 0.04 0.07
 -------- 09:00 0.03 0.00 0.07 0.29 0.04 0.06
 17.01.13 10:00 0.04 0.00 0.04 0.33 0.06 0.06
 -------- 11:00 0.04 0.00 0.06 0.31 0.07 0.05
 -------- 12:00 0.02 0.00 0.13 0.27 0.06 0.04
 -------- 13:00 0.02 0.00 0.16 0.26 0.05 0.04
 -------- 14:00 0.02 0.00 0.14 0.27 0.06 0.04
 17.01.13 15:00 0.02 0.00 0.10 0.27 0.06 0.04
 -------- 16:00 0.02 0.00 0.11 0.26 0.04 0.03
 -------- 17:00 0.02 ---- 0.10 0.26 0.03 0.04
 -------- 18:00 0.03 ---- 0.11 0.27 0.03 0.04
 -------- 19:00 0.04 ---- 0.08 0.28 0.03 0.04
 17.01.13 20:00 0.04 ---- 0.10 0.27 0.03 0.04
 -------- 21:00 0.04 0.00 0.11 0.27 0.03 0.04
 -------- 22:00 0.04 0.00 0.09 0.29 0.04 0.04
 -------- 23:00 0.04 0.00 0.09 0.30 0.03 0.04
 -------- 00:00 0.04 0.00 0.11 0.29 0.03 0.04
 18.01.13 01:00 0.03 0.01 0.11 0.28 0.03 0.04
 -------- 02:00 0.02 0.01 0.12 0.27 0.03 0.03
 -------- 03:00 0.02 0.01 0.15 0.26 0.02 0.03
 -------- 04:00 0.02 0.01 0.15 0.24 0.02 0.03
 -------- 05:00 0.02 0.00 0.17 0.24 0.02 0.03
 18.01.13 06:00 0.02 0.00 0.12 0.26 0.03 0.04
 -------- 07:00 0.02 0.00 0.09 0.29 0.03 0.04
 -------- 08:00 0.03 0.00 0.06 0.29 0.03 0.04
 -------- 09:00 0.04 0.00 0.04 0.31 0.04 0.04
 -------- 10:00 0.04 0.01 0.04 0.32 0.06 0.04
 18.01.13 11:00 0.04 0.01 0.08 0.29 0.06 0.05
 -------- 12:00 0.04 0.01 0.10 0.27 0.07 0.05
 -------- 13:00 0.04 0.01 0.10 0.27 0.07 0.04
 -------- 14:00 0.03 0.01 0.11 0.27 0.07 0.05
 -------- 15:00 0.04 0.01 0.07 0.30 0.07 0.05
 18.01.13 16:00 0.04 0.01 0.05 0.32 0.08 0.05
 -------- 17:00 0.04 0.01 0.02 0.34 0.09 0.06
 -------- 18:00 0.04 0.01 0.01 0.34 0.09 0.05
 -------- 19:00 0.04 0.00 0.01 0.34 0.09 0.06
 -------- 20:00 0.04 0.00 0.01 0.33 0.09 0.06
 18.01.13 21:00 0.04 0.00 0.01 0.32 0.07 0.05
 -------- 22:00 0.04 0.00 0.01 0.32 0.08 0.05
 -------- 23:00 0.04 0.00 0.01 0.32 0.10 0.06
