 Date Time CO SO2 OZ NO2 NO PM10
 14.11.12 00:00 ---- 0.00 0.30 0.14 0.01 0.02
 -------- 01:00 ---- 0.00 0.36 0.11 0.01 0.02
 -------- 02:00 ---- 0.00 0.38 0.12 0.01 0.02
 -------- 03:00 0.02 0.00 0.40 0.12 0.01 0.01
 -------- 04:00 ---- 0.00 0.37 0.13 0.01 0.02
 14.11.12 05:00 0.02 0.00 0.39 0.12 0.01 0.02
 -------- 06:00 0.02 0.00 0.45 0.12 0.01 0.02
 -------- 07:00 0.02 0.00 0.40 0.17 0.01 0.03
 -------- 08:00 0.03 0.00 0.31 0.24 0.02 0.05
 -------- 09:00 0.04 0.00 0.27 0.27 0.04 0.05
 14.11.12 10:00 0.04 0.00 0.26 0.26 0.03 0.06
 -------- 11:00 0.04 0.00 0.22 0.27 0.04 0.07
 -------- 12:00 0.04 0.00 0.26 0.22 0.03 0.06
 -------- 13:00 0.03 0.00 0.28 0.21 0.03 0.06
 -------- 14:00 0.02 0.00 0.31 0.20 0.02 0.05
 14.11.12 15:00 0.02 0.00 0.25 0.24 0.03 0.04
 -------- 16:00 0.02 0.00 0.20 0.26 0.03 0.06
 -------- 17:00 0.02 0.00 0.20 0.23 0.02 0.05
 -------- 18:00 0.02 0.00 0.18 0.23 0.02 0.05
 -------- 19:00 0.02 0.00 0.16 0.20 0.02 0.04
 14.11.12 20:00 0.02 0.00 0.16 0.19 0.02 0.02
 -------- 21:00 0.02 0.00 0.19 0.18 0.01 0.02
 -------- 22:00 ---- 0.00 0.19 0.16 0.01 0.02
 -------- 23:00 ---- 0.00 0.21 0.16 0.01 0.03
 -------- 00:00 ---- 0.00 0.20 0.16 0.01 0.02
 15.11.12 01:00 ---- 0.00 0.23 0.14 0.01 0.01
 -------- 02:00 ---- 0.00 0.22 0.14 0.01 0.01
 -------- 03:00 ---- 0.00 0.23 0.14 0.01 0.01
 -------- 04:00 ---- 0.00 0.21 0.15 0.01 0.02
 -------- 05:00 ---- 0.00 0.20 0.15 0.01 0.02
 15.11.12 06:00 ---- 0.00 0.15 0.17 0.01 0.02
 -------- 07:00 0.02 0.00 0.14 0.19 0.02 0.02
 -------- 08:00 0.02 0.00 0.11 0.20 0.03 0.03
 -------- 09:00 0.02 0.00 0.11 0.19 0.03 0.03
 -------- 10:00 0.02 0.00 0.10 0.20 0.04 0.03
 15.11.12 11:00 0.02 0.00 0.11 0.20 0.04 0.03
 -------- 12:00 0.02 0.00 0.07 0.22 0.06 0.05
 -------- 13:00 0.03 0.00 0.05 0.24 0.06 0.04
 -------- 14:00 0.02 0.00 0.06 0.23 0.04 0.05
 -------- 15:00 0.02 0.00 0.03 0.24 0.05 0.05
 15.11.12 16:00 0.02 0.00 0.06 0.21 0.03 0.04
 -------- 17:00 0.02 0.00 0.06 0.26 0.04 0.04
 -------- 18:00 0.02 0.00 0.11 0.22 0.02 0.03
 -------- 19:00 0.02 0.00 0.15 0.20 0.01 0.04
 -------- 20:00 0.02 0.00 0.15 0.21 0.01 0.04
 15.11.12 21:00 0.02 0.00 0.11 0.25 0.02 0.04
 -------- 22:00 0.02 0.00 0.19 0.18 0.01 0.02
 -------- 23:00 ---- 0.00 0.24 0.15 0.01 0.01
