 Date Time CO SO2 OZ NO2 NO PM10
 16.09.12 14:00 0.04 0.00 0.09 0.15 0.03 0.06
 -------- 15:00 0.05 0.00 0.14 0.13 0.02 0.05
 -------- 16:00 0.04 0.00 0.20 0.11 0.01 0.04
 -------- 17:00 0.03 0.00 0.24 0.12 0.01 0.04
 -------- 18:00 0.02 0.00 0.27 0.11 0.00 0.03
 16.09.12 19:00 0.02 0.00 0.22 0.16 0.01 0.03
 -------- 20:00 0.02 ---- 0.17 0.18 0.01 0.04
 -------- 21:00 0.04 0.00 0.10 0.23 0.01 0.04
 -------- 22:00 0.05 0.00 0.04 0.28 0.03 0.05
 -------- 23:00 0.07 0.00 0.01 0.31 0.06 0.07
 17.09.12 00:00 0.06 0.00 ---- 0.29 0.05 0.06
 -------- 01:00 0.05 0.00 0.02 0.26 0.03 0.06
 -------- 02:00 0.04 0.00 0.01 0.23 0.03 0.05
 -------- 03:00 0.03 0.00 0.02 0.20 0.04 0.04
 -------- 04:00 0.04 0.00 ---- 0.20 0.10 0.05
 17.09.12 05:00 0.03 0.00 ---- 0.22 0.06 0.05
 -------- 06:00 0.02 0.00 0.01 0.22 0.09 0.05
 -------- 07:00 0.03 0.01 ---- 0.24 0.17 0.06
 -------- 08:00 0.06 0.01 0.01 0.25 0.21 0.07
 -------- 09:00 0.10 0.01 0.01 0.30 0.26 0.10
 17.09.12 10:00 0.11 0.01 0.03 0.30 0.20 0.11
 -------- 11:00 0.07 0.01 0.06 0.29 0.15 0.11
 -------- 12:00 0.04 0.01 0.18 0.17 0.04 0.06
 -------- 13:00 ---- 0.00 0.32 0.12 0.02 0.03
 -------- 14:00 0.02 0.00 0.36 0.09 0.01 0.02
 17.09.12 15:00 0.02 0.00 0.34 0.14 0.02 0.03
 -------- 16:00 ---- 0.00 0.33 0.15 0.02 0.03
 -------- 17:00 ---- 0.00 0.32 0.18 0.02 0.04
 -------- 18:00 0.02 0.00 0.27 0.21 0.04 0.04
 -------- 19:00 ---- 0.00 0.12 0.20 0.01 0.04
 17.09.12 20:00 0.07 0.01 0.01 0.33 0.23 0.07
 -------- 21:00 0.17 0.01 0.01 0.35 0.28 0.08
 -------- 22:00 0.23 0.01 0.01 0.36 0.38 0.17
 -------- 23:00 0.30 0.02 0.01 0.40 0.49 0.29
 -------- 00:00 0.28 0.02 0.01 0.39 0.39 0.23
 18.09.12 01:00 0.13 0.02 0.01 0.38 0.56 0.24
 -------- 02:00 0.14 0.02 0.01 0.39 0.52 0.18
 -------- 03:00 ---- 0.01 0.01 0.36 0.10 0.10
 -------- 04:00 ---- 0.00 0.02 0.35 0.06 0.14
 -------- 05:00 ---- 0.00 0.01 0.33 0.04 0.05
 18.09.12 06:00 ---- 0.00 0.01 0.32 0.05 0.06
 -------- 07:00 ---- 0.00 ---- 0.35 0.08 0.06
 -------- 08:00 ---- 0.00 0.01 0.32 0.19 0.09
 -------- 09:00 ---- 0.01 0.01 0.37 0.38 0.14
 -------- 10:00 ---- 0.01 0.03 0.39 0.33 0.15
 18.09.12 11:00 0.06 0.01 0.02 0.43 0.38 0.20
