 Date Time CO SO2 OZ NO2 NO PM10
 04.10.12 00:00 0.02 0.00 0.01 0.15 0.08 0.11
 -------- 01:00 0.02 0.00 0.01 0.15 0.09 0.11
 -------- 02:00 0.03 0.01 0.01 0.16 0.16 0.12
 -------- 03:00 0.04 0.00 0.01 0.14 0.15 0.11
 -------- 04:00 0.06 0.01 0.01 0.14 0.19 0.12
 04.10.12 05:00 0.07 0.01 0.01 0.22 0.29 0.15
 -------- 06:00 0.05 0.01 0.01 0.21 0.18 0.15
 -------- 07:00 0.03 0.01 0.01 0.24 0.10 0.20
 -------- 08:00 0.05 0.01 0.01 0.20 0.17 0.14
 -------- 09:00 0.07 0.01 0.03 0.23 0.14 0.13
 04.10.12 10:00 0.03 0.00 0.02 0.23 0.08 0.16
 -------- 11:00 0.03 0.00 0.05 0.24 0.08 0.15
 -------- 12:00 0.04 0.00 0.06 0.26 0.08 0.33
 -------- 13:00 0.03 0.00 0.09 0.26 0.06 0.27
 -------- 14:00 0.02 0.00 0.17 0.23 0.03 0.16
 04.10.12 15:00 0.02 0.00 0.24 0.21 0.02 0.15
 -------- 16:00 ---- 0.00 0.32 0.18 0.01 0.14
 -------- 17:00 0.02 0.00 0.35 0.18 0.00 0.12
 -------- 18:00 0.03 0.00 0.26 0.27 0.01 0.11
 -------- 19:00 0.02 0.00 0.24 0.24 0.00 0.11
 04.10.12 20:00 0.02 0.00 0.21 0.23 0.00 0.11
 -------- 21:00 0.02 ---- 0.20 0.23 0.01 0.09
 -------- 22:00 0.04 0.00 0.10 0.26 0.02 0.08
 -------- 23:00 0.02 0.00 0.15 0.21 0.01 0.05
 -------- 00:00 ---- 0.00 0.24 0.13 0.01 0.02
 05.10.12 01:00 ---- ---- 0.22 0.15 ---- 0.03
 -------- 02:00 ---- 0.00 0.24 0.15 0.01 0.03
 -------- 03:00 0.02 ---- 0.22 0.19 0.00 0.03
 -------- 04:00 ---- 0.00 0.20 0.21 0.01 0.03
 -------- 05:00 ---- 0.00 0.17 0.20 0.01 0.02
 05.10.12 06:00 0.02 0.00 0.04 0.29 0.02 0.03
 -------- 07:00 0.03 0.00 0.01 0.29 0.05 0.03
 -------- 08:00 0.06 0.01 0.01 0.33 0.11 0.04
 -------- 09:00 0.09 0.01 0.01 0.33 0.14 0.06
 -------- 10:00 0.10 0.01 0.02 0.36 0.13 0.10
 05.10.12 11:00 0.10 0.01 0.03 0.34 0.12 0.07
 -------- 12:00 0.08 0.00 0.05 0.29 0.08 0.08
 -------- 13:00 0.03 0.00 0.05 0.26 0.06 0.10
 -------- 14:00 0.02 0.00 0.09 0.27 0.04 0.09
 -------- 15:00 0.02 0.00 0.10 0.30 0.06 0.09
 05.10.12 16:00 0.03 0.00 0.13 0.31 0.03 0.11
 -------- 17:00 ---- 0.00 0.32 0.22 0.00 0.09
 -------- 18:00 ---- 0.00 0.31 0.21 0.00 0.08
 -------- 19:00 ---- ---- 0.25 0.21 0.00 0.07
 -------- 20:00 ---- ---- 0.29 0.20 0.00 0.05
 05.10.12 21:00 ---- ---- 0.21 0.25 0.01 0.04
 -------- 22:00 ---- ---- 0.18 0.22 0.01 0.03
 -------- 23:00 0.02 ---- 0.24 0.17 ---- 0.03
