 Date Time CO SO2 OZ NO2 NO PM10
 06.11.12 12:00 0.04 ---- 0.13 0.19 0.01 0.02
 -------- 13:00 0.04 0.00 0.10 0.21 0.02 0.02
 -------- 14:00 0.03 0.00 0.07 0.21 0.02 0.02
 -------- 15:00 0.02 0.00 0.24 0.19 0.02 0.02
 -------- 16:00 ---- ---- 0.38 0.18 0.01 0.01
 06.11.12 17:00 0.02 ---- 0.23 0.31 0.02 0.02
 -------- 18:00 0.03 0.00 0.09 0.33 0.03 0.04
 -------- 19:00 0.03 0.00 0.13 0.22 0.02 0.03
 -------- 20:00 ---- 0.00 0.17 0.21 0.02 0.03
 -------- 21:00 ---- 0.00 0.16 0.19 0.01 0.03
 06.11.12 22:00 0.02 0.00 0.19 0.18 0.01 0.03
 -------- 23:00 ---- 0.00 0.23 0.13 0.00 0.03
 -------- 00:00 ---- ---- 0.25 0.11 0.00 0.02
 -------- 01:00 ---- ---- 0.28 0.10 0.00 0.02
 -------- 02:00 ---- ---- 0.28 0.11 0.01 0.02
 07.11.12 03:00 ---- 0.00 0.30 0.09 0.00 0.02
 -------- 04:00 ---- 0.00 0.31 0.09 0.00 0.02
 -------- 05:00 ---- 0.00 0.28 0.12 0.00 0.02
 -------- 06:00 ---- ---- 0.24 0.18 0.01 0.03
 -------- 07:00 0.02 0.00 0.22 0.19 0.01 0.04
 07.11.12 08:00 0.02 0.00 0.17 0.22 0.02 0.05
 -------- 09:00 0.02 0.00 0.19 0.21 0.02 0.05
 -------- 10:00 0.02 0.00 0.20 0.19 0.02 0.05
 -------- 11:00 0.02 0.00 0.22 0.17 0.02 0.03
 -------- 12:00 0.02 0.00 0.30 0.16 0.02 0.02
 07.11.12 13:00 0.02 0.00 0.29 0.17 0.01 0.04
 -------- 14:00 0.02 0.00 0.29 0.14 0.01 0.03
 -------- 15:00 0.02 0.00 0.31 0.13 0.01 0.03
 -------- 16:00 0.02 ---- 0.31 0.15 0.00 0.02
 -------- 17:00 0.02 ---- 0.24 0.19 0.01 0.03
 07.11.12 18:00 0.02 0.00 0.24 0.20 0.01 0.02
 -------- 19:00 0.02 ---- 0.24 0.19 0.01 0.02
 -------- 20:00 0.02 0.00 0.31 0.14 0.00 0.03
 -------- 21:00 ---- ---- 0.30 0.12 0.00 0.03
 -------- 22:00 ---- ---- 0.34 0.12 0.00 0.03
 07.11.12 23:00 ---- ---- 0.33 0.11 0.00 0.02
 -------- 00:00 ---- ---- 0.35 0.09 0.00 0.02
 -------- 01:00 ---- ---- 0.34 0.08 0.00 0.02
 -------- 02:00 ---- ---- 0.34 0.08 ---- 0.02
 -------- 03:00 ---- ---- 0.32 0.08 0.00 0.02
 08.11.12 04:00 ---- ---- 0.20 0.13 0.01 0.02
 -------- 05:00 ---- ---- 0.20 0.14 0.01 0.02
 -------- 06:00 0.02 ---- 0.20 0.19 0.02 0.01
 -------- 07:00 0.03 ---- 0.08 0.31 0.05 0.02
 -------- 08:00 0.04 ---- 0.09 0.32 0.05 0.03
 08.11.12 09:00 0.03 ---- 0.14 0.26 0.03 0.03
 -------- 10:00 0.02 ---- 0.16 0.26 0.04 0.04
