 Date Time CO SO2 OZ NO2 NO PM10
 22.01.13 12:00 0.05 0.00 0.10 0.21 0.11 0.05
 -------- 13:00 0.06 0.00 0.05 0.31 0.15 0.55
 -------- 14:00 0.05 0.00 0.01 0.42 0.17 0.28
 -------- 15:00 0.04 0.00 0.01 0.48 0.20 0.41
 -------- 16:00 0.04 0.00 ---- 0.44 0.13 0.39
 22.01.13 17:00 0.04 0.00 0.02 0.44 0.08 0.15
 -------- 18:00 0.04 0.00 0.01 0.49 0.10 0.09
 -------- 19:00 0.03 0.00 ---- 0.48 0.10 0.07
 -------- 20:00 0.02 0.00 ---- 0.42 0.06 0.05
 -------- 21:00 0.02 0.00 ---- 0.46 0.10 0.04
 22.01.13 22:00 0.02 0.00 ---- 0.44 0.08 0.04
 -------- 23:00 0.02 0.00 ---- 0.46 0.09 0.04
 -------- 00:00 0.02 0.00 ---- 0.47 0.08 0.04
 -------- 01:00 0.02 0.00 ---- 0.43 0.06 0.04
 -------- 02:00 0.02 0.00 0.01 0.43 0.07 0.03
 23.01.13 03:00 0.02 0.00 ---- 0.40 0.05 0.04
 -------- 04:00 0.02 0.00 ---- 0.29 0.02 0.03
 -------- 05:00 0.02 0.00 ---- 0.35 0.03 0.02
 -------- 06:00 0.02 0.00 0.02 0.39 0.06 0.03
 -------- 07:00 0.03 0.00 ---- 0.45 0.13 0.03
 23.01.13 08:00 0.06 0.00 ---- 0.48 0.22 0.03
 -------- 09:00 0.07 0.00 ---- 0.48 0.22 0.04
 -------- 10:00 0.08 0.00 ---- 0.47 0.27 0.05
 -------- 11:00 0.09 0.00 ---- 0.47 0.29 0.06
 -------- 12:00 0.10 0.00 ---- 0.48 0.31 0.08
 23.01.13 13:00 0.07 0.00 0.01 0.40 0.20 0.06
 -------- 14:00 0.05 0.00 ---- 0.32 0.11 0.03
 -------- 15:00 0.04 0.00 ---- 0.31 0.09 0.03
 -------- 16:00 0.03 0.00 ---- 0.33 0.06 0.03
 -------- 17:00 0.04 0.00 ---- 0.43 0.09 0.04
 23.01.13 18:00 0.07 0.00 ---- 0.51 0.14 0.05
 -------- 19:00 0.07 0.00 ---- 0.46 0.07 0.05
 -------- 20:00 0.07 0.00 0.01 0.48 0.16 0.05
 -------- 21:00 0.08 0.00 0.01 0.51 0.27 0.06
 -------- 22:00 0.07 0.00 ---- 0.49 0.16 0.04
 23.01.13 23:00 0.05 0.00 0.01 0.48 0.11 0.03
 -------- 00:00 0.05 0.00 0.01 0.51 0.29 0.04
 -------- 01:00 0.04 0.00 ---- 0.54 0.31 0.04
 -------- 02:00 0.04 0.00 0.01 0.54 0.33 0.04
 -------- 03:00 0.04 0.00 0.01 0.53 0.38 0.05
 24.01.13 04:00 0.05 0.00 ---- 0.52 0.39 0.05
 -------- 05:00 0.05 0.00 ---- 0.54 0.46 0.07
 -------- 06:00 0.04 0.00 ---- 0.52 0.29 0.04
 -------- 07:00 0.04 0.00 0.01 0.55 0.31 0.04
 -------- 08:00 0.05 0.00 0.01 0.53 0.36 0.05
 24.01.13 09:00 0.07 0.00 ---- 0.53 0.37 0.05
 -------- 10:00 0.07 0.00 ---- 0.59 0.44 0.06
 -------- 11:00 0.03 0.00 ---- 0.50 0.26 0.05
