 Date Time CO SO2 OZ NO2 NO PM10
 22.11.12 12:00 0.05 0.01 0.03 0.35 0.15 0.16
 -------- 13:00 0.03 0.01 0.07 0.37 0.07 0.15
 -------- 14:00 0.02 0.01 0.14 0.34 0.03 0.12
 -------- 15:00 ---- 0.00 0.25 0.24 0.01 0.08
 -------- 16:00 ---- 0.00 0.31 0.21 0.01 0.08
 22.11.12 17:00 ---- 0.00 0.28 0.26 0.01 0.10
 -------- 18:00 ---- 0.00 0.40 0.21 ---- 0.08
 -------- 19:00 ---- 0.00 0.33 0.27 ---- 0.09
 -------- 20:00 ---- 0.00 0.30 0.26 ---- 0.09
 -------- 21:00 0.02 0.00 0.27 0.27 ---- 0.09
 22.11.12 22:00 0.02 0.00 0.29 0.22 ---- 0.08
 -------- 23:00 0.02 0.00 0.30 0.21 ---- 0.07
 -------- 00:00 ---- 0.00 0.30 0.20 ---- 0.07
 -------- 01:00 ---- 0.00 0.31 0.17 ---- 0.06
 -------- 02:00 ---- 0.00 0.33 0.14 0.00 0.05
 23.11.12 03:00 ---- 0.00 0.36 0.12 ---- 0.05
 -------- 04:00 ---- 0.00 0.34 0.13 ---- 0.05
 -------- 05:00 ---- 0.00 0.33 0.11 ---- 0.04
 -------- 06:00 ---- 0.00 0.31 0.12 ---- 0.04
 -------- 07:00 0.02 0.00 0.27 0.17 0.00 0.05
 23.11.12 08:00 0.02 0.00 0.23 0.19 0.00 0.06
 -------- 09:00 0.02 0.00 0.19 0.21 0.01 0.07
 -------- 10:00 0.03 0.00 0.19 0.20 0.01 0.07
 -------- 11:00 0.04 0.00 0.19 0.21 0.02 0.08
 -------- 12:00 0.04 0.00 0.19 0.20 0.03 0.09
 23.11.12 13:00 0.04 0.00 0.15 0.22 0.05 0.10
 -------- 14:00 0.04 0.00 0.18 0.21 0.04 0.09
 -------- 15:00 0.04 0.00 0.14 0.25 0.04 0.09
 -------- 16:00 0.04 0.00 0.10 0.29 0.04 0.11
 -------- 17:00 0.05 0.00 0.06 0.33 0.04 0.11
 23.11.12 18:00 0.04 0.01 0.03 0.36 0.05 0.12
 -------- 19:00 0.03 0.00 0.04 0.34 0.03 0.13
 -------- 20:00 0.02 0.00 0.08 0.28 0.01 0.11
 -------- 21:00 ---- 0.00 0.15 0.23 0.01 0.08
 -------- 22:00 ---- 0.01 0.15 0.23 0.01 0.07
 23.11.12 23:00 ---- 0.00 0.16 0.22 0.00 0.06
 -------- 00:00 ---- 0.00 0.16 0.20 0.00 0.06
 -------- 01:00 ---- 0.00 0.17 0.18 0.00 0.06
 -------- 02:00 ---- 0.00 0.21 0.15 0.00 0.05
 -------- 03:00 0.02 0.00 0.19 0.16 ---- 0.04
 24.11.12 04:00 0.02 0.00 0.20 0.13 ---- 0.04
 -------- 05:00 0.02 0.00 0.18 0.14 ---- 0.04
 -------- 06:00 0.02 0.00 0.17 0.14 ---- 0.04
 -------- 07:00 0.02 0.00 0.11 0.17 0.00 0.04
 -------- 08:00 0.02 0.00 0.07 0.19 0.01 0.05
 24.11.12 09:00 0.03 0.01 0.02 0.22 0.02 0.06
 -------- 10:00 0.04 0.01 0.04 0.22 0.04 0.08
 -------- 11:00 0.04 0.01 0.04 0.21 0.04 0.08
