 Date Time CO SO2 OZ NO2 NO PM10
 19.11.12 12:00 0.02 0.00 0.20 0.12 0.01 0.05
 -------- 13:00 0.02 0.00 0.19 0.14 0.02 0.05
 -------- 14:00 0.02 0.00 0.13 0.18 0.02 0.06
 -------- 15:00 0.02 0.00 0.15 0.14 0.02 0.07
 -------- 16:00 0.02 0.00 0.14 0.16 0.02 0.09
 19.11.12 17:00 0.02 0.00 0.09 0.19 0.02 0.10
 -------- 18:00 0.03 0.00 0.05 0.20 0.02 0.12
 -------- 19:00 0.04 0.00 0.03 0.21 0.03 0.12
 -------- 20:00 0.04 0.00 0.04 0.20 0.03 0.11
 -------- 21:00 0.04 0.00 0.05 0.16 0.03 0.12
 19.11.12 22:00 0.03 0.00 0.05 0.16 0.02 0.13
 -------- 23:00 0.02 0.00 0.03 0.16 0.03 0.13
 -------- 00:00 0.02 0.00 0.02 0.17 0.03 0.13
 -------- 01:00 0.02 0.00 0.01 0.17 0.03 0.11
 -------- 02:00 0.02 0.00 0.01 0.16 0.03 0.09
 20.11.12 03:00 0.02 0.00 0.01 0.15 0.03 0.09
 -------- 04:00 0.02 0.00 0.02 0.14 0.03 0.07
 -------- 05:00 0.02 0.00 0.01 0.15 0.03 0.08
 -------- 06:00 0.02 0.00 0.01 0.15 0.05 0.08
 -------- 07:00 0.04 0.00 ---- 0.16 0.08 0.09
 20.11.12 08:00 0.05 0.00 0.01 0.16 0.07 0.09
 -------- 09:00 0.04 0.00 0.01 0.16 0.07 0.08
 -------- 10:00 0.04 0.00 0.01 0.18 0.09 0.09
 -------- 11:00 0.04 0.00 0.01 0.17 0.09 0.09
 -------- 12:00 0.05 0.01 0.01 0.18 0.15 0.11
 20.11.12 13:00 0.06 0.01 0.01 0.20 0.15 0.14
 -------- 14:00 0.05 0.01 0.03 0.23 0.11 0.13
 -------- 15:00 0.04 0.00 0.04 0.25 0.07 0.11
 -------- 16:00 0.03 0.00 0.05 0.26 0.05 0.08
 -------- 17:00 0.03 0.00 0.05 0.28 0.06 0.10
 20.11.12 18:00 0.04 0.00 0.06 0.27 0.05 0.11
 -------- 19:00 0.03 0.00 0.06 0.27 0.05 0.10
 -------- 20:00 0.03 0.00 0.04 0.25 0.04 0.10
 -------- 21:00 0.02 0.00 0.07 0.25 0.03 0.09
 -------- 22:00 0.02 0.00 0.08 0.24 0.03 0.08
 20.11.12 23:00 0.02 0.00 0.14 0.20 0.01 0.07
 -------- 00:00 0.02 0.00 0.19 0.17 0.01 0.06
 -------- 01:00 0.02 0.00 0.22 0.14 0.01 0.05
 -------- 02:00 ---- 0.00 0.24 0.13 0.01 0.04
 -------- 03:00 ---- 0.00 0.22 0.14 0.01 0.04
 21.11.12 04:00 ---- 0.00 0.23 0.14 0.01 0.04
 -------- 05:00 0.02 0.00 0.25 0.12 0.00 0.03
 -------- 06:00 0.02 0.00 0.19 0.19 0.01 0.05
 -------- 07:00 0.03 0.00 0.08 0.28 0.02 0.07
 -------- 08:00 0.04 0.00 0.05 0.29 0.03 0.08
 21.11.12 09:00 0.04 0.00 0.04 0.29 0.04 0.10
 -------- 10:00 0.05 0.00 0.05 0.28 0.05 0.10
 -------- 11:00 0.07 0.01 0.03 0.30 0.12 0.14
