 Date Time CO SO2 OZ NO2 NO PM10
 17.12.12 00:00 0.02 0.01 0.01 0.39 0.08 0.06
 -------- 01:00 0.05 0.01 0.01 0.38 0.13 0.07
 -------- 02:00 0.03 0.01 ---- 0.36 0.06 0.07
 -------- 03:00 0.02 0.01 0.01 0.34 0.07 0.05
 -------- 04:00 0.02 0.01 ---- 0.34 0.07 0.05
 17.12.12 05:00 0.02 0.00 ---- 0.34 0.06 0.04
 -------- 06:00 0.02 0.00 0.01 0.38 0.10 0.04
 -------- 07:00 0.02 0.01 0.01 0.41 0.24 ----
 -------- 08:00 0.03 0.01 0.01 0.41 0.21 ----
 -------- 09:00 0.05 0.01 0.01 0.41 0.26 ----
 17.12.12 10:00 0.09 0.02 0.01 0.48 0.46 ----
 -------- 11:00 0.10 0.02 0.01 0.51 0.34 ----
 -------- 12:00 0.06 0.02 0.01 0.57 0.45 ----
 -------- 13:00 0.07 0.02 0.02 0.53 0.35 ----
 -------- 14:00 0.03 0.02 0.03 0.53 0.30 ----
 17.12.12 15:00 0.03 0.02 0.04 0.50 0.23 ----
 -------- 16:00 ---- 0.01 0.02 0.48 0.18 ----
 -------- 17:00 ---- 0.01 0.01 0.48 0.19 ----
 -------- 18:00 ---- 0.01 0.01 0.47 0.20 ----
 -------- 19:00 ---- 0.01 0.01 0.43 0.15 ----
 17.12.12 20:00 ---- 0.01 ---- 0.41 0.17 ----
 -------- 21:00 ---- 0.01 0.01 0.40 0.15 ----
 -------- 22:00 0.02 0.01 0.01 0.33 0.03 ----
 -------- 23:00 0.02 0.00 0.03 0.29 0.02 ----
 -------- 00:00 ---- 0.00 0.04 0.29 0.01 ----
 18.12.12 01:00 ---- 0.00 0.04 0.30 0.03 ----
 -------- 02:00 0.02 0.01 0.01 0.34 0.08 ----
 -------- 03:00 0.02 0.01 0.02 0.30 0.03 ----
 -------- 04:00 ---- 0.00 0.08 0.24 0.00 ----
 -------- 05:00 ---- 0.00 0.08 0.24 0.00 ----
 18.12.12 06:00 ---- 0.00 0.03 0.30 0.03 ----
 -------- 07:00 ---- 0.00 0.02 0.31 0.04 0.04
 -------- 08:00 0.02 0.00 0.01 0.32 0.05 0.04
 -------- 09:00 0.03 0.01 0.01 0.33 0.07 0.04
 -------- 10:00 0.02 0.01 0.01 0.32 0.08 0.04
 18.12.12 11:00 0.04 0.01 0.03 0.30 0.11 0.05
 -------- 12:00 0.02 0.01 0.07 0.26 0.09 0.05
 -------- 13:00 0.03 0.01 0.05 0.28 0.14 0.05
 -------- 14:00 0.04 0.02 0.05 0.30 0.15 0.22
 -------- 15:00 0.04 0.01 0.04 0.32 0.13 0.15
 18.12.12 16:00 0.03 0.01 0.04 0.31 0.09 0.12
 -------- 17:00 0.02 0.01 0.03 0.33 0.04 0.09
 -------- 18:00 0.03 0.01 0.03 0.33 0.03 0.09
 -------- 19:00 0.02 0.01 0.03 0.31 0.03 0.08
 -------- 20:00 0.03 0.01 0.03 0.31 0.03 0.07
 18.12.12 21:00 0.04 0.01 0.03 0.31 0.03 0.06
 -------- 22:00 0.03 0.01 0.04 0.29 0.02 0.06
 -------- 23:00 0.02 0.01 0.06 0.27 0.02 0.05
