 Date Time CO SO2 OZ NO2 NO PM10
 17.02.13 00:00 0.02 0.00 0.07 0.38 0.00 0.04
 -------- 01:00 0.03 0.00 0.08 0.37 0.01 0.05
 -------- 02:00 0.02 0.00 0.18 0.26 ---- 0.05
 -------- 03:00 ---- 0.00 0.19 0.25 ---- 0.05
 -------- 04:00 0.02 0.00 0.26 0.18 0.00 0.04
 17.02.13 05:00 0.02 ---- 0.30 0.15 ---- 0.04
 -------- 06:00 0.02 ---- 0.25 0.20 0.01 0.05
 -------- 07:00 0.02 ---- 0.25 0.17 0.00 0.05
 -------- 08:00 0.03 ---- 0.21 0.21 ---- 0.05
 -------- 09:00 0.02 ---- 0.25 0.20 0.00 0.04
 17.02.13 10:00 0.04 ---- 0.15 0.29 0.02 0.06
 -------- 11:00 0.04 ---- 0.17 0.25 0.03 0.06
 -------- 12:00 0.04 ---- 0.20 0.24 0.03 0.06
 -------- 13:00 0.04 ---- 0.19 0.25 0.03 0.06
 -------- 14:00 0.03 ---- 0.17 0.31 0.05 0.06
 17.02.13 15:00 0.02 ---- 0.20 0.28 0.03 0.07
 -------- 16:00 0.02 ---- 0.23 0.27 0.02 0.05
 -------- 17:00 0.02 ---- 0.21 0.27 0.02 0.05
 -------- 18:00 0.02 ---- 0.22 0.26 0.01 0.05
 -------- 19:00 ---- ---- 0.17 0.31 0.00 0.04
 17.02.13 20:00 0.02 ---- 0.14 0.34 0.01 0.04
 -------- 21:00 ---- ---- 0.20 0.24 0.01 0.04
 -------- 22:00 ---- ---- 0.23 0.22 0.00 0.04
 -------- 23:00 ---- ---- 0.21 0.25 0.00 0.04
 -------- 00:00 0.02 ---- 0.15 0.31 0.01 0.04
 18.02.13 01:00 ---- ---- 0.18 0.25 0.01 0.03
 -------- 02:00 ---- ---- 0.25 0.21 0.00 0.03
 -------- 03:00 ---- ---- 0.27 0.19 ---- 0.03
 -------- 04:00 ---- ---- 0.27 0.19 ---- 0.03
 -------- 05:00 ---- ---- 0.29 0.19 ---- 0.03
 18.02.13 06:00 ---- ---- 0.30 0.18 0.00 0.02
 -------- 07:00 ---- 0.00 0.25 0.24 0.01 0.03
 -------- 08:00 ---- 0.00 0.19 0.28 0.01 0.03
 -------- 09:00 0.02 0.00 0.16 0.32 0.02 0.03
 -------- 10:00 0.02 0.00 0.13 0.35 0.03 0.04
 18.02.13 11:00 0.02 0.00 0.14 0.34 0.04 0.04
 -------- 12:00 0.03 0.00 0.12 0.36 0.06 0.05
 -------- 13:00 0.04 0.01 0.09 0.38 0.07 0.05
 -------- 14:00 0.04 0.01 0.11 0.36 0.06 0.05
 -------- 15:00 0.02 0.00 0.14 0.31 0.05 0.06
 18.02.13 16:00 0.02 0.00 0.15 0.30 0.04 0.06
 -------- 17:00 0.02 0.00 0.16 0.30 0.03 0.06
 -------- 18:00 0.03 0.00 0.17 0.28 0.02 0.05
 -------- 19:00 0.02 0.00 0.16 0.29 0.02 0.05
 -------- 20:00 0.03 0.00 0.12 0.35 0.03 0.06
 18.02.13 21:00 0.05 0.00 0.04 0.42 0.05 0.06
 -------- 22:00 0.05 0.01 0.04 0.40 0.04 0.06
 -------- 23:00 0.06 0.01 0.01 0.44 0.06 0.06
