 Date Time CO SO2 OZ NO2 NO PM10
 16.11.12 00:00 ---- 0.00 0.27 0.11 0.01 0.01
 -------- 01:00 ---- 0.00 0.29 0.11 0.01 0.01
 -------- 02:00 ---- 0.00 0.30 0.10 0.00 0.01
 -------- 03:00 ---- 0.00 0.31 0.08 0.00 0.02
 -------- 04:00 ---- 0.00 0.35 0.10 0.01 0.02
 16.11.12 05:00 ---- 0.00 0.39 0.13 0.02 0.02
 -------- 06:00 ---- 0.00 0.39 0.16 0.02 0.02
 -------- 07:00 0.02 0.00 0.35 0.17 0.02 0.02
 -------- 08:00 0.02 0.00 0.35 0.19 0.02 0.03
 -------- 09:00 0.02 0.00 0.30 0.24 0.03 0.03
 16.11.12 10:00 0.02 0.00 0.23 0.25 0.03 0.04
 -------- 11:00 0.02 0.00 0.21 0.25 0.05 0.04
 -------- 12:00 0.02 0.00 0.24 0.21 0.04 0.03
 -------- 13:00 0.02 0.00 0.30 0.19 0.03 0.02
 -------- 14:00 0.02 0.00 0.28 0.21 0.03 0.03
 16.11.12 15:00 0.02 0.00 0.33 0.17 0.03 0.03
 -------- 16:00 0.02 0.00 0.24 0.25 0.04 0.05
 -------- 17:00 0.02 0.00 0.22 0.24 0.03 0.06
 -------- 18:00 0.02 0.00 0.18 0.27 0.02 0.08
 -------- 19:00 0.02 0.00 0.20 0.24 0.03 0.06
 16.11.12 20:00 0.02 0.00 0.19 0.23 0.01 0.05
 -------- 21:00 0.02 0.00 0.17 0.24 0.02 0.04
 -------- 22:00 0.02 0.00 0.19 0.25 0.02 0.04
 -------- 23:00 0.02 0.00 0.11 0.27 0.02 0.04
 -------- 00:00 0.02 0.00 0.16 0.23 0.01 0.03
 17.11.12 01:00 0.02 0.00 0.19 0.21 0.01 0.02
 -------- 02:00 ---- 0.00 0.21 0.20 0.01 0.02
 -------- 03:00 ---- 0.00 0.25 0.14 0.01 0.02
 -------- 04:00 ---- 0.00 0.23 0.14 0.01 0.02
 -------- 05:00 ---- 0.00 0.24 0.15 0.01 0.02
 17.11.12 06:00 ---- 0.00 0.29 0.14 0.01 0.02
 -------- 07:00 ---- 0.00 0.20 0.23 0.01 0.02
 -------- 08:00 0.02 0.00 0.18 0.24 0.02 0.03
 -------- 09:00 0.02 0.00 0.12 0.30 0.03 0.06
 -------- 10:00 0.02 0.00 0.10 0.30 0.04 0.06
 17.11.12 11:00 0.02 0.00 0.10 0.29 0.05 0.06
 -------- 12:00 0.02 0.00 0.14 0.24 0.03 0.06
 -------- 13:00 0.02 0.00 0.17 0.22 0.02 0.06
 -------- 14:00 0.02 0.00 0.14 0.26 0.05 0.07
 -------- 15:00 0.02 0.00 0.12 0.27 0.04 0.09
 17.11.12 16:00 0.02 0.00 0.15 0.23 0.02 0.07
 -------- 17:00 0.02 0.00 0.07 0.28 0.03 0.08
 -------- 18:00 0.03 0.00 0.04 0.31 0.05 0.10
 -------- 19:00 0.03 0.00 0.09 0.26 0.03 0.08
 -------- 20:00 0.02 0.00 0.13 0.25 0.02 0.07
 17.11.12 21:00 0.03 0.00 0.04 0.30 0.04 0.11
 -------- 22:00 0.04 0.00 0.03 0.31 0.03 0.12
 -------- 23:00 0.04 0.00 0.03 0.30 0.03 0.11
