 Date Time CO SO2 OZ NO2 NO PM10
 06.12.12 00:00 0.02 0.00 0.12 0.30 0.01 0.03
 -------- 01:00 0.02 0.00 0.04 0.37 0.03 0.04
 -------- 02:00 0.02 0.00 0.02 0.37 0.03 0.04
 -------- 03:00 0.02 0.00 0.10 0.26 0.01 0.04
 -------- 04:00 ---- 0.00 0.13 0.25 0.00 0.03
 06.12.12 05:00 0.02 0.00 0.03 0.33 0.03 0.05
 -------- 06:00 0.02 0.00 0.05 0.31 0.02 0.05
 -------- 07:00 0.03 0.00 0.03 0.34 0.05 0.05
 -------- 08:00 0.05 0.00 0.01 0.34 0.06 0.05
 -------- 09:00 0.04 0.00 0.10 0.25 0.02 0.05
 06.12.12 10:00 0.04 0.00 0.09 0.25 0.02 0.06
 -------- 11:00 0.04 0.00 0.06 0.28 0.04 0.06
 -------- 12:00 0.04 0.00 0.08 0.27 0.04 0.06
 -------- 13:00 0.04 0.00 0.10 0.25 0.04 0.06
 -------- 14:00 0.05 0.00 0.05 0.31 0.08 0.07
 06.12.12 15:00 0.06 0.01 0.03 0.33 0.08 0.08
 -------- 16:00 0.02 0.00 0.05 0.29 0.03 0.07
 -------- 17:00 0.02 0.00 0.05 0.28 0.02 0.07
 -------- 18:00 0.02 0.00 0.08 0.25 0.01 0.05
 -------- 19:00 ---- 0.00 0.11 0.21 0.01 0.06
 06.12.12 20:00 ---- 0.00 0.13 0.22 0.01 0.04
 -------- 21:00 ---- 0.00 0.04 0.29 0.02 0.05
 -------- 22:00 ---- 0.00 0.04 0.27 0.02 0.07
 -------- 23:00 ---- 0.00 0.04 0.26 0.02 0.07
 -------- 00:00 ---- 0.01 0.01 0.30 0.06 0.07
 07.12.12 01:00 ---- 0.00 0.02 0.27 0.02 0.05
 -------- 02:00 0.02 0.00 0.04 0.27 0.02 0.04
 -------- 03:00 ---- 0.00 0.05 0.25 0.01 0.03
 -------- 04:00 ---- 0.01 0.10 0.22 0.00 0.04
 -------- 05:00 0.02 0.01 0.11 0.22 0.00 0.04
 07.12.12 06:00 0.02 0.00 0.07 0.25 0.01 0.03
 -------- 07:00 0.02 0.00 0.05 0.28 0.02 0.03
 -------- 08:00 0.02 0.01 0.03 0.29 0.04 0.03
 -------- 09:00 0.02 0.00 0.13 0.18 0.01 0.04
 -------- 10:00 0.02 0.00 0.12 0.21 0.01 0.04
 07.12.12 11:00 0.02 0.00 0.09 0.24 0.02 0.04
 -------- 12:00 0.02 0.00 0.12 0.21 0.02 0.03
 -------- 13:00 0.02 0.00 0.16 0.18 0.01 0.04
 -------- 14:00 0.02 0.00 0.08 0.25 0.03 0.05
 -------- 15:00 0.02 0.00 0.05 0.25 0.03 0.06
 07.12.12 16:00 0.02 0.00 0.06 0.25 0.02 0.05
 -------- 17:00 0.03 0.00 0.03 0.28 0.04 0.05
 -------- 18:00 0.04 0.01 0.01 0.31 0.07 0.06
 -------- 19:00 0.06 0.01 ---- 0.32 0.09 0.07
 -------- 20:00 0.06 0.01 0.01 0.29 0.09 0.06
 07.12.12 21:00 0.04 0.01 0.01 0.27 0.08 0.06
 -------- 22:00 0.04 0.01 ---- 0.26 0.10 0.06
 -------- 23:00 0.04 0.01 0.01 0.24 0.12 0.06
