 Date Time CO SO2 OZ NO2 NO PM10
 28.11.12 00:00 ---- 0.01 0.01 0.21 0.05 ----
 -------- 01:00 ---- 0.00 0.01 0.20 0.03 ----
 -------- 02:00 ---- 0.00 0.03 0.19 0.02 ----
 -------- 03:00 ---- 0.00 0.01 0.20 0.04 ----
 -------- 04:00 ---- 0.00 0.01 0.19 0.02 ----
 28.11.12 05:00 ---- 0.00 0.01 0.19 0.03 ----
 -------- 06:00 ---- 0.00 ---- 0.21 0.09 ----
 -------- 07:00 0.02 0.01 0.02 0.21 0.10 0.04
 -------- 08:00 0.03 0.01 0.01 0.23 0.24 0.06
 -------- 09:00 0.07 0.01 0.01 0.24 0.27 0.07
 28.11.12 10:00 0.08 0.01 0.01 0.24 0.25 0.13
 -------- 11:00 0.07 0.01 0.01 0.24 0.20 0.13
 -------- 12:00 0.06 0.01 0.01 0.23 0.16 0.07
 -------- 13:00 0.04 0.01 0.01 0.21 0.13 0.07
 -------- 14:00 0.06 0.01 0.01 0.20 0.14 0.07
 28.11.12 15:00 0.06 0.01 0.01 0.20 0.15 0.06
 -------- 16:00 0.06 0.01 0.01 0.23 0.14 0.07
 -------- 17:00 0.05 0.01 ---- 0.23 0.10 0.05
 -------- 18:00 0.02 0.01 ---- 0.23 0.06 0.04
 -------- 19:00 0.02 0.00 0.01 0.23 0.03 0.04
 28.11.12 20:00 ---- 0.00 0.01 0.22 0.03 0.05
 -------- 21:00 ---- 0.00 0.01 0.21 0.02 0.04
 -------- 22:00 0.02 0.00 0.02 0.23 0.06 0.04
 -------- 23:00 0.02 0.01 ---- 0.23 0.07 0.04
 -------- 00:00 0.02 0.01 0.01 0.21 0.04 0.04
 29.11.12 01:00 ---- 0.01 0.01 0.21 0.04 0.04
 -------- 02:00 ---- 0.01 0.01 0.21 0.03 0.03
 -------- 03:00 0.02 0.00 0.03 0.20 0.02 0.03
 -------- 04:00 0.02 0.00 0.03 0.19 0.02 0.03
 -------- 05:00 ---- 0.00 0.02 0.22 0.03 0.03
 29.11.12 06:00 ---- 0.00 0.01 0.23 0.04 0.03
 -------- 07:00 0.02 0.00 ---- 0.24 0.07 0.03
 -------- 08:00 0.02 0.00 0.01 0.26 0.07 0.03
 -------- 09:00 0.02 0.00 0.02 0.27 0.07 0.04
 -------- 10:00 0.02 0.00 0.02 0.27 0.06 0.03
 29.11.12 11:00 0.02 0.00 0.02 0.28 0.07 0.03
 -------- 12:00 0.02 0.01 0.02 0.29 0.09 0.03
 -------- 13:00 0.02 0.01 0.03 0.29 0.09 0.03
 -------- 14:00 0.02 0.00 0.04 0.28 0.08 0.03
 -------- 15:00 0.02 0.00 0.05 0.27 0.06 0.03
 29.11.12 16:00 0.02 0.00 0.03 0.27 0.06 0.03
 -------- 17:00 0.02 0.00 0.02 0.26 0.05 0.03
 -------- 18:00 0.02 0.00 0.02 0.26 0.05 0.03
 -------- 19:00 0.02 0.00 0.03 0.25 0.05 0.03
 -------- 20:00 0.02 0.00 0.03 0.24 0.04 0.03
 29.11.12 21:00 0.02 0.00 0.05 0.23 0.03 0.03
 -------- 22:00 0.02 0.00 0.05 0.21 0.03 0.03
 -------- 23:00 0.02 0.00 0.03 0.21 0.03 0.03
