 Date Time CO SO2 OZ NO2 NO PM10
 12.11.12 00:00 0.02 0.00 0.18 0.15 0.01 0.05
 -------- 01:00 0.02 0.00 0.22 0.13 0.00 0.04
 -------- 02:00 ---- 0.00 0.26 0.10 0.00 0.03
 -------- 03:00 ---- 0.00 0.27 0.09 0.00 0.03
 -------- 04:00 ---- 0.00 0.26 0.09 0.00 0.03
 12.11.12 05:00 ---- 0.00 0.23 0.09 ---- 0.02
 -------- 06:00 ---- 0.00 0.20 0.12 0.00 0.03
 -------- 07:00 0.02 0.00 0.15 0.16 0.01 0.04
 -------- 08:00 0.02 0.00 0.13 0.18 0.01 0.04
 -------- 09:00 0.02 0.00 0.12 0.19 0.02 0.05
 12.11.12 10:00 0.02 0.00 0.11 0.19 0.02 0.05
 -------- 11:00 0.02 0.00 0.10 0.19 0.02 0.05
 -------- 12:00 0.02 0.00 0.10 0.19 0.02 0.06
 -------- 13:00 0.02 0.00 0.11 0.17 0.02 0.06
 -------- 14:00 0.02 0.00 0.14 0.16 0.02 0.05
 12.11.12 15:00 0.02 0.00 0.11 0.16 0.02 0.05
 -------- 16:00 0.02 0.00 0.13 0.16 0.01 0.05
 -------- 17:00 0.02 0.00 0.12 0.16 0.01 0.05
 -------- 18:00 0.02 0.00 0.11 0.17 0.01 0.05
 -------- 19:00 0.03 0.00 0.07 0.20 0.02 0.06
 12.11.12 20:00 0.03 0.00 0.07 0.19 0.02 0.06
 -------- 21:00 0.02 0.00 0.07 0.20 0.02 0.08
 -------- 22:00 0.02 0.00 0.05 0.20 0.02 0.09
 -------- 23:00 0.02 0.00 0.06 0.19 0.02 0.07
 -------- 00:00 0.02 0.00 0.04 0.20 0.03 0.05
 13.11.12 01:00 ---- 0.00 0.06 0.21 0.02 0.04
 -------- 02:00 ---- 0.00 0.09 0.20 0.01 0.04
 -------- 03:00 ---- 0.00 0.15 0.16 0.00 0.04
 -------- 04:00 ---- 0.00 0.16 0.14 0.00 0.04
 -------- 05:00 ---- 0.00 0.17 0.15 0.00 0.04
 13.11.12 06:00 ---- 0.00 0.16 0.18 0.01 0.04
 -------- 07:00 0.02 0.00 0.11 0.22 0.02 0.04
 -------- 08:00 0.02 0.00 0.10 0.25 0.02 0.04
 -------- 09:00 0.03 0.00 0.10 0.26 0.03 0.04
 -------- 10:00 0.04 0.00 0.08 0.29 0.04 0.04
 13.11.12 11:00 0.03 0.00 0.13 0.27 0.05 0.05
 -------- 12:00 0.02 0.00 0.20 0.22 0.03 0.05
 -------- 13:00 0.02 0.00 0.23 0.20 0.03 0.05
 -------- 14:00 0.02 0.00 0.26 0.19 0.03 0.04
 -------- 15:00 0.02 0.00 0.24 0.22 0.03 0.05
 13.11.12 16:00 0.02 0.00 0.20 0.25 0.03 0.06
 -------- 17:00 0.02 0.00 0.17 0.26 0.03 0.06
 -------- 18:00 0.03 0.00 0.10 0.30 0.04 0.06
 -------- 19:00 0.02 0.00 0.14 0.25 0.02 0.03
 -------- 20:00 0.02 0.00 0.23 0.21 0.01 0.03
 13.11.12 21:00 0.02 0.00 0.19 0.25 0.02 0.05
 -------- 22:00 0.02 0.00 0.25 0.18 0.02 0.04
 -------- 23:00 ---- 0.00 0.31 0.15 0.02 0.02
