 Date Time CO SO2 OZ NO2 NO PM10
 02.11.12 12:00 0.02 ---- 0.12 0.23 0.03 0.06
 -------- 13:00 0.03 0.00 0.09 0.25 0.05 0.06
 -------- 14:00 0.04 0.00 0.06 0.28 0.05 0.06
 -------- 15:00 0.02 ---- 0.12 0.23 0.02 0.06
 -------- 16:00 0.02 ---- 0.11 0.26 0.02 0.05
 02.11.12 17:00 0.02 ---- 0.06 0.28 0.02 0.06
 -------- 18:00 0.02 ---- 0.08 0.25 0.01 0.06
 -------- 19:00 0.02 ---- 0.06 0.26 0.01 0.07
 -------- 20:00 0.02 0.00 0.06 0.27 0.01 0.10
 -------- 21:00 0.02 ---- 0.12 0.20 0.00 0.08
 02.11.12 22:00 0.02 ---- 0.11 0.24 0.00 0.08
 -------- 23:00 ---- 0.00 0.09 0.25 0.00 0.08
 -------- 00:00 ---- 0.00 0.17 0.19 ---- 0.06
 -------- 01:00 ---- ---- 0.20 0.17 0.00 0.05
 -------- 02:00 ---- ---- 0.22 0.13 0.00 0.05
 03.11.12 03:00 ---- ---- 0.22 0.13 0.00 0.04
 -------- 04:00 ---- ---- 0.17 0.14 0.00 0.04
 -------- 05:00 ---- ---- 0.11 0.21 0.01 0.04
 -------- 06:00 0.02 ---- 0.10 0.23 0.00 0.03
 -------- 07:00 0.02 ---- 0.10 0.23 0.01 0.03
 03.11.12 08:00 0.02 ---- 0.12 0.23 0.01 0.03
 -------- 09:00 0.02 ---- 0.13 0.22 0.01 0.03
 -------- 10:00 0.02 ---- 0.18 0.19 0.01 0.03
 -------- 11:00 0.02 ---- 0.20 0.20 0.01 0.03
 -------- 12:00 0.02 ---- 0.20 0.19 0.01 0.03
 03.11.12 13:00 0.02 ---- 0.15 0.21 0.01 0.03
 -------- 14:00 0.02 ---- 0.15 0.21 0.01 0.03
 -------- 15:00 0.02 ---- 0.15 0.20 0.01 0.03
 -------- 16:00 0.02 ---- 0.11 0.21 0.01 0.03
 -------- 17:00 0.02 ---- 0.11 0.20 0.01 0.03
 03.11.12 18:00 0.02 ---- 0.10 0.20 0.01 0.02
 -------- 19:00 0.02 ---- 0.11 0.17 0.01 0.03
 -------- 20:00 0.02 0.00 0.10 0.16 0.01 0.03
 -------- 21:00 0.02 0.00 0.09 0.15 0.01 0.02
 -------- 22:00 ---- ---- 0.08 0.14 0.01 0.02
 03.11.12 23:00 ---- 0.00 0.06 0.14 0.01 0.02
 -------- 00:00 ---- 0.00 0.06 0.14 0.01 0.02
 -------- 01:00 ---- 0.00 0.11 0.10 0.00 0.03
 -------- 02:00 0.02 0.00 0.13 0.10 ---- 0.02
 -------- 03:00 0.02 ---- 0.15 0.09 0.00 0.02
 04.11.12 04:00 0.02 0.00 0.14 0.09 ---- 0.02
 -------- 05:00 0.02 0.00 0.16 0.10 0.00 0.02
 -------- 06:00 0.02 ---- 0.18 0.10 0.00 0.03
 -------- 07:00 0.02 ---- 0.18 0.11 0.01 0.03
 -------- 08:00 0.02 0.00 0.19 0.13 0.00 0.04
 04.11.12 09:00 0.02 0.00 0.16 0.15 0.01 0.04
 -------- 10:00 0.02 0.00 0.20 0.13 0.01 0.03
