 Date Time CO SO2 OZ NO2 NO PM10
 25.03.13 00:00 0.04 0.00 0.28 0.14 0.00 0.02
 -------- 01:00 0.04 0.00 0.31 0.12 0.00 0.01
 -------- 02:00 0.04 0.00 0.36 0.10 0.00 0.02
 -------- 03:00 0.04 0.00 0.39 0.09 0.00 0.02
 -------- 04:00 0.04 0.00 0.40 0.08 0.00 0.02
 25.03.13 05:00 0.04 0.00 0.41 0.08 0.01 0.02
 -------- 06:00 0.04 0.00 0.38 0.10 0.02 0.02
 -------- 07:00 0.05 0.00 0.36 0.12 0.01 0.02
 -------- 08:00 0.06 0.00 0.31 0.18 0.03 0.02
 -------- 09:00 0.06 0.00 0.36 0.12 0.01 0.02
 25.03.13 10:00 0.06 0.00 0.38 0.10 0.01 0.02
 -------- 11:00 0.06 0.00 0.39 0.11 0.02 0.03
 -------- 12:00 0.06 0.00 0.38 0.11 0.02 0.03
 -------- 13:00 0.06 0.01 0.38 0.12 0.03 0.02
 -------- 14:00 0.06 0.00 0.38 0.12 0.02 0.03
 25.03.13 15:00 0.06 0.00 0.40 0.10 0.02 0.03
 -------- 16:00 0.06 0.00 0.36 0.14 0.04 0.03
 -------- 17:00 0.06 0.00 0.42 0.10 0.02 0.03
 -------- 18:00 0.06 0.00 0.36 0.15 0.01 0.03
 -------- 19:00 0.07 0.00 0.32 0.19 0.01 0.03
 25.03.13 20:00 0.07 0.00 0.30 0.19 0.01 0.02
 -------- 21:00 0.08 0.00 0.29 0.18 0.01 0.02
 -------- 22:00 0.06 0.00 0.25 0.20 0.02 0.02
 -------- 23:00 0.06 0.00 0.22 0.21 0.01 0.01
 -------- 00:00 0.05 0.00 0.28 0.16 0.01 0.01
 26.03.13 01:00 0.04 0.00 0.28 0.16 0.01 0.01
 -------- 02:00 0.04 ---- 0.31 0.13 0.00 0.01
 -------- 03:00 0.04 0.00 0.33 0.12 0.02 0.02
 -------- 04:00 0.04 0.00 0.34 0.11 0.01 0.01
 -------- 05:00 0.05 ---- 0.35 0.10 0.00 0.01
 26.03.13 06:00 0.06 ---- 0.33 0.13 0.01 0.01
 -------- 07:00 0.05 ---- 0.24 0.19 0.01 0.02
 -------- 08:00 0.07 0.00 0.20 0.22 0.03 0.02
 -------- 09:00 0.08 0.00 0.23 0.19 0.04 0.02
 -------- 10:00 0.07 0.00 0.26 0.19 0.05 0.03
 26.03.13 11:00 0.07 0.00 0.29 0.14 0.04 0.02
 -------- 12:00 0.06 0.00 0.32 0.13 0.03 0.06
 -------- 13:00 0.06 0.00 0.24 0.12 0.03 0.28
 -------- 14:00 0.05 0.00 0.28 0.10 0.02 0.11
 -------- 15:00 0.06 0.00 0.32 0.10 0.02 0.08
 26.03.13 16:00 0.06 0.00 0.37 0.09 0.01 0.06
 -------- 17:00 0.05 0.00 0.39 0.10 0.01 0.05
 -------- 18:00 0.06 0.00 0.37 0.11 0.02 0.04
 -------- 19:00 0.09 0.00 0.37 0.13 0.01 0.03
 -------- 20:00 0.08 0.00 0.22 0.27 0.02 0.04
 26.03.13 21:00 0.08 0.00 0.21 0.26 0.01 0.04
 -------- 22:00 0.08 0.00 0.25 0.25 0.01 0.04
 -------- 23:00 0.08 0.00 0.16 0.34 0.03 0.04
