 Date Time CO SO2 OZ NO2 NO PM10
 29.12.12 00:00 ---- 0.00 0.39 0.16 0.00 0.02
 -------- 01:00 ---- ---- 0.37 0.17 0.00 0.01
 -------- 02:00 ---- ---- 0.43 0.15 0.01 0.01
 -------- 03:00 ---- 0.00 0.48 0.12 0.00 0.01
 -------- 04:00 0.02 0.00 0.48 0.12 0.00 0.01
 29.12.12 05:00 ---- ---- 0.50 0.10 ---- 0.01
 -------- 06:00 0.02 ---- 0.48 0.10 0.00 0.02
 -------- 07:00 0.02 ---- 0.45 0.14 0.00 0.01
 -------- 08:00 0.02 ---- 0.44 0.15 0.00 0.01
 -------- 09:00 0.02 ---- 0.40 0.17 0.00 0.02
 29.12.12 10:00 0.02 ---- 0.38 0.19 0.01 0.02
 -------- 11:00 0.02 ---- 0.36 0.23 0.02 0.02
 -------- 12:00 0.02 ---- 0.37 0.22 0.02 0.02
 -------- 13:00 0.02 0.00 0.41 0.19 0.01 0.02
 -------- 14:00 0.02 0.00 0.44 0.17 0.02 0.02
 29.12.12 15:00 0.02 0.00 0.41 0.18 0.01 0.02
 -------- 16:00 0.02 0.00 0.40 0.16 0.01 0.03
 -------- 17:00 0.02 0.00 0.40 0.13 0.01 0.02
 -------- 18:00 0.02 ---- 0.34 0.16 0.01 0.03
 -------- 19:00 0.02 ---- 0.30 0.19 0.01 0.02
 29.12.12 20:00 0.02 ---- 0.31 0.17 0.01 0.02
 -------- 21:00 0.02 ---- 0.34 0.15 0.01 0.02
 -------- 22:00 0.02 0.00 0.32 0.16 0.01 0.02
 -------- 23:00 0.02 0.00 0.38 0.12 0.01 0.02
 -------- 00:00 0.02 0.00 0.37 0.10 0.01 0.02
 30.12.12 01:00 0.02 ---- 0.34 0.10 0.01 0.02
 -------- 02:00 0.02 ---- 0.34 0.11 0.01 0.02
 -------- 03:00 0.02 ---- 0.32 0.11 0.01 0.02
 -------- 04:00 0.02 ---- 0.32 0.11 0.01 0.02
 -------- 05:00 0.02 ---- 0.36 0.09 0.01 0.02
 30.12.12 06:00 0.02 ---- 0.30 0.11 0.01 0.02
 -------- 07:00 0.02 ---- 0.26 0.12 0.01 0.02
 -------- 08:00 0.02 ---- 0.25 0.14 0.01 0.02
 -------- 09:00 0.02 ---- 0.21 0.16 0.02 0.02
 -------- 10:00 0.02 ---- 0.20 0.18 0.02 0.02
 30.12.12 11:00 0.03 ---- 0.20 0.18 0.02 0.02
 -------- 12:00 0.04 ---- 0.25 0.15 0.01 0.02
 -------- 13:00 0.04 ---- 0.22 0.16 0.02 0.02
 -------- 14:00 0.04 ---- 0.21 0.19 0.02 0.02
 -------- 15:00 0.04 0.00 0.16 0.23 0.03 0.03
 30.12.12 16:00 0.04 0.00 0.13 0.26 0.03 0.03
 -------- 17:00 0.04 0.00 0.12 0.25 0.01 0.02
 -------- 18:00 0.04 ---- 0.09 0.27 0.01 0.03
 -------- 19:00 0.05 ---- 0.03 0.30 0.02 0.03
 -------- 20:00 0.03 ---- 0.04 0.29 0.01 0.03
 30.12.12 21:00 0.02 0.00 0.02 0.30 0.02 0.03
 -------- 22:00 0.04 0.00 0.01 0.34 0.10 0.04
 -------- 23:00 0.05 0.01 0.01 0.35 0.19 0.04
 -------- 00:00 0.06 0.01 0.01 0.35 0.22 0.04
