 Date Time CO SO2 OZ NO2 NO PM10
 31.10.12 12:00 ---- ---- 0.02 0.24 0.09 0.02
 -------- 13:00 ---- ---- 0.02 0.24 0.10 0.02
 -------- 14:00 ---- ---- 0.03 0.21 0.07 0.02
 -------- 15:00 ---- ---- 0.04 0.19 0.05 0.02
 -------- 16:00 ---- ---- 0.08 0.19 0.04 0.02
 31.10.12 17:00 ---- ---- 0.09 0.19 0.03 0.02
 -------- 18:00 ---- ---- 0.17 0.16 0.01 0.02
 -------- 19:00 ---- ---- 0.17 0.18 0.02 0.02
 -------- 20:00 0.02 ---- 0.21 0.17 0.01 0.02
 -------- 21:00 0.02 0.00 0.24 0.15 0.01 0.03
 31.10.12 22:00 ---- 0.00 0.26 0.15 0.01 0.02
 -------- 23:00 ---- 0.00 0.28 0.14 0.01 0.02
 -------- 00:00 ---- ---- 0.28 0.13 0.00 0.02
 -------- 01:00 ---- ---- 0.28 0.12 0.01 0.02
 -------- 02:00 ---- ---- 0.31 0.10 0.01 0.02
 01.11.12 03:00 ---- ---- 0.27 0.12 0.00 0.03
 -------- 04:00 0.02 ---- 0.32 0.09 0.00 0.03
 -------- 05:00 0.02 ---- 0.28 0.12 0.01 0.03
 -------- 06:00 0.02 ---- 0.17 0.20 0.02 0.04
 -------- 07:00 0.04 ---- 0.12 0.24 0.04 0.04
 01.11.12 08:00 0.04 0.00 0.10 0.24 0.03 0.03
 -------- 09:00 0.04 0.00 0.13 0.22 0.04 0.03
 -------- 10:00 0.04 0.00 0.16 0.19 0.03 0.04
 -------- 11:00 0.04 0.00 0.19 0.18 0.03 0.04
 -------- 12:00 0.04 0.00 0.19 0.20 0.04 0.04
 01.11.12 13:00 0.04 0.00 0.18 0.21 0.03 0.04
 -------- 14:00 0.03 0.00 0.11 0.29 0.05 0.05
 -------- 15:00 0.02 0.00 0.14 0.24 0.03 0.05
 -------- 16:00 0.02 0.00 0.08 0.29 0.04 0.05
 -------- 17:00 0.02 0.01 0.10 0.23 0.02 0.04
 01.11.12 18:00 0.02 0.00 0.10 0.22 0.01 0.03
 -------- 19:00 0.04 0.01 0.02 0.27 0.05 0.05
 -------- 20:00 0.03 0.00 0.05 0.23 0.02 0.04
 -------- 21:00 0.02 ---- 0.10 0.19 0.01 0.04
 -------- 22:00 0.02 ---- 0.12 0.17 0.01 0.03
 01.11.12 23:00 0.02 ---- 0.12 0.15 0.00 0.03
 -------- 00:00 0.02 ---- 0.18 0.14 0.00 0.02
 -------- 01:00 0.02 ---- 0.28 0.09 ---- 0.02
 -------- 02:00 0.02 ---- 0.27 0.09 ---- 0.03
 -------- 03:00 0.02 ---- 0.21 0.12 0.00 0.03
 02.11.12 04:00 0.02 ---- 0.19 0.12 ---- 0.04
 -------- 05:00 0.02 ---- 0.18 0.13 0.00 0.03
 -------- 06:00 0.02 ---- 0.08 0.21 0.01 0.05
 -------- 07:00 0.04 ---- 0.06 0.23 0.01 0.05
 -------- 08:00 0.04 ---- 0.08 0.24 0.02 0.05
 02.11.12 09:00 0.04 ---- 0.09 0.23 0.03 0.05
 -------- 10:00 0.03 ---- 0.13 0.21 0.03 0.04
