 Date Time CO SO2 OZ NO2 NO PM10
 21.10.12 12:00 0.02 ---- 0.32 0.12 0.01 ----
 -------- 13:00 0.02 ---- 0.38 0.11 0.01 ----
 -------- 14:00 0.02 ---- 0.35 0.15 0.02 ----
 -------- 15:00 0.02 ---- 0.37 0.13 0.01 ----
 -------- 16:00 0.03 ---- 0.34 0.16 0.01 ----
 21.10.12 17:00 0.03 ---- 0.33 0.17 0.01 ----
 -------- 18:00 0.04 ---- 0.25 0.19 0.00 ----
 -------- 19:00 0.03 ---- 0.24 0.19 0.01 ----
 -------- 20:00 0.02 ---- 0.18 0.21 0.01 ----
 -------- 21:00 0.02 0.00 0.22 0.19 0.01 ----
 21.10.12 22:00 ---- 0.00 0.30 0.14 0.01 ----
 -------- 23:00 ---- 0.00 0.32 0.14 0.00 ----
 -------- 00:00 ---- 0.00 0.33 0.13 0.00 ----
 -------- 01:00 ---- 0.00 0.34 0.12 ---- ----
 -------- 02:00 ---- ---- 0.36 0.10 ---- ----
 22.10.12 03:00 ---- 0.00 0.30 0.12 0.01 ----
 -------- 04:00 ---- ---- 0.28 0.12 0.01 ----
 -------- 05:00 0.02 0.00 0.22 0.14 0.00 ----
 -------- 06:00 0.02 0.00 0.16 0.15 0.01 ----
 -------- 07:00 0.03 0.00 0.08 0.22 0.03 0.03
 22.10.12 08:00 0.05 0.00 0.03 0.34 0.14 0.04
 -------- 09:00 0.06 0.00 0.01 0.27 0.09 0.04
 -------- 10:00 0.06 0.00 0.01 0.26 0.12 0.04
 -------- 11:00 0.05 0.00 0.01 0.19 0.06 0.02
 -------- 12:00 0.04 0.00 0.05 0.20 0.04 0.02
 22.10.12 13:00 0.03 0.00 0.03 0.15 0.04 0.02
 -------- 14:00 0.02 0.00 0.04 0.16 0.05 0.02
 -------- 15:00 0.02 0.00 0.13 0.22 0.03 0.02
 -------- 16:00 0.02 0.00 0.20 0.20 0.02 0.02
 -------- 17:00 0.02 0.00 0.23 0.19 0.01 0.02
 22.10.12 18:00 0.02 0.00 0.27 0.18 0.02 0.02
 -------- 19:00 0.02 0.00 0.23 0.20 0.02 0.03
 -------- 20:00 0.03 ---- 0.18 0.22 0.01 0.03
 -------- 21:00 0.02 ---- 0.21 0.18 0.01 0.02
 -------- 22:00 ---- 0.00 0.25 0.13 0.01 0.02
 22.10.12 23:00 ---- ---- 0.26 0.13 ---- 0.02
 -------- 00:00 ---- ---- 0.25 0.13 ---- 0.02
 -------- 01:00 0.02 ---- 0.21 0.13 0.01 0.02
 -------- 02:00 0.02 ---- 0.22 0.12 0.00 0.02
 -------- 03:00 ---- ---- 0.20 0.14 ---- 0.02
 23.10.12 04:00 ---- ---- 0.28 0.10 ---- 0.02
 -------- 05:00 ---- ---- 0.24 0.12 0.00 0.02
 -------- 06:00 ---- ---- 0.17 0.17 ---- 0.02
 -------- 07:00 0.02 ---- 0.15 0.21 0.00 0.03
 -------- 08:00 0.02 0.00 0.07 0.28 0.01 0.03
 23.10.12 09:00 0.03 0.00 0.04 0.30 0.02 0.04
 -------- 10:00 0.04 0.00 0.06 0.28 0.03 0.05
 -------- 11:00 0.03 0.00 0.06 0.28 0.04 0.04
