 Date Time CO SO2 OZ NO2 NO PM10
 07.11.12 12:00 0.02 0.00 0.29 0.16 0.02 0.03
 -------- 13:00 0.02 0.00 0.29 0.17 0.01 0.04
 -------- 14:00 0.02 0.00 0.29 0.14 0.01 0.03
 -------- 15:00 0.02 0.00 0.31 0.13 0.01 0.03
 -------- 16:00 0.02 ---- 0.31 0.15 0.00 0.02
 07.11.12 17:00 0.02 ---- 0.24 0.19 0.01 0.03
 -------- 18:00 0.02 0.00 0.24 0.20 0.01 0.02
 -------- 19:00 0.02 ---- 0.24 0.19 0.01 0.02
 -------- 20:00 0.02 0.00 0.31 0.14 0.00 0.03
 -------- 21:00 ---- ---- 0.30 0.12 0.00 0.03
 07.11.12 22:00 ---- ---- 0.34 0.12 0.00 0.03
 -------- 23:00 ---- ---- 0.33 0.11 0.00 0.02
 -------- 00:00 ---- ---- 0.35 0.09 0.00 0.02
 -------- 01:00 ---- ---- 0.34 0.08 0.00 0.02
 -------- 02:00 ---- ---- 0.34 0.08 ---- 0.02
 08.11.12 03:00 ---- ---- 0.32 0.08 0.00 0.02
 -------- 04:00 ---- ---- 0.20 0.13 0.01 0.02
 -------- 05:00 ---- ---- 0.20 0.14 0.01 0.02
 -------- 06:00 0.02 ---- 0.20 0.19 0.02 0.01
 -------- 07:00 0.03 ---- 0.08 0.31 0.05 0.02
 08.11.12 08:00 0.04 ---- 0.09 0.32 0.05 0.03
 -------- 09:00 0.03 ---- 0.14 0.26 0.03 0.03
 -------- 10:00 0.02 ---- 0.16 0.26 0.04 0.04
 -------- 11:00 0.02 ---- 0.25 0.22 0.02 0.04
 -------- 12:00 0.02 ---- 0.24 0.22 0.02 0.03
 08.11.12 13:00 0.02 ---- 0.18 0.26 0.03 0.05
 -------- 14:00 0.02 ---- 0.16 0.26 0.03 0.03
 -------- 15:00 0.02 ---- 0.24 0.22 0.02 0.34
 -------- 16:00 0.02 ---- 0.22 0.20 0.02 0.28
 -------- 17:00 0.02 ---- 0.17 0.26 0.03 0.12
 08.11.12 18:00 0.02 ---- 0.11 0.32 0.03 0.06
 -------- 19:00 0.02 ---- 0.06 0.33 0.03 0.08
 -------- 20:00 0.02 ---- 0.08 0.30 0.03 0.06
 -------- 21:00 ---- 0.00 0.10 0.28 0.02 0.06
 -------- 22:00 ---- 0.01 0.17 0.23 0.01 0.06
 08.11.12 23:00 ---- 0.01 0.15 0.24 0.01 0.05
 -------- 00:00 ---- 0.01 0.08 0.27 0.02 0.05
 -------- 01:00 ---- 0.01 0.10 0.23 0.01 0.04
 -------- 02:00 ---- 0.01 0.14 0.20 0.02 0.03
 -------- 03:00 ---- 0.01 0.17 0.17 0.00 0.03
 09.11.12 04:00 ---- 0.01 0.17 0.18 0.00 0.03
 -------- 05:00 ---- 0.01 0.12 0.19 0.00 0.03
 -------- 06:00 0.02 0.01 0.10 0.20 0.00 0.03
 -------- 07:00 0.02 ---- 0.03 0.27 0.03 0.03
 -------- 08:00 0.03 ---- 0.01 0.26 0.03 0.03
 09.11.12 09:00 0.05 ---- 0.01 0.31 0.08 0.03
 -------- 10:00 0.08 ---- 0.01 0.31 0.15 0.04
 -------- 11:00 0.07 ---- 0.01 0.28 0.08 0.03
