 Date Time CO SO2 OZ NO2 NO PM10
 18.09.12 00:00 0.26 0.01 0.01 0.38 0.35 0.24
 -------- 01:00 0.13 0.02 0.01 0.38 0.56 0.24
 -------- 02:00 0.14 0.02 0.01 0.39 0.52 0.18
 -------- 03:00 ---- 0.01 0.01 0.36 0.10 0.10
 -------- 04:00 ---- 0.00 0.02 0.35 0.06 0.14
 18.09.12 05:00 ---- 0.00 0.01 0.33 0.04 0.05
 -------- 06:00 ---- 0.00 0.01 0.32 0.05 0.06
 -------- 07:00 ---- 0.00 ---- 0.35 0.08 0.06
 -------- 08:00 ---- 0.00 0.01 0.32 0.19 0.09
 -------- 09:00 ---- 0.01 0.01 0.37 0.38 0.14
 18.09.12 10:00 ---- 0.01 0.03 0.39 0.33 0.15
 -------- 11:00 0.06 0.01 0.02 0.43 0.38 0.20
 -------- 12:00 0.02 0.01 0.11 0.30 0.10 0.10
 -------- 13:00 ---- 0.00 0.27 0.17 0.03 0.06
 -------- 14:00 ---- 0.00 0.37 0.13 0.01 0.04
 18.09.12 15:00 ---- 0.00 0.41 0.12 0.01 0.04
 -------- 16:00 ---- 0.00 0.37 0.17 0.01 0.05
 -------- 17:00 ---- 0.00 0.19 0.29 0.02 0.06
 -------- 18:00 ---- 0.00 0.26 0.26 0.01 0.06
 -------- 19:00 ---- 0.00 0.22 0.28 0.01 0.07
 18.09.12 20:00 ---- 0.00 0.05 0.43 0.03 0.09
 -------- 21:00 0.05 0.00 0.02 0.43 0.06 0.12
 -------- 22:00 0.07 0.00 0.01 0.44 0.05 0.11
 -------- 23:00 0.06 0.00 0.01 0.41 0.04 0.10
 -------- 00:00 0.04 0.00 0.05 0.36 0.01 0.08
 19.09.12 01:00 0.02 0.00 0.04 0.37 0.02 0.07
 -------- 02:00 0.02 ---- 0.04 0.36 0.01 0.06
 -------- 03:00 ---- ---- 0.12 0.32 0.00 0.07
 -------- 04:00 ---- ---- 0.10 0.30 0.02 0.07
 -------- 05:00 ---- ---- 0.04 0.26 0.02 0.06
 19.09.12 06:00 ---- ---- 0.07 0.25 0.01 0.05
 -------- 07:00 0.02 ---- 0.05 0.33 0.03 0.07
 -------- 08:00 0.04 0.00 0.01 0.37 0.10 0.09
 -------- 09:00 0.06 0.00 0.08 0.37 0.05 0.10
 -------- 10:00 0.07 0.00 0.11 0.36 0.05 0.10
 19.09.12 11:00 0.06 0.00 0.19 0.29 0.05 0.11
 -------- 12:00 0.03 0.01 0.38 0.17 0.02 0.09
 -------- 13:00 0.02 0.00 0.60 0.09 0.01 0.06
 -------- 14:00 ---- 0.00 0.66 0.09 0.01 0.06
 -------- 15:00 ---- 0.00 0.69 0.10 0.00 0.06
 19.09.12 16:00 ---- ---- 0.72 0.10 0.00 0.06
 -------- 17:00 0.02 0.00 0.68 0.14 0.00 0.08
 -------- 18:00 0.03 0.00 0.64 0.17 0.00 0.08
 -------- 19:00 0.04 0.00 0.51 0.25 0.01 0.08
 -------- 20:00 0.05 ---- 0.25 0.38 0.00 0.10
 19.09.12 21:00 0.06 0.00 0.19 0.38 0.00 0.09
 -------- 22:00 0.06 0.00 0.20 0.37 0.00 0.09
 -------- 23:00 0.06 0.00 0.26 0.31 0.00 0.09
