 Date Time CO SO2 OZ NO2 NO PM10
 17.09.12 12:00 0.03 0.01 0.23 0.14 0.02 0.05
 -------- 13:00 ---- 0.00 0.32 0.12 0.02 0.03
 -------- 14:00 0.02 0.00 0.36 0.09 0.01 0.02
 -------- 15:00 0.02 0.00 0.34 0.14 0.02 0.03
 -------- 16:00 ---- 0.00 0.33 0.15 0.02 0.03
 17.09.12 17:00 ---- 0.00 0.32 0.18 0.02 0.04
 -------- 18:00 0.02 0.00 0.27 0.21 0.04 0.04
 -------- 19:00 ---- 0.00 0.12 0.20 0.01 0.04
 -------- 20:00 0.07 0.01 0.01 0.33 0.23 0.07
 -------- 21:00 0.17 0.01 0.01 0.35 0.28 0.08
 17.09.12 22:00 0.23 0.01 0.01 0.36 0.38 0.17
 -------- 23:00 0.30 0.02 0.01 0.40 0.49 0.29
 -------- 00:00 0.28 0.02 0.01 0.39 0.39 0.23
 -------- 01:00 0.13 0.02 0.01 0.38 0.56 0.24
 -------- 02:00 0.14 0.02 0.01 0.39 0.52 0.18
 18.09.12 03:00 ---- 0.01 0.01 0.36 0.10 0.10
 -------- 04:00 ---- 0.00 0.02 0.35 0.06 0.14
 -------- 05:00 ---- 0.00 0.01 0.33 0.04 0.05
 -------- 06:00 ---- 0.00 0.01 0.32 0.05 0.06
 -------- 07:00 ---- 0.00 ---- 0.35 0.08 0.06
 18.09.12 08:00 ---- 0.00 0.01 0.32 0.19 0.09
 -------- 09:00 ---- 0.01 0.01 0.37 0.38 0.14
 -------- 10:00 ---- 0.01 0.03 0.39 0.33 0.15
 -------- 11:00 0.06 0.01 0.02 0.43 0.38 0.20
 -------- 12:00 0.02 0.01 0.11 0.30 0.10 0.10
 18.09.12 13:00 ---- 0.00 0.27 0.17 0.03 0.06
 -------- 14:00 ---- 0.00 0.37 0.13 0.01 0.04
 -------- 15:00 ---- 0.00 0.41 0.12 0.01 0.04
 -------- 16:00 ---- 0.00 0.37 0.17 0.01 0.05
 -------- 17:00 ---- 0.00 0.19 0.29 0.02 0.06
 18.09.12 18:00 ---- 0.00 0.26 0.26 0.01 0.06
 -------- 19:00 ---- 0.00 0.22 0.28 0.01 0.07
 -------- 20:00 ---- 0.00 0.05 0.43 0.03 0.09
 -------- 21:00 0.05 0.00 0.02 0.43 0.06 0.12
 -------- 22:00 0.07 0.00 0.01 0.44 0.05 0.11
 18.09.12 23:00 0.06 0.00 0.01 0.41 0.04 0.10
 -------- 00:00 0.04 0.00 0.05 0.36 0.01 0.08
 -------- 01:00 0.02 0.00 0.04 0.37 0.02 0.07
 -------- 02:00 0.02 ---- 0.04 0.36 0.01 0.06
 -------- 03:00 ---- ---- 0.12 0.32 0.00 0.07
 19.09.12 04:00 ---- ---- 0.10 0.30 0.02 0.07
 -------- 05:00 ---- ---- 0.04 0.26 0.02 0.06
 -------- 06:00 ---- ---- 0.07 0.25 0.01 0.05
 -------- 07:00 0.02 ---- 0.05 0.33 0.03 0.07
 -------- 08:00 0.04 0.00 0.01 0.37 0.10 0.09
 19.09.12 09:00 0.06 0.00 0.08 0.37 0.05 0.10
 -------- 10:00 0.07 0.00 0.11 0.36 0.05 0.10
 -------- 11:00 0.06 0.00 0.19 0.29 0.05 0.11
