 Date Time CO SO2 OZ NO2 NO PM10
 07.04.13 00:00 0.06 0.00 0.17 0.23 0.03 ----
 -------- 01:00 0.06 0.00 0.20 0.21 0.03 ----
 -------- 02:00 0.04 0.00 0.28 0.17 0.02 ----
 -------- 03:00 0.04 0.00 0.32 0.15 0.01 ----
 -------- 04:00 0.04 0.00 0.34 0.16 0.01 ----
 07.04.13 05:00 0.05 0.00 0.30 0.17 0.01 ----
 -------- 06:00 0.05 0.00 0.28 0.17 0.01 ----
 -------- 07:00 0.05 ---- 0.28 0.16 0.01 0.03
 -------- 08:00 0.05 ---- 0.33 0.14 0.02 0.03
 -------- 09:00 0.06 ---- 0.36 0.12 0.01 0.03
 07.04.13 10:00 0.06 ---- 0.36 0.13 0.01 0.03
 -------- 11:00 0.06 ---- 0.39 0.11 0.01 0.03
 -------- 12:00 0.06 ---- 0.42 0.11 0.01 0.03
 -------- 13:00 0.06 ---- 0.45 0.10 0.01 0.03
 -------- 14:00 0.06 ---- 0.43 0.12 0.01 0.03
 07.04.13 15:00 0.06 ---- 0.44 0.12 0.01 0.03
 -------- 16:00 0.06 ---- 0.41 0.14 0.01 0.04
 -------- 17:00 0.06 ---- 0.39 0.16 0.01 0.04
 -------- 18:00 0.06 ---- 0.38 0.15 0.01 0.03
 -------- 19:00 0.06 ---- 0.44 0.12 0.00 0.03
 07.04.13 20:00 0.06 ---- 0.45 0.10 0.00 0.03
 -------- 21:00 0.06 ---- 0.42 0.14 0.00 0.04
 -------- 22:00 0.06 ---- 0.35 0.18 0.00 0.04
 -------- 23:00 0.08 ---- 0.28 0.23 0.01 0.05
 -------- 00:00 0.07 ---- 0.26 0.21 0.00 0.05
 08.04.13 01:00 0.06 ---- 0.29 0.19 0.00 0.05
 -------- 02:00 0.06 ---- 0.24 0.21 ---- 0.04
 -------- 03:00 0.07 ---- 0.07 0.37 0.08 0.07
 -------- 04:00 0.11 ---- 0.01 0.40 0.22 0.09
 -------- 05:00 0.12 ---- 0.01 0.39 0.31 0.10
 08.04.13 06:00 0.13 ---- 0.01 0.40 0.35 0.09
 -------- 07:00 0.13 0.01 0.01 0.42 0.42 0.09
 -------- 08:00 0.16 0.01 0.02 0.43 0.34 0.10
 -------- 09:00 0.14 0.01 0.06 0.36 0.19 0.08
 -------- 10:00 0.09 0.00 0.21 0.28 0.07 0.07
 08.04.13 11:00 0.09 0.00 0.22 0.28 0.08 0.08
 -------- 12:00 0.07 0.01 0.33 0.20 0.04 0.07
 -------- 13:00 0.06 0.01 0.36 0.18 0.04 0.06
 -------- 14:00 0.06 0.01 0.43 0.14 0.02 0.05
 -------- 15:00 0.06 0.00 0.48 0.12 0.02 0.05
 08.04.13 16:00 0.05 0.00 0.51 0.11 0.01 0.05
 -------- 17:00 0.06 0.01 0.52 0.12 0.01 0.04
 -------- 18:00 0.06 0.00 0.57 0.11 0.01 0.04
 -------- 19:00 0.06 0.00 0.56 0.13 0.01 0.05
 -------- 20:00 0.06 0.00 0.43 0.22 0.01 0.06
 08.04.13 21:00 0.09 0.00 0.23 0.36 0.02 0.08
 -------- 22:00 0.08 0.00 0.12 0.41 0.00 0.10
 -------- 23:00 0.10 0.00 0.05 0.50 0.03 0.12
