 Date Time CO SO2 OZ NO2 NO PM10
 16.04.13 12:00 0.10 0.01 0.42 0.42 0.10 0.16
 -------- 13:00 0.09 0.01 0.52 0.38 0.08 0.12
 -------- 14:00 0.07 0.01 0.55 0.30 0.04 0.12
 -------- 15:00 0.08 ---- 0.47 0.19 0.01 ----
 -------- 16:00 0.07 ---- 0.43 0.27 0.04 ----
 16.04.13 17:00 0.06 ---- 0.41 0.29 0.06 ----
 -------- 18:00 0.06 ---- 0.43 0.30 0.08 0.15
 -------- 19:00 0.07 ---- 0.40 0.33 0.10 0.16
 -------- 20:00 0.08 ---- 0.31 0.36 0.11 0.18
 -------- 21:00 0.11 0.01 0.13 0.39 0.19 0.24
 16.04.13 22:00 0.13 0.01 0.04 0.41 0.25 0.26
 -------- 23:00 0.13 0.02 0.02 0.40 0.24 0.23
 -------- 00:00 0.14 0.02 0.01 0.40 0.28 0.24
 -------- 01:00 0.13 0.03 0.01 0.42 0.35 0.22
 -------- 02:00 0.11 0.03 0.02 0.41 0.27 0.19
 17.04.13 03:00 0.10 0.04 0.01 0.41 0.24 0.18
 -------- 04:00 0.09 0.04 0.02 0.40 0.23 0.15
 -------- 05:00 0.08 0.04 0.01 0.39 0.23 0.17
 -------- 06:00 0.09 0.05 0.01 0.39 0.28 0.16
 -------- 07:00 0.15 0.05 0.01 0.46 0.49 0.16
 17.04.13 08:00 0.16 0.06 0.02 0.43 0.35 0.16
 -------- 09:00 0.17 0.06 0.03 0.47 0.41 0.25
 -------- 10:00 0.20 0.07 0.05 0.46 0.38 0.25
 -------- 11:00 0.14 0.07 0.14 0.36 0.24 0.18
 -------- 12:00 0.09 0.07 0.32 0.27 0.13 0.10
 17.04.13 13:00 0.07 0.08 0.35 0.27 0.11 0.11
 -------- 14:00 0.06 0.08 0.40 0.26 0.11 0.10
 -------- 15:00 0.06 0.08 0.41 0.30 0.12 0.13
 -------- 16:00 0.06 0.08 0.48 0.29 0.10 0.13
 -------- 17:00 0.06 0.08 0.46 0.30 0.12 0.14
 17.04.13 18:00 0.07 0.08 0.48 0.29 0.13 0.15
 -------- 19:00 0.06 0.08 0.49 0.30 0.10 0.16
 -------- 20:00 0.08 0.09 0.41 0.32 0.12 0.17
 -------- 21:00 0.08 0.02 0.38 0.31 0.15 0.17
 -------- 22:00 0.08 0.01 0.37 0.34 0.15 0.16
 17.04.13 23:00 0.07 0.01 0.46 0.32 0.10 0.14
 -------- 00:00 0.06 0.01 0.43 0.34 0.08 0.13
 -------- 01:00 0.07 0.01 0.36 0.36 0.09 0.14
 -------- 02:00 0.07 0.02 0.37 0.34 0.09 0.12
 -------- 03:00 0.06 0.02 0.37 0.34 0.08 0.12
 18.04.13 04:00 0.06 0.02 0.42 0.32 0.06 0.10
 -------- 05:00 0.06 0.02 0.41 0.32 0.06 0.09
 -------- 06:00 0.06 0.02 0.39 0.32 0.05 0.09
 -------- 07:00 0.07 0.02 0.33 0.37 0.05 0.13
 -------- 08:00 0.09 0.02 0.31 0.38 0.06 0.18
 18.04.13 09:00 0.10 0.03 0.31 0.37 0.07 0.22
 -------- 10:00 0.09 0.03 0.34 0.36 0.07 0.19
 -------- 11:00 0.08 0.03 0.31 0.38 0.09 0.18
