 Date Time CO SO2 OZ NO2 NO PM10
 08.10.12 12:00 0.04 0.00 0.19 0.30 0.02 0.02
 -------- 13:00 0.02 0.00 0.11 0.37 0.03 0.04
 -------- 14:00 0.06 0.00 0.13 0.34 0.04 0.17
 -------- 15:00 0.05 0.00 0.13 0.30 0.04 0.06
 -------- 16:00 0.04 0.00 0.13 0.30 0.03 0.06
 08.10.12 17:00 0.08 0.01 0.15 0.29 0.04 0.09
 -------- 18:00 0.07 0.00 0.12 0.29 0.03 0.06
 -------- 19:00 0.05 0.00 0.11 0.27 0.03 0.02
 -------- 20:00 0.03 0.00 0.11 0.27 0.03 0.02
 -------- 21:00 0.03 0.00 0.05 0.31 0.05 0.02
 08.10.12 22:00 0.03 ---- 0.06 0.29 0.02 0.01
 -------- 23:00 0.04 0.00 0.04 0.33 0.04 0.02
 -------- 00:00 ---- ---- 0.08 0.28 0.01 0.01
 -------- 01:00 ---- ---- 0.10 0.25 0.01 0.01
 -------- 02:00 ---- ---- 0.13 0.21 0.00 0.01
 09.10.12 03:00 ---- ---- 0.14 0.19 0.01 0.01
 -------- 04:00 ---- ---- 0.15 0.19 0.01 0.01
 -------- 05:00 ---- ---- 0.24 0.11 0.01 0.01
 -------- 06:00 ---- ---- 0.21 0.17 0.01 0.01
 -------- 07:00 0.02 ---- 0.12 0.26 0.02 0.01
 09.10.12 08:00 0.03 ---- 0.07 0.30 0.04 0.02
 -------- 09:00 0.04 ---- 0.11 0.26 0.04 0.02
 -------- 10:00 0.04 ---- 0.13 0.26 0.04 0.02
 -------- 11:00 0.04 ---- 0.16 0.25 0.03 0.02
 -------- 12:00 0.02 ---- 0.17 0.26 0.03 0.03
 09.10.12 13:00 0.03 ---- 0.15 0.28 0.05 0.03
 -------- 14:00 0.04 ---- 0.10 0.31 0.06 0.04
 -------- 15:00 0.05 ---- 0.12 0.29 0.06 0.04
 -------- 16:00 0.05 0.00 0.10 0.32 0.07 0.04
 -------- 17:00 0.03 0.00 0.05 0.36 0.06 0.05
 09.10.12 18:00 0.04 0.00 0.03 0.36 0.06 0.05
 -------- 19:00 0.05 0.00 0.03 0.34 0.06 0.04
 -------- 20:00 0.03 ---- 0.09 0.26 0.02 0.04
 -------- 21:00 0.02 0.00 0.13 0.24 0.03 0.03
 -------- 22:00 0.02 0.00 0.11 0.22 0.01 0.03
 09.10.12 23:00 0.02 0.00 0.20 0.17 0.01 0.02
 -------- 00:00 ---- ---- 0.24 0.15 0.00 0.02
 -------- 01:00 ---- 0.00 0.16 0.21 0.01 0.02
 -------- 02:00 ---- 0.00 0.13 0.21 0.01 0.02
 -------- 03:00 ---- 0.00 0.16 0.18 0.01 0.02
 10.10.12 04:00 ---- 0.00 0.20 0.15 0.00 0.02
 -------- 05:00 ---- ---- 0.12 0.21 0.00 0.02
 -------- 06:00 ---- 0.00 0.05 0.27 0.02 0.03
 -------- 07:00 0.02 0.00 0.08 0.27 0.02 0.03
 -------- 08:00 0.04 0.00 0.04 0.33 0.07 0.04
 10.10.12 09:00 0.04 0.00 0.05 0.28 0.05 0.05
 -------- 10:00 0.04 0.00 0.09 0.23 0.04 0.05
 -------- 11:00 0.04 0.00 0.08 0.20 0.05 0.04
