 Date Time CO SO2 OZ NO2 NO PM10
 27.12.12 12:00 0.03 0.00 0.09 0.33 0.05 0.03
 -------- 13:00 0.03 0.00 0.08 0.33 0.06 0.03
 -------- 14:00 0.04 0.00 0.07 0.34 0.06 0.03
 -------- 15:00 0.04 0.00 0.06 0.34 0.06 0.03
 -------- 16:00 0.05 0.00 0.02 0.36 0.08 0.03
 27.12.12 17:00 0.07 0.01 0.01 0.37 0.13 0.03
 -------- 18:00 0.07 0.01 0.01 0.37 0.16 0.03
 -------- 19:00 0.10 0.01 ---- 0.38 0.27 0.05
 -------- 20:00 0.10 0.01 0.01 0.37 0.27 0.05
 -------- 21:00 0.07 0.01 0.01 0.30 0.11 0.04
 27.12.12 22:00 0.03 0.00 0.01 0.29 0.07 0.04
 -------- 23:00 0.02 0.00 0.02 0.29 0.06 0.04
 -------- 00:00 ---- 0.00 0.04 0.30 0.06 0.04
 -------- 01:00 ---- 0.00 0.04 0.29 0.06 0.04
 -------- 02:00 ---- 0.00 0.12 0.21 0.02 0.03
 28.12.12 03:00 ---- ---- 0.12 0.22 0.02 0.03
 -------- 04:00 ---- ---- 0.23 0.15 0.01 0.03
 -------- 05:00 ---- ---- 0.24 0.13 0.01 0.02
 -------- 06:00 ---- ---- 0.22 0.15 0.01 0.02
 -------- 07:00 ---- ---- 0.18 0.19 0.01 0.02
 28.12.12 08:00 0.03 ---- 0.14 0.21 0.01 0.02
 -------- 09:00 0.02 ---- 0.17 0.21 0.01 0.02
 -------- 10:00 0.03 ---- 0.18 0.21 0.01 0.02
 -------- 11:00 0.03 ---- 0.17 0.20 0.01 0.02
 -------- 12:00 0.02 ---- 0.18 0.19 0.01 0.02
 28.12.12 13:00 0.03 ---- 0.19 0.19 0.01 0.03
 -------- 14:00 0.04 ---- 0.17 0.21 0.02 0.03
 -------- 15:00 0.03 ---- 0.19 0.19 0.01 0.03
 -------- 16:00 0.02 ---- 0.23 0.19 0.01 0.03
 -------- 17:00 0.03 ---- 0.20 0.22 0.00 0.04
 28.12.12 18:00 0.02 ---- 0.23 0.19 0.00 0.04
 -------- 19:00 0.02 ---- 0.24 0.17 ---- 0.04
 -------- 20:00 0.02 ---- 0.23 0.17 ---- 0.03
 -------- 21:00 0.02 ---- 0.24 0.16 ---- 0.03
 -------- 22:00 ---- ---- 0.32 0.17 0.00 0.02
 28.12.12 23:00 ---- ---- 0.40 0.16 0.00 0.02
 -------- 00:00 ---- 0.00 0.39 0.16 0.00 0.02
 -------- 01:00 ---- ---- 0.37 0.17 0.00 0.01
 -------- 02:00 ---- ---- 0.43 0.15 0.01 0.01
 -------- 03:00 ---- 0.00 0.48 0.12 0.00 0.01
 29.12.12 04:00 0.02 0.00 0.48 0.12 0.00 0.01
 -------- 05:00 ---- ---- 0.50 0.10 ---- 0.01
 -------- 06:00 0.02 ---- 0.48 0.10 0.00 0.02
 -------- 07:00 0.02 ---- 0.45 0.14 0.00 0.01
 -------- 08:00 0.02 ---- 0.44 0.15 0.00 0.01
 29.12.12 09:00 0.02 ---- 0.40 0.17 0.00 0.02
 -------- 10:00 0.02 ---- 0.38 0.19 0.01 0.02
 -------- 11:00 0.02 ---- 0.36 0.23 0.02 0.02
