 Date Time CO SO2 OZ NO2 NO PM10
 04.12.12 12:00 0.07 0.01 0.01 0.23 0.12 0.03
 -------- 13:00 0.07 0.01 0.02 0.23 0.12 0.04
 -------- 14:00 0.03 0.01 0.01 0.23 0.14 0.04
 -------- 15:00 0.02 0.00 0.02 0.19 0.06 0.02
 -------- 16:00 0.02 0.01 0.01 0.17 0.07 0.03
 04.12.12 17:00 0.02 0.00 0.01 0.17 0.06 0.02
 -------- 18:00 0.02 0.00 0.02 0.21 0.06 0.04
 -------- 19:00 ---- 0.00 0.10 0.18 0.02 0.03
 -------- 20:00 ---- 0.00 0.13 0.17 0.02 0.03
 -------- 21:00 ---- 0.00 0.16 0.17 0.02 0.03
 04.12.12 22:00 ---- 0.00 0.17 0.16 0.01 0.03
 -------- 23:00 ---- 0.00 0.17 0.16 0.02 0.03
 -------- 00:00 0.02 0.00 0.21 0.13 0.01 0.03
 -------- 01:00 ---- 0.00 0.21 0.15 0.01 0.03
 -------- 02:00 ---- 0.00 0.17 0.16 0.01 0.03
 05.12.12 03:00 ---- 0.00 0.20 0.14 0.01 0.03
 -------- 04:00 ---- 0.00 0.22 0.14 0.01 0.03
 -------- 05:00 ---- 0.00 0.22 0.15 0.01 0.03
 -------- 06:00 ---- 0.00 0.19 0.19 0.01 0.03
 -------- 07:00 0.02 0.00 0.22 0.20 0.02 0.03
 05.12.12 08:00 0.03 0.00 0.19 0.25 0.03 0.03
 -------- 09:00 0.04 0.01 0.10 0.33 0.04 0.04
 -------- 10:00 0.02 0.01 0.13 0.30 0.05 0.04
 -------- 11:00 0.02 0.01 0.15 0.27 0.06 0.04
 -------- 12:00 0.02 0.01 0.15 0.29 0.07 0.05
 05.12.12 13:00 0.02 0.01 0.19 0.23 0.05 0.04
 -------- 14:00 0.02 0.00 0.21 0.23 0.05 0.04
 -------- 15:00 0.02 0.00 0.18 0.25 0.04 0.03
 -------- 16:00 0.02 0.01 0.10 0.34 0.06 0.04
 -------- 17:00 0.02 0.00 0.11 0.33 0.03 0.03
 05.12.12 18:00 0.03 0.01 0.04 0.38 0.03 0.04
 -------- 19:00 0.02 0.00 0.08 0.36 0.02 0.04
 -------- 20:00 0.04 0.00 0.08 0.34 0.02 0.04
 -------- 21:00 0.03 0.00 0.12 0.32 0.01 0.03
 -------- 22:00 0.02 0.00 0.12 0.28 0.01 0.03
 05.12.12 23:00 0.02 0.00 0.10 0.29 0.01 0.03
 -------- 00:00 0.02 0.00 0.12 0.29 0.01 0.04
 -------- 01:00 0.02 0.00 0.04 0.37 0.03 0.04
 -------- 02:00 0.02 0.00 0.02 0.37 0.03 0.04
 -------- 03:00 0.02 0.00 0.10 0.26 0.01 0.04
 06.12.12 04:00 ---- 0.00 0.13 0.25 0.00 0.03
 -------- 05:00 0.02 0.00 0.03 0.33 0.03 0.05
 -------- 06:00 0.02 0.00 0.05 0.31 0.02 0.05
 -------- 07:00 0.03 0.00 0.03 0.34 0.05 0.05
 -------- 08:00 0.05 0.00 0.01 0.34 0.06 0.05
 06.12.12 09:00 0.04 0.00 0.10 0.25 0.02 0.05
 -------- 10:00 0.04 0.00 0.09 0.25 0.02 0.06
 -------- 11:00 0.04 0.00 0.06 0.28 0.04 0.06
