 Date Time CO SO2 OZ NO2 NO PM10
 11.02.13 00:00 0.02 0.00 0.11 0.13 0.00 ----
 -------- 01:00 0.02 0.00 0.09 0.14 0.00 ----
 -------- 02:00 0.02 0.00 0.08 0.14 0.00 ----
 -------- 03:00 0.02 0.00 0.09 0.13 ---- ----
 -------- 04:00 0.02 0.00 0.11 0.12 0.00 ----
 11.02.13 05:00 0.02 0.00 0.09 0.15 0.01 ----
 -------- 06:00 0.02 0.00 0.08 0.16 0.00 ----
 -------- 07:00 0.02 0.00 0.03 0.22 0.02 0.04
 -------- 08:00 0.04 0.00 0.01 0.25 0.05 0.04
 -------- 09:00 0.04 0.00 0.01 0.26 0.04 0.04
 11.02.13 10:00 0.05 0.00 0.01 0.29 0.12 0.05
 -------- 11:00 0.06 0.01 0.01 0.30 0.17 0.06
 -------- 12:00 0.08 0.01 0.01 0.35 0.26 0.07
 -------- 13:00 0.10 0.01 0.01 0.36 0.26 0.08
 -------- 14:00 0.09 0.01 0.01 0.32 0.22 0.07
 11.02.13 15:00 0.09 0.01 0.01 0.34 0.18 0.08
 -------- 16:00 0.07 0.01 0.02 0.34 0.10 0.07
 -------- 17:00 0.07 0.01 0.01 0.35 0.15 0.09
 -------- 18:00 0.06 0.01 0.01 0.33 0.12 0.07
 -------- 19:00 0.03 0.00 0.01 0.30 0.07 0.06
 11.02.13 20:00 0.02 0.00 0.01 0.29 0.06 0.09
 -------- 21:00 0.02 0.00 0.01 0.26 0.03 0.07
 -------- 22:00 0.02 0.00 0.01 0.26 0.02 0.06
 -------- 23:00 ---- 0.00 0.03 0.26 0.01 0.04
 -------- 00:00 ---- 0.00 0.04 0.27 0.00 0.04
 12.02.13 01:00 ---- 0.00 0.04 0.26 0.00 0.03
 -------- 02:00 ---- 0.00 0.15 0.17 ---- 0.03
 -------- 03:00 ---- 0.00 0.19 0.16 ---- 0.03
 -------- 04:00 0.02 0.00 0.06 0.28 ---- 0.04
 -------- 05:00 0.02 0.00 0.08 0.25 0.03 0.03
 12.02.13 06:00 0.02 0.00 0.05 0.26 0.01 0.03
 -------- 07:00 0.02 0.00 0.04 0.25 0.01 0.04
 -------- 08:00 0.04 0.00 0.01 0.25 0.02 0.04
 -------- 09:00 0.04 0.00 0.03 0.22 0.01 0.04
 -------- 10:00 0.04 0.00 0.03 0.25 0.03 0.04
 12.02.13 11:00 0.04 0.00 0.06 0.26 0.03 0.04
 -------- 12:00 0.03 ---- 0.11 0.24 0.01 0.04
 -------- 13:00 0.02 ---- 0.20 0.22 0.01 0.03
 -------- 14:00 0.02 ---- 0.20 0.24 0.01 0.03
 -------- 15:00 0.02 ---- 0.21 0.23 0.01 0.04
 12.02.13 16:00 0.02 ---- 0.20 0.23 0.01 0.04
 -------- 17:00 0.02 ---- 0.17 0.27 0.01 0.04
 -------- 18:00 0.02 ---- 0.17 0.26 0.00 0.04
 -------- 19:00 0.02 ---- 0.20 0.23 0.01 0.05
 -------- 20:00 0.02 ---- 0.10 0.32 0.00 0.06
 12.02.13 21:00 0.03 0.00 0.07 0.35 0.01 0.06
 -------- 22:00 0.03 0.00 0.10 0.29 ---- 0.06
 -------- 23:00 0.02 0.00 0.11 0.28 0.00 0.06
