 Date Time CO SO2 OZ NO2 NO PM10
 21.11.12 12:00 0.06 0.01 0.02 0.29 0.12 0.14
 -------- 13:00 0.07 0.01 0.01 0.28 0.11 0.13
 -------- 14:00 0.08 0.01 0.02 0.26 0.11 0.15
 -------- 15:00 0.06 0.01 0.03 0.27 0.09 0.15
 -------- 16:00 0.03 0.01 0.02 0.26 0.08 0.13
 21.11.12 17:00 0.04 0.01 0.01 0.30 0.09 0.15
 -------- 18:00 0.04 0.01 0.02 0.31 0.07 0.14
 -------- 19:00 0.04 0.01 0.03 0.29 0.04 0.12
 -------- 20:00 0.03 0.00 0.05 0.28 0.03 0.12
 -------- 21:00 0.02 0.00 0.06 0.28 0.02 0.11
 21.11.12 22:00 0.02 0.00 0.03 0.28 0.03 0.12
 -------- 23:00 0.02 0.00 0.03 0.29 0.03 0.11
 -------- 00:00 0.02 0.00 0.01 0.30 0.04 0.11
 -------- 01:00 0.02 0.00 0.02 0.28 0.03 0.10
 -------- 02:00 0.02 0.00 0.03 0.26 0.02 0.09
 22.11.12 03:00 0.02 0.00 0.04 0.24 0.01 0.08
 -------- 04:00 ---- 0.00 0.04 0.23 0.01 0.08
 -------- 05:00 ---- 0.00 0.02 0.24 0.02 0.08
 -------- 06:00 ---- 0.00 0.01 0.27 0.05 0.09
 -------- 07:00 0.02 0.01 0.01 0.26 0.06 0.10
 22.11.12 08:00 0.04 0.01 0.01 0.27 0.13 0.13
 -------- 09:00 0.06 0.01 ---- 0.27 0.15 0.14
 -------- 10:00 0.06 0.01 0.01 0.28 0.14 0.13
 -------- 11:00 0.06 0.01 0.01 0.30 0.19 0.16
 -------- 12:00 0.05 0.01 0.03 0.34 0.16 0.16
 22.11.12 13:00 0.03 0.01 0.07 0.37 0.07 0.15
 -------- 14:00 0.02 0.01 0.14 0.34 0.03 0.12
 -------- 15:00 ---- 0.00 0.25 0.24 0.01 0.08
 -------- 16:00 ---- 0.00 0.31 0.21 0.01 0.08
 -------- 17:00 ---- 0.00 0.28 0.26 0.01 0.10
 22.11.12 18:00 ---- 0.00 0.40 0.21 ---- 0.08
 -------- 19:00 ---- 0.00 0.33 0.27 ---- 0.09
 -------- 20:00 ---- 0.00 0.30 0.26 ---- 0.09
 -------- 21:00 0.02 0.00 0.27 0.27 ---- 0.09
 -------- 22:00 0.02 0.00 0.29 0.22 ---- 0.08
 22.11.12 23:00 0.02 0.00 0.30 0.21 ---- 0.07
 -------- 00:00 ---- 0.00 0.30 0.20 ---- 0.07
 -------- 01:00 ---- 0.00 0.31 0.17 ---- 0.06
 -------- 02:00 ---- 0.00 0.33 0.14 0.00 0.05
 -------- 03:00 ---- 0.00 0.36 0.12 ---- 0.05
 23.11.12 04:00 ---- 0.00 0.34 0.13 ---- 0.05
 -------- 05:00 ---- 0.00 0.33 0.11 ---- 0.04
 -------- 06:00 ---- 0.00 0.31 0.12 ---- 0.04
 -------- 07:00 0.02 0.00 0.27 0.17 0.00 0.05
 -------- 08:00 0.02 0.00 0.23 0.19 0.00 0.06
 23.11.12 09:00 0.02 0.00 0.19 0.21 0.01 0.07
 -------- 10:00 0.03 0.00 0.19 0.20 0.01 0.07
 -------- 11:00 0.04 0.00 0.19 0.21 0.02 0.08
