 Date Time CO SO2 OZ NO2 NO PM10
 30.11.12 12:00 0.04 0.00 0.02 0.20 0.07 0.02
 -------- 13:00 0.04 0.01 0.02 0.20 0.08 0.03
 -------- 14:00 0.05 0.01 0.01 0.21 0.10 0.03
 -------- 15:00 0.06 0.01 0.01 0.20 0.09 0.04
 -------- 16:00 0.06 0.01 0.01 0.21 0.12 0.04
 30.11.12 17:00 0.06 0.01 0.01 0.20 0.12 0.03
 -------- 18:00 0.05 0.00 0.01 0.18 0.05 0.02
 -------- 19:00 0.05 0.01 0.01 0.19 0.11 0.03
 -------- 20:00 0.06 0.01 0.01 0.21 0.15 0.06
 -------- 21:00 0.03 0.01 0.01 0.23 0.09 0.04
 30.11.12 22:00 0.02 0.00 0.02 0.20 0.06 0.04
 -------- 23:00 0.02 0.00 0.04 0.21 0.02 0.04
 -------- 00:00 ---- 0.00 0.05 0.20 0.01 0.03
 -------- 01:00 ---- 0.00 0.13 0.17 0.01 0.03
 -------- 02:00 ---- 0.00 0.18 0.16 0.01 0.03
 01.12.12 03:00 ---- 0.00 0.18 0.17 0.00 0.04
 -------- 04:00 ---- 0.00 0.21 0.14 ---- 0.04
 -------- 05:00 ---- 0.00 0.24 0.10 ---- 0.04
 -------- 06:00 0.02 0.00 0.16 0.14 0.00 0.04
 -------- 07:00 0.02 0.00 0.07 0.14 0.01 0.03
 01.12.12 08:00 0.02 0.00 0.05 0.16 0.02 0.04
 -------- 09:00 0.04 0.00 0.02 0.17 0.04 0.04
 -------- 10:00 0.04 0.00 0.03 0.15 0.05 0.04
 -------- 11:00 0.05 0.00 0.01 0.17 0.08 0.05
 -------- 12:00 0.05 0.00 0.03 0.14 0.05 0.04
 01.12.12 13:00 0.06 0.00 0.02 0.16 0.10 0.05
 -------- 14:00 0.07 0.00 0.01 0.16 0.07 0.05
 -------- 15:00 0.05 0.00 0.02 0.16 0.06 0.04
 -------- 16:00 0.04 0.00 0.01 0.18 0.08 0.04
 -------- 17:00 0.05 0.01 0.01 0.21 0.11 0.05
 01.12.12 18:00 0.04 0.00 0.01 0.24 0.08 0.05
 -------- 19:00 0.04 0.00 0.01 0.18 0.09 0.05
 -------- 20:00 0.06 0.00 0.01 0.17 0.09 0.06
 -------- 21:00 0.06 0.00 ---- 0.19 0.12 0.06
 -------- 22:00 0.06 0.01 ---- 0.18 0.08 0.05
 01.12.12 23:00 0.04 0.01 0.03 0.15 0.05 0.04
 -------- 00:00 0.04 0.01 0.01 0.16 0.11 0.05
 -------- 01:00 0.05 0.01 0.01 0.15 0.11 0.04
 -------- 02:00 0.05 0.01 ---- 0.15 0.18 0.04
 -------- 03:00 0.03 0.01 ---- 0.16 0.10 0.04
 02.12.12 04:00 0.02 0.00 0.01 0.14 0.03 0.02
 -------- 05:00 ---- 0.00 0.01 0.13 0.02 0.02
 -------- 06:00 ---- 0.00 0.01 0.14 0.05 0.02
 -------- 07:00 ---- 0.01 0.01 0.15 0.10 0.02
 -------- 08:00 ---- 0.00 ---- 0.14 0.07 0.02
 02.12.12 09:00 ---- 0.01 0.01 0.17 0.10 0.04
 -------- 10:00 ---- 0.00 0.01 0.17 0.06 0.02
 -------- 11:00 0.02 0.00 0.04 0.18 0.06 0.02
