 Date Time CO SO2 OZ NO2 NO PM10
 21.01.13 12:00 0.03 0.00 0.04 0.21 0.16 0.05
 -------- 13:00 0.02 0.00 0.06 0.19 0.15 0.05
 -------- 14:00 ---- 0.00 0.08 0.18 0.12 0.06
 -------- 15:00 ---- 0.00 0.10 0.20 0.11 0.06
 -------- 16:00 ---- 0.00 0.08 0.22 0.11 0.05
 21.01.13 17:00 ---- 0.00 0.05 0.26 0.12 0.05
 -------- 18:00 0.02 0.00 0.03 0.28 0.10 0.05
 -------- 19:00 0.02 0.00 0.03 0.30 0.10 0.05
 -------- 20:00 0.02 0.00 0.08 0.28 0.07 0.05
 -------- 21:00 0.02 0.00 0.08 0.30 0.07 0.04
 21.01.13 22:00 0.02 0.00 0.10 0.26 0.06 0.04
 -------- 23:00 0.02 0.00 0.10 0.26 0.05 0.03
 -------- 00:00 ---- 0.00 0.14 0.23 0.04 0.03
 -------- 01:00 ---- 0.00 0.12 0.25 0.04 0.03
 -------- 02:00 ---- 0.00 0.18 0.23 0.03 0.02
 22.01.13 03:00 ---- 0.00 0.17 0.23 0.03 0.02
 -------- 04:00 ---- 0.00 0.23 0.21 0.04 0.02
 -------- 05:00 ---- 0.00 0.23 0.23 0.04 0.02
 -------- 06:00 ---- 0.00 0.21 0.23 0.04 0.02
 -------- 07:00 ---- 0.00 0.20 0.23 0.04 0.03
 22.01.13 08:00 0.02 0.00 0.09 0.31 0.07 0.03
 -------- 09:00 0.02 0.00 0.05 0.34 0.09 0.04
 -------- 10:00 0.04 0.00 0.05 0.35 0.14 0.05
 -------- 11:00 0.04 0.00 0.08 0.34 0.15 0.05
 -------- 12:00 0.05 0.00 0.09 0.26 0.14 0.06
 22.01.13 13:00 0.06 0.00 0.05 0.31 0.15 0.55
 -------- 14:00 0.05 0.00 0.01 0.42 0.17 0.28
 -------- 15:00 0.04 0.00 0.01 0.48 0.20 0.41
 -------- 16:00 0.04 0.00 ---- 0.44 0.13 0.39
 -------- 17:00 0.04 0.00 0.02 0.44 0.08 0.15
 22.01.13 18:00 0.04 0.00 0.01 0.49 0.10 0.09
 -------- 19:00 0.03 0.00 ---- 0.48 0.10 0.07
 -------- 20:00 0.02 0.00 ---- 0.42 0.06 0.05
 -------- 21:00 0.02 0.00 ---- 0.46 0.10 0.04
 -------- 22:00 0.02 0.00 ---- 0.44 0.08 0.04
 22.01.13 23:00 0.02 0.00 ---- 0.46 0.09 0.04
 -------- 00:00 0.02 0.00 ---- 0.47 0.08 0.04
 -------- 01:00 0.02 0.00 ---- 0.43 0.06 0.04
 -------- 02:00 0.02 0.00 0.01 0.43 0.07 0.03
 -------- 03:00 0.02 0.00 ---- 0.40 0.04 0.03
