 Date Time CO SO2 OZ NO2 NO PM10
 17.03.13 12:00 0.04 ---- 0.35 0.10 0.01 0.03
 -------- 13:00 0.04 ---- 0.34 0.11 0.02 0.03
 -------- 14:00 0.04 ---- 0.38 0.09 0.01 0.03
 -------- 15:00 0.04 ---- 0.37 0.11 0.01 0.03
 -------- 16:00 0.04 ---- 0.36 0.11 0.01 0.03
 17.03.13 17:00 0.04 ---- 0.34 0.14 0.01 0.03
 -------- 18:00 0.06 ---- 0.31 0.15 0.01 0.03
 -------- 19:00 0.06 ---- 0.28 0.17 0.01 0.04
 -------- 20:00 0.07 ---- 0.25 0.22 0.01 0.03
 -------- 21:00 0.07 ---- 0.22 0.20 0.01 0.03
 17.03.13 22:00 0.06 ---- 0.25 0.18 0.01 0.04
 -------- 23:00 0.06 ---- 0.26 0.17 0.00 0.03
 -------- 00:00 0.06 ---- 0.25 0.17 0.00 0.03
 -------- 01:00 0.06 ---- 0.22 0.18 0.00 0.03
 -------- 02:00 0.06 ---- 0.22 0.18 0.00 0.03
 18.03.13 03:00 0.08 ---- 0.11 0.28 0.00 0.04
 -------- 04:00 0.08 ---- 0.06 0.30 0.00 0.03
 -------- 05:00 0.08 ---- 0.04 0.30 0.02 0.03
 -------- 06:00 0.08 ---- 0.04 0.31 0.01 0.03
 -------- 07:00 0.08 0.00 0.02 0.33 0.02 0.04
 18.03.13 08:00 0.09 0.00 0.02 0.33 0.08 0.05
 -------- 09:00 0.12 0.00 0.05 0.33 0.13 0.05
 -------- 10:00 0.13 0.01 0.07 0.30 0.13 0.05
 -------- 11:00 0.12 0.01 0.11 0.29 0.12 0.05
 -------- 12:00 0.11 0.00 0.14 0.26 0.08 0.04
 18.03.13 13:00 0.10 0.01 0.16 0.24 0.08 0.04
 -------- 14:00 0.08 0.00 0.24 0.16 0.04 0.03
 -------- 15:00 0.08 0.00 0.25 0.15 0.03 0.04
 -------- 16:00 0.08 0.00 0.22 0.20 0.02 0.05
 -------- 17:00 0.08 0.00 0.19 0.20 0.02 0.04
 18.03.13 18:00 0.08 0.00 0.20 0.17 0.03 0.03
 -------- 19:00 0.09 0.00 0.18 0.18 0.02 0.03
 -------- 20:00 0.09 ---- 0.22 0.15 0.02 0.03
 -------- 21:00 0.07 0.00 0.25 0.13 0.01 0.02
 -------- 22:00 0.06 0.00 0.21 0.16 0.01 0.02
 18.03.13 23:00 0.06 0.00 0.21 0.16 0.01 0.02
 -------- 00:00 0.06 0.00 0.19 0.17 0.00 0.02
 -------- 01:00 0.06 0.00 0.22 0.16 0.03 0.02
 -------- 02:00 0.06 0.00 0.21 0.16 0.03 0.02
 -------- 03:00 0.04 0.00 0.20 0.15 0.00 0.02
 19.03.13 04:00 0.04 0.00 0.22 0.14 0.00 0.02
 -------- 05:00 0.04 0.00 0.24 0.15 0.00 0.02
 -------- 06:00 0.04 0.00 0.27 0.14 0.01 0.01
 -------- 07:00 0.04 0.00 0.27 0.17 0.00 0.02
 -------- 08:00 0.08 0.00 0.27 0.18 0.01 0.01
 19.03.13 09:00 0.06 0.00 0.29 0.16 0.02 0.02
 -------- 10:00 0.06 0.00 0.30 0.15 0.02 0.02
 -------- 11:00 0.06 0.00 0.29 0.16 0.04 0.02
