 Date Time CO SO2 OZ NO2 NO PM10
 19.03.13 12:00 0.06 0.00 0.30 0.15 0.03 0.02
 -------- 13:00 0.06 0.00 0.31 0.15 0.03 0.02
 -------- 14:00 0.06 0.00 0.31 0.15 0.02 0.03
 -------- 15:00 0.06 0.00 0.29 0.18 0.04 0.03
 -------- 16:00 0.06 0.00 0.27 0.19 0.03 0.03
 19.03.13 17:00 0.06 0.00 0.28 0.20 0.03 0.03
 -------- 18:00 0.08 ---- 0.24 0.22 0.03 0.02
 -------- 19:00 0.07 0.00 0.23 0.24 0.02 0.03
 -------- 20:00 0.08 0.00 0.16 0.28 0.02 0.03
 -------- 21:00 0.08 ---- 0.19 0.26 0.02 0.03
 19.03.13 22:00 0.08 ---- 0.11 0.31 0.02 0.03
 -------- 23:00 0.08 ---- 0.14 0.28 0.01 0.02
 -------- 00:00 0.07 ---- 0.11 0.31 0.01 0.03
 -------- 01:00 0.06 ---- 0.10 0.31 0.01 0.03
 -------- 02:00 0.06 ---- 0.05 0.35 0.01 0.03
 20.03.13 03:00 0.06 ---- 0.04 0.35 0.01 0.03
 -------- 04:00 0.06 ---- 0.02 0.37 0.02 0.04
 -------- 05:00 0.08 0.00 0.01 0.37 0.07 0.04
 -------- 06:00 0.08 0.00 0.01 0.36 0.06 0.03
 -------- 07:00 0.08 0.00 0.01 0.36 0.08 0.03
 20.03.13 08:00 0.08 0.00 0.03 0.34 0.05 0.03
 -------- 09:00 0.09 ---- 0.10 0.30 0.05 0.03
 -------- 10:00 0.10 0.00 0.11 0.30 0.08 0.04
 -------- 11:00 0.11 0.00 0.12 0.28 0.09 0.05
 -------- 12:00 0.09 0.00 0.17 0.24 0.06 0.04
 20.03.13 13:00 0.08 0.00 0.22 0.20 0.04 0.03
 -------- 14:00 0.08 ---- 0.24 0.18 0.03 0.03
 -------- 15:00 0.08 ---- 0.25 0.19 0.03 0.03
 -------- 16:00 0.06 ---- 0.30 0.14 0.02 0.03
 -------- 17:00 0.06 ---- 0.32 0.14 0.02 0.03
 20.03.13 18:00 0.07 ---- 0.29 0.15 0.01 0.03
 -------- 19:00 0.06 ---- 0.30 0.15 0.01 0.03
 -------- 20:00 0.06 ---- 0.29 0.17 0.01 0.03
 -------- 21:00 0.08 0.00 0.20 0.23 0.01 0.03
 -------- 22:00 0.09 0.00 0.15 0.26 0.02 0.03
 20.03.13 23:00 0.06 0.00 0.19 0.21 0.01 0.03
 -------- 00:00 0.06 0.00 0.22 0.18 0.00 0.02
 -------- 01:00 0.05 0.00 0.23 0.17 0.00 0.02
 -------- 02:00 0.06 0.00 0.21 0.18 0.00 0.03
 -------- 03:00 0.05 0.00 0.24 0.15 0.00 0.03
 21.03.13 04:00 0.04 0.00 0.25 0.15 0.00 0.02
 -------- 05:00 0.04 0.00 0.26 0.15 0.04 0.02
 -------- 06:00 0.06 0.00 0.17 0.20 0.02 0.03
 -------- 07:00 0.06 0.00 0.23 0.16 0.01 0.03
 -------- 08:00 0.06 0.00 0.23 0.19 0.02 0.02
 21.03.13 09:00 0.06 0.00 0.21 0.20 0.03 0.03
 -------- 10:00 0.08 0.00 0.21 0.20 0.06 0.03
 -------- 11:00 0.08 0.01 0.22 0.23 0.08 0.03
