 Date Time CO NO2 CHX NO PM10
 06.03.13 12:00 0.14 0.42 1.51 0.21 0.10
 -------- 13:00 0.13 0.38 1.47 0.17 0.10
 -------- 14:00 0.10 0.38 1.43 0.14 0.08
 -------- 15:00 0.11 0.41 1.44 0.15 0.08
 -------- 16:00 0.10 0.36 1.43 0.09 0.08
 06.03.13 17:00 0.07 0.26 1.40 0.02 0.06
 -------- 18:00 0.07 0.28 1.41 0.01 0.04
 -------- 19:00 0.07 0.33 1.40 0.00 0.05
 -------- 20:00 0.06 0.30 1.35 0.00 0.05
 -------- 21:00 0.06 0.26 1.34 ---- 0.04
 06.03.13 22:00 0.06 0.26 1.36 ---- 0.06
 -------- 23:00 0.05 0.25 1.34 0.00 0.06
 -------- 00:00 0.06 0.18 1.32 ---- 0.06
 -------- 01:00 0.04 0.16 1.31 ---- 0.06
 -------- 02:00 0.04 0.16 1.31 ---- 0.05
 07.03.13 03:00 0.04 0.10 1.31 ---- 0.06
 -------- 04:00 0.04 0.09 1.32 0.00 0.05
 -------- 05:00 0.04 0.08 1.32 0.00 0.06
 -------- 06:00 0.04 0.09 1.31 ---- 0.07
 -------- 07:00 0.06 0.16 1.33 ---- 0.06
 07.03.13 08:00 0.06 0.21 1.34 0.01 0.07
 -------- 09:00 0.08 0.22 1.34 0.01 0.07
 -------- 10:00 0.06 0.18 1.34 0.03 0.05
 -------- 11:00 0.04 0.12 1.30 0.03 0.03
 -------- 12:00 0.04 0.09 1.30 0.02 0.03
 07.03.13 13:00 0.04 0.09 1.29 0.02 0.02
 -------- 14:00 0.05 0.08 1.29 0.02 0.03
 -------- 15:00 0.06 0.09 1.30 0.02 0.09
 -------- 16:00 0.04 0.07 1.28 0.02 0.08
 -------- 17:00 0.06 0.12 1.30 0.03 0.05
 07.03.13 18:00 0.06 0.14 1.31 0.03 0.03
 -------- 19:00 0.07 0.21 1.31 0.04 0.08
 -------- 20:00 0.08 0.27 1.31 0.05 0.11
 -------- 21:00 0.07 0.21 1.31 0.02 0.08
 -------- 22:00 0.07 0.21 1.30 0.02 0.06
 07.03.13 23:00 0.06 0.17 1.29 0.02 0.05
 -------- 00:00 0.07 0.22 1.30 0.02 0.05
 -------- 01:00 0.04 0.15 1.29 0.01 0.04
 -------- 02:00 0.05 0.16 1.28 0.01 0.03
 -------- 03:00 0.04 0.19 1.29 0.00 0.02
 08.03.13 04:00 0.04 0.19 1.29 0.00 0.02
 -------- 05:00 0.04 0.14 1.28 0.00 0.03
 -------- 06:00 0.04 0.12 1.29 0.01 0.03
 -------- 07:00 0.04 0.19 1.30 0.01 0.02
 -------- 08:00 0.04 ---- 1.27 ---- 0.02
 08.03.13 09:00 0.05 ---- 1.27 ---- 0.04
 -------- 10:00 0.05 ---- 1.26 ---- 0.05
 -------- 11:00 0.05 ---- 1.26 ---- 0.06
