 Date Time CO NO2 CHX NO PM10
 14.02.13 00:00 0.09 0.30 1.40 0.06 0.11
 -------- 01:00 0.08 0.26 1.38 0.04 0.10
 -------- 02:00 0.07 0.25 1.38 0.03 0.09
 -------- 03:00 0.06 0.20 1.38 0.01 0.09
 -------- 04:00 0.06 0.20 1.38 0.01 0.08
 14.02.13 05:00 0.06 0.28 1.41 0.03 0.10
 -------- 06:00 0.09 0.38 1.46 0.09 0.11
 -------- 07:00 0.12 0.39 1.46 0.13 0.10
 -------- 13:00 0.17 0.41 1.52 0.30 0.29
 -------- 14:00 0.19 0.47 1.61 0.36 0.35
 15.02.13 15:00 0.16 0.43 1.60 0.26 0.41
 -------- 16:00 0.14 0.40 1.48 0.19 0.31
 -------- 17:00 0.18 0.44 1.51 0.21 0.38
 -------- 18:00 0.19 0.42 1.50 0.16 0.29
 -------- 19:00 0.16 0.42 1.47 0.15 0.29
 15.02.13 20:00 0.15 0.41 1.48 0.15 0.21
 -------- 21:00 0.19 0.45 1.55 0.26 0.26
 -------- 22:00 0.24 0.47 1.59 0.29 0.23
 -------- 23:00 0.25 0.47 1.71 0.30 0.19
