 Date Time CO NO2 CHX NO PM10
 28.09.12 12:00 0.09 0.16 1.38 0.02 0.15
 -------- 13:00 0.06 0.13 1.35 0.01 0.16
 -------- 14:00 0.06 0.13 1.34 0.01 0.22
 -------- 15:00 0.06 0.12 1.34 0.01 0.25
 -------- 16:00 0.07 0.16 1.38 0.01 0.16
 28.09.12 17:00 0.07 0.16 1.37 0.01 0.12
 -------- 18:00 0.08 0.20 1.37 0.00 0.11
 -------- 19:00 0.10 0.30 1.40 0.01 0.12
 -------- 20:00 0.11 0.32 1.40 0.00 0.14
 -------- 21:00 0.07 0.14 1.34 0.00 0.19
 28.09.12 22:00 0.06 0.07 1.28 0.01 0.11
 -------- 23:00 0.05 0.09 1.30 0.01 0.02
 -------- 00:00 0.04 0.08 1.28 0.00 0.03
 -------- 01:00 0.04 0.06 1.27 0.01 0.01
 -------- 02:00 0.04 0.07 1.28 0.01 0.02
 29.09.12 03:00 0.04 0.06 1.28 0.00 0.02
 -------- 04:00 0.04 0.06 1.30 0.00 0.03
 -------- 05:00 0.04 0.05 1.30 0.00 0.03
 -------- 06:00 0.05 0.06 1.32 0.00 0.04
 -------- 07:00 0.04 0.06 1.32 0.00 0.03
 29.09.12 08:00 0.05 0.07 1.32 0.00 0.04
 -------- 09:00 0.05 0.09 1.31 0.01 0.03
 -------- 10:00 0.06 0.10 1.32 0.02 0.03
 -------- 11:00 0.06 0.09 1.31 0.02 0.04
 -------- 12:00 0.05 0.07 1.30 0.02 0.03
 29.09.12 13:00 0.05 0.04 1.30 0.01 0.03
 -------- 14:00 0.06 0.06 1.29 0.01 0.02
 -------- 15:00 0.05 0.05 1.28 0.01 0.05
 -------- 16:00 0.06 0.05 1.29 0.01 0.04
 -------- 17:00 0.06 0.07 1.29 0.01 0.03
 29.09.12 18:00 0.05 0.09 1.30 0.01 0.03
 -------- 19:00 0.06 0.13 1.31 0.00 0.05
 -------- 20:00 0.07 0.14 1.32 0.01 0.04
 -------- 21:00 0.08 0.20 1.35 0.01 0.06
 -------- 22:00 0.08 0.21 1.35 0.01 0.06
 29.09.12 23:00 0.11 0.25 1.36 0.02 0.07
 -------- 00:00 0.13 0.27 1.37 0.03 0.06
 -------- 01:00 0.14 0.26 1.44 0.08 0.09
 -------- 02:00 0.13 0.26 1.48 0.08 0.10
 -------- 03:00 0.14 0.23 1.51 0.11 0.09
 30.09.12 04:00 0.13 0.24 1.52 0.10 0.11
 -------- 05:00 0.11 0.25 1.50 0.08 0.09
 -------- 06:00 0.09 0.24 1.48 0.05 0.07
 -------- 07:00 0.07 0.23 1.41 0.01 0.05
 -------- 08:00 0.08 0.20 1.42 0.02 0.04
 30.09.12 09:00 0.08 0.16 1.39 0.02 0.05
 -------- 10:00 0.10 0.19 1.44 0.06 0.08
 -------- 11:00 0.12 0.22 1.49 0.11 0.09
