 Date Time CO NO2 CHX NO PM10
 31.12.12 12:00 0.08 0.21 1.39 0.06 0.05
 -------- 13:00 0.08 0.21 1.41 0.06 0.06
 -------- 14:00 0.08 0.20 1.39 0.06 0.05
 -------- 15:00 0.09 0.22 1.40 0.06 0.05
 -------- 16:00 0.10 0.23 1.42 0.07 0.05
 31.12.12 17:00 0.10 0.25 1.43 0.05 0.05
 -------- 18:00 0.08 0.23 1.40 0.01 0.04
 -------- 19:00 0.08 0.24 1.43 0.01 0.04
 -------- 20:00 0.08 0.23 1.40 0.02 0.05
 -------- 21:00 0.07 0.20 1.39 0.01 0.06
 31.12.12 22:00 0.07 0.19 1.40 0.02 0.06
 -------- 23:00 0.07 0.19 1.39 0.02 0.07
 -------- 00:00 0.06 0.18 1.38 0.01 0.08
 -------- 01:00 0.07 0.16 1.38 0.01 0.14
 -------- 02:00 0.09 0.18 1.38 0.02 0.17
 01.01.13 03:00 0.08 0.17 1.37 0.01 0.14
 -------- 04:00 0.07 0.16 1.36 0.02 0.11
 -------- 05:00 0.06 0.15 1.36 0.01 0.09
 -------- 06:00 0.06 0.13 1.34 0.01 0.08
 -------- 07:00 0.06 0.13 1.35 0.00 0.06
 01.01.13 08:00 0.06 0.17 1.35 0.00 0.06
 -------- 09:00 0.06 0.12 1.35 ---- 0.06
 -------- 10:00 0.06 0.12 1.34 ---- 0.05
 -------- 11:00 0.07 0.16 1.39 0.01 0.05
 -------- 12:00 0.06 0.19 1.40 0.03 0.06
 01.01.13 13:00 0.06 0.19 1.45 0.03 0.05
 -------- 14:00 0.06 0.16 1.40 0.01 0.05
 -------- 15:00 0.06 0.14 1.39 0.01 0.04
 -------- 16:00 0.06 0.17 1.37 0.01 0.05
 -------- 17:00 0.07 0.23 1.37 0.01 0.05
 01.01.13 18:00 0.08 0.23 1.38 0.01 0.05
 -------- 19:00 0.07 0.24 1.37 0.02 0.04
 -------- 20:00 0.08 0.25 1.38 0.03 0.05
 -------- 21:00 0.08 0.25 1.37 0.03 0.05
 -------- 22:00 0.08 0.25 1.38 0.03 0.04
 01.01.13 23:00 0.08 0.24 1.37 0.02 0.04
 -------- 00:00 0.08 0.24 1.39 0.02 0.05
 -------- 01:00 0.08 0.23 1.39 0.02 0.05
 -------- 02:00 0.08 0.21 1.40 0.02 0.04
 -------- 03:00 0.07 0.18 1.39 0.01 0.03
 02.01.13 04:00 0.06 0.11 1.36 ---- 0.03
 -------- 05:00 0.06 0.11 1.36 ---- 0.04
 -------- 06:00 0.06 0.12 1.36 ---- 0.04
 -------- 07:00 0.06 0.12 1.38 ---- 0.05
 -------- 08:00 ---- 0.13 1.36 0.00 0.05
 02.01.13 09:00 ---- 0.14 1.36 0.00 0.05
 -------- 10:00 ---- 0.15 1.37 0.00 0.05
 -------- 11:00 ---- 0.18 1.37 0.01 0.05
