 Date Time CO NO2 CHX NO PM10
 17.11.12 00:00 0.06 0.18 1.33 0.01 0.04
 -------- 01:00 0.06 0.18 1.33 0.02 0.04
 -------- 02:00 0.05 0.15 1.32 0.01 0.03
 -------- 03:00 0.05 0.14 1.31 0.02 0.03
 -------- 04:00 0.04 0.11 1.31 0.01 0.02
 17.11.12 05:00 0.04 0.12 1.32 0.02 0.04
 -------- 06:00 0.05 0.11 1.31 0.01 0.03
 -------- 07:00 0.06 0.13 1.31 0.01 0.03
 -------- 08:00 0.07 0.20 1.32 0.03 0.07
 -------- 09:00 0.08 0.21 1.33 0.04 0.08
 17.11.12 10:00 0.08 0.22 1.33 0.05 0.11
 -------- 11:00 0.09 0.20 1.33 0.05 0.12
 -------- 12:00 0.08 0.17 1.33 0.04 0.12
 -------- 13:00 0.09 0.19 1.33 0.04 0.11
 -------- 14:00 0.08 0.18 1.32 0.03 0.10
 17.11.12 15:00 0.08 0.18 1.33 0.03 0.10
 -------- 16:00 0.08 0.18 1.32 0.02 0.10
 -------- 17:00 0.06 0.18 1.31 0.01 0.07
 -------- 18:00 0.07 0.18 1.32 0.02 0.09
 -------- 19:00 0.07 0.15 1.31 0.02 0.05
 17.11.12 20:00 0.07 0.21 1.33 0.02 0.06
 -------- 21:00 0.08 0.21 1.34 0.02 0.08
 -------- 22:00 0.07 0.20 1.33 0.02 0.08
 -------- 23:00 0.07 0.19 1.33 0.01 0.08
 -------- 00:00 0.06 0.19 1.33 0.01 0.07
 18.11.12 01:00 0.06 0.14 1.31 0.01 0.06
 -------- 02:00 0.06 0.14 1.31 0.00 0.05
 -------- 03:00 0.06 0.13 1.32 0.00 0.05
 -------- 04:00 0.05 0.11 1.32 0.01 0.04
 -------- 05:00 0.04 0.11 1.31 0.00 0.04
 18.11.12 06:00 0.05 0.12 1.31 0.00 0.04
 -------- 07:00 0.06 0.15 1.32 0.00 0.04
 -------- 08:00 0.06 0.16 1.32 0.00 0.05
 -------- 09:00 0.05 0.13 1.31 0.00 0.05
 -------- 10:00 0.06 0.09 1.29 0.00 0.05
 18.11.12 11:00 0.06 0.09 1.30 0.00 0.05
 -------- 12:00 0.06 0.11 1.30 0.00 0.06
 -------- 13:00 0.06 0.11 1.31 0.01 0.06
 -------- 14:00 0.06 0.08 1.30 0.00 0.05
 -------- 15:00 0.06 0.09 1.31 0.00 0.06
 18.11.12 16:00 0.06 0.11 1.30 0.00 0.06
 -------- 17:00 0.06 0.12 1.32 0.00 0.07
 -------- 18:00 0.06 0.10 1.31 0.00 0.06
 -------- 19:00 0.06 0.09 1.31 ---- 0.06
 -------- 20:00 0.06 0.09 1.31 0.00 0.05
 18.11.12 21:00 0.06 0.11 1.32 0.00 0.05
 -------- 22:00 0.05 0.09 1.31 ---- 0.05
 -------- 23:00 0.04 0.07 1.31 ---- 0.04
