 Date Time CO NO2 CHX NO PM10
 23.10.12 00:00 0.04 0.05 1.29 0.01 0.03
 -------- 01:00 0.05 0.06 1.29 0.02 0.04
 -------- 02:00 0.04 0.06 1.29 0.01 0.03
 -------- 03:00 0.04 0.07 1.29 0.02 0.03
 -------- 04:00 0.04 0.04 1.29 0.00 0.02
 23.10.12 05:00 0.03 0.05 1.28 0.01 0.02
 -------- 06:00 0.04 0.08 1.28 0.01 0.02
 -------- 07:00 0.06 0.12 1.29 0.05 0.05
 -------- 08:00 0.08 0.14 1.30 0.05 0.07
 -------- 09:00 0.11 0.17 1.31 0.08 0.08
 23.10.12 10:00 0.11 0.21 1.38 0.10 0.12
 -------- 11:00 0.08 0.21 1.42 0.05 0.08
 -------- 12:00 0.08 0.21 1.35 0.04 0.07
 -------- 13:00 0.08 0.22 1.35 0.06 0.10
 -------- 14:00 0.10 0.23 1.36 0.08 0.09
 23.10.12 15:00 0.09 0.23 1.35 0.07 0.07
 -------- 16:00 0.09 0.23 1.36 0.06 0.07
 -------- 17:00 0.09 0.23 1.36 0.06 0.07
 -------- 18:00 0.09 0.24 1.35 0.04 0.08
 -------- 19:00 0.07 0.24 1.34 0.03 0.07
 23.10.12 20:00 0.06 0.24 1.33 0.02 0.06
 -------- 21:00 0.06 0.23 1.32 0.01 0.06
 -------- 22:00 0.07 0.24 1.33 0.03 0.07
 -------- 23:00 0.08 0.24 1.34 0.08 0.11
 -------- 00:00 0.11 0.25 1.36 0.12 0.13
 24.10.12 01:00 0.09 0.23 1.41 0.09 0.09
 -------- 02:00 0.08 0.22 1.51 0.08 0.11
 -------- 03:00 0.07 0.21 1.50 0.06 0.10
 -------- 04:00 0.06 0.20 1.50 0.03 0.06
 -------- 05:00 0.07 0.19 1.51 0.04 0.08
 24.10.12 06:00 0.09 0.18 1.47 0.09 0.08
 -------- 07:00 0.13 0.20 1.51 0.15 0.13
 -------- 08:00 0.17 0.21 1.53 0.20 0.21
 -------- 09:00 0.17 0.22 1.49 0.21 0.22
 -------- 10:00 0.15 0.21 1.46 0.15 0.16
 24.10.12 11:00 0.15 0.21 1.43 0.16 0.16
 -------- 12:00 0.15 0.21 1.41 0.14 0.15
 -------- 13:00 0.13 0.21 1.37 0.11 0.13
 -------- 14:00 0.10 0.19 1.36 0.08 0.10
 -------- 15:00 0.09 0.18 1.34 0.05 0.09
 24.10.12 16:00 0.11 0.18 1.34 0.05 0.09
 -------- 17:00 0.08 0.18 1.35 0.05 0.08
 -------- 18:00 0.08 0.16 1.34 0.03 0.07
 -------- 19:00 0.06 0.15 1.33 0.01 0.05
 -------- 20:00 0.07 0.17 1.34 0.01 0.05
 24.10.12 21:00 0.09 0.22 1.37 0.03 0.06
 -------- 22:00 0.11 0.23 1.37 0.03 0.06
