 Date Time CO NO2 CHX NO PM10
 16.10.12 00:00 0.06 0.20 1.31 0.01 0.05
 -------- 01:00 0.05 0.16 1.31 0.01 0.06
 -------- 02:00 0.04 0.12 1.32 0.00 0.06
 -------- 03:00 0.04 0.14 1.33 0.00 0.06
 -------- 04:00 0.04 0.13 1.33 0.00 0.05
 16.10.12 05:00 0.06 0.14 1.34 0.00 0.05
 -------- 06:00 0.06 0.16 1.35 0.01 0.06
 -------- 07:00 0.07 0.19 1.35 0.02 0.07
 -------- 08:00 0.07 0.18 1.35 0.02 0.06
 -------- 09:00 0.10 0.20 1.38 0.06 0.09
 16.10.12 10:00 0.11 0.21 1.38 0.07 0.09
 -------- 11:00 0.10 0.20 1.40 0.06 0.10
 -------- 12:00 0.11 0.21 1.40 0.08 0.11
 -------- 13:00 0.10 0.20 1.40 0.09 0.12
 -------- 14:00 0.10 0.20 1.39 0.09 0.11
 16.10.12 15:00 0.12 0.21 1.44 0.13 0.13
 -------- 16:00 0.11 0.21 1.43 0.10 0.11
 -------- 17:00 0.09 0.19 1.43 0.07 0.10
 -------- 18:00 0.11 0.19 1.44 0.08 0.11
 -------- 19:00 0.11 0.19 1.42 0.07 0.11
 16.10.12 20:00 0.09 0.19 1.37 0.04 0.09
 -------- 21:00 0.10 0.18 1.38 0.06 0.09
 -------- 22:00 0.10 0.17 1.39 0.08 0.09
 -------- 23:00 0.10 0.17 1.40 0.08 0.09
 -------- 00:00 0.09 0.16 1.41 0.09 0.09
 17.10.12 01:00 0.09 0.16 1.42 0.10 0.12
 -------- 02:00 0.08 0.15 1.39 0.08 0.12
 -------- 03:00 0.08 0.14 1.40 0.09 0.12
 -------- 04:00 0.08 0.14 1.39 0.07 0.10
 -------- 05:00 0.08 0.14 1.41 0.06 0.08
 17.10.12 06:00 0.08 0.13 1.43 0.08 0.07
 -------- 07:00 0.09 0.12 1.51 0.09 0.10
 -------- 08:00 0.11 0.10 1.55 0.12 0.08
 -------- 09:00 0.14 0.11 1.70 0.16 0.10
 -------- 10:00 0.15 0.13 1.59 0.20 0.13
 17.10.12 11:00 0.13 0.15 1.48 0.22 0.13
 -------- 12:00 0.13 0.14 1.47 0.21 0.16
 -------- 13:00 0.13 0.13 1.49 0.14 0.17
 -------- 14:00 0.12 0.14 1.49 0.13 0.13
 -------- 15:00 0.11 0.18 1.47 0.09 0.14
 17.10.12 16:00 0.12 0.23 1.46 0.09 0.11
 -------- 17:00 0.13 0.25 1.58 0.11 0.13
 -------- 18:00 0.14 0.25 1.59 0.11 0.13
 -------- 19:00 0.11 0.20 1.46 0.07 0.12
 -------- 20:00 0.10 0.18 1.46 0.08 0.12
 17.10.12 21:00 0.11 0.17 1.45 0.08 0.14
 -------- 22:00 0.09 0.19 1.44 0.05 0.15
 -------- 23:00 0.10 0.20 1.43 0.05 0.16
