 Date Time CO NO2 CHX NO PM10
 17.10.12 00:00 0.09 0.16 1.42 0.09 0.09
 -------- 01:00 0.09 0.16 1.42 0.10 0.12
 -------- 02:00 0.08 0.15 1.39 0.08 0.12
 -------- 03:00 0.08 0.14 1.40 0.09 0.12
 -------- 04:00 0.08 0.14 1.39 0.07 0.10
 17.10.12 05:00 0.08 0.14 1.41 0.06 0.08
 -------- 06:00 0.08 0.13 1.43 0.08 0.07
 -------- 07:00 0.09 0.12 1.51 0.09 0.10
 -------- 08:00 0.11 0.10 1.55 0.12 0.08
 -------- 09:00 0.14 0.11 1.70 0.16 0.10
 17.10.12 10:00 0.15 0.13 1.59 0.20 0.13
 -------- 11:00 0.13 0.15 1.48 0.22 0.13
 -------- 12:00 0.13 0.14 1.47 0.21 0.16
 -------- 13:00 0.13 0.13 1.49 0.14 0.17
 -------- 14:00 0.12 0.14 1.49 0.13 0.13
 17.10.12 15:00 0.11 0.18 1.47 0.09 0.14
 -------- 16:00 0.12 0.23 1.46 0.09 0.11
 -------- 17:00 0.13 0.25 1.58 0.11 0.13
 -------- 18:00 0.14 0.25 1.59 0.11 0.13
 -------- 19:00 0.11 0.20 1.46 0.07 0.12
 17.10.12 20:00 0.10 0.18 1.46 0.08 0.12
 -------- 21:00 0.11 0.17 1.45 0.08 0.14
 -------- 22:00 0.09 0.19 1.44 0.05 0.15
 -------- 23:00 0.09 0.20 1.43 0.05 0.15
 -------- 00:00 0.13 0.21 1.46 0.08 0.14
 18.10.12 01:00 0.12 0.21 1.44 0.08 0.12
 -------- 02:00 0.10 0.21 1.44 0.08 0.10
 -------- 03:00 0.10 0.20 1.46 0.07 0.09
 -------- 04:00 0.10 0.19 1.48 0.08 0.08
 -------- 05:00 0.10 0.17 1.49 0.10 0.10
 18.10.12 06:00 0.13 0.18 1.55 0.17 0.12
 -------- 07:00 0.20 0.19 1.64 0.28 0.11
 -------- 08:00 0.32 0.18 1.73 0.49 0.14
 -------- 09:00 0.45 0.21 1.84 0.57 0.15
 -------- 10:00 0.45 0.24 2.03 0.59 0.14
 18.10.12 11:00 0.19 0.19 1.89 0.20 0.09
 -------- 12:00 0.10 0.14 1.40 0.10 0.05
 -------- 13:00 0.07 0.11 1.36 0.08 0.02
 -------- 14:00 0.06 0.12 1.35 0.07 0.03
 -------- 15:00 0.09 0.13 1.37 0.11 0.04
 18.10.12 16:00 0.07 0.14 1.35 0.08 0.03
 -------- 17:00 0.09 0.15 1.36 0.10 0.03
 -------- 18:00 0.09 0.18 1.36 0.09 0.04
 -------- 19:00 0.12 0.20 1.37 0.08 0.04
 -------- 20:00 0.11 0.17 1.36 0.07 0.04
 18.10.12 21:00 0.15 0.16 1.37 0.09 0.05
 -------- 22:00 0.13 0.14 1.34 0.08 0.06
 -------- 23:00 0.13 0.14 1.39 0.10 0.08
