 Date Time CO NO2 CHX NO PM10
 11.02.13 15:00 0.24 0.39 1.77 0.50 0.11
 -------- 16:00 0.13 0.34 1.56 0.19 ----
 -------- 17:00 0.14 0.31 1.61 0.17 ----
 -------- 18:00 0.13 0.28 1.72 0.13 0.14
 -------- 19:00 0.14 0.27 1.67 0.14 0.13
 11.02.13 20:00 0.12 0.24 1.63 0.11 0.15
 -------- 21:00 0.09 0.23 1.50 0.07 0.12
 -------- 22:00 0.08 0.22 1.47 0.05 0.10
 -------- 23:00 0.08 0.25 1.46 0.05 0.08
 -------- 00:00 0.07 0.21 1.50 0.03 0.09
 12.02.13 01:00 0.06 0.19 1.49 0.01 0.05
 -------- 02:00 0.04 0.18 1.46 0.01 0.04
 -------- 03:00 0.05 0.18 1.44 0.01 0.04
 -------- 04:00 0.06 0.20 1.48 0.03 0.04
 -------- 05:00 0.06 0.18 1.42 0.03 0.04
 12.02.13 06:00 0.06 0.17 1.39 0.03 0.03
 -------- 07:00 0.07 0.19 1.39 0.06 0.03
 -------- 08:00 0.10 0.21 1.42 0.09 0.04
 -------- 09:00 0.11 0.20 1.42 0.10 0.05
 -------- 10:00 0.09 0.18 1.40 0.08 0.05
 12.02.13 11:00 0.09 0.18 1.38 0.07 0.05
 -------- 12:00 0.08 0.18 1.36 0.05 0.05
 -------- 13:00 0.08 0.21 1.35 0.05 0.04
 -------- 14:00 0.07 0.20 1.33 0.05 0.03
 -------- 15:00 0.08 0.21 1.34 0.06 0.04
 12.02.13 16:00 0.07 0.20 1.35 0.04 0.05
 -------- 17:00 0.07 0.23 1.36 0.07 0.05
 -------- 18:00 0.08 0.21 1.35 0.05 0.05
 -------- 19:00 0.07 0.20 1.36 0.04 0.08
 -------- 20:00 0.07 0.20 1.36 0.04 0.07
 12.02.13 21:00 0.09 0.20 1.37 0.05 0.07
 -------- 22:00 0.08 0.17 1.35 0.04 0.07
 -------- 23:00 0.08 0.21 1.37 0.05 0.07
