 Date Time CO NO2 CHX NO PM10
 14.01.13 00:00 0.09 0.21 ---- ---- 0.04
 -------- 01:00 0.08 0.17 ---- ---- 0.03
 -------- 02:00 0.08 0.14 ---- ---- 0.03
 -------- 03:00 0.08 0.13 ---- ---- 0.03
 -------- 04:00 0.06 0.12 ---- ---- 0.02
 14.01.13 05:00 0.07 0.13 ---- ---- 0.03
 -------- 06:00 0.08 0.15 ---- ---- 0.03
 -------- 07:00 0.08 0.19 ---- ---- 0.03
 -------- 08:00 0.11 0.22 ---- ---- 0.04
 -------- 09:00 0.12 0.26 ---- ---- 0.04
 14.01.13 10:00 0.10 0.24 ---- ---- 0.04
 -------- 11:00 0.11 0.27 ---- ---- 0.06
 -------- 12:00 0.10 0.24 ---- ---- 0.04
 -------- 13:00 0.10 0.24 1.25 ---- 0.05
 -------- 14:00 0.11 0.25 1.23 ---- 0.03
 14.01.13 15:00 0.09 0.27 1.30 ---- 0.04
 -------- 16:00 0.09 0.27 1.29 ---- 0.05
 -------- 17:00 0.07 0.23 1.25 ---- 0.04
 -------- 18:00 0.06 0.18 1.23 ---- 0.02
 -------- 19:00 0.07 0.15 1.23 ---- 0.02
 14.01.13 20:00 0.05 0.13 1.22 ---- 0.03
 -------- 21:00 0.05 0.14 1.21 ---- 0.02
 -------- 22:00 0.05 0.13 1.22 ---- 0.02
 -------- 23:00 0.05 0.12 1.22 ---- 0.02
 -------- 00:00 0.04 0.09 1.22 ---- 0.02
 15.01.13 01:00 0.04 0.05 1.21 ---- 0.02
 -------- 02:00 0.04 0.05 1.22 ---- 0.02
 -------- 03:00 0.04 0.06 1.22 ---- 0.01
 -------- 04:00 0.04 0.06 1.22 ---- 0.01
 -------- 05:00 0.05 0.07 1.23 ---- 0.01
 15.01.13 06:00 0.05 0.09 1.23 ---- 0.02
 -------- 07:00 0.06 0.15 1.24 ---- 0.02
 -------- 08:00 0.08 0.21 1.27 ---- 0.03
 -------- 09:00 0.08 0.24 1.27 ---- 0.04
 -------- 10:00 0.08 0.24 1.28 ---- 0.03
 15.01.13 11:00 0.06 0.20 1.27 ---- 0.03
 -------- 12:00 0.07 0.23 1.29 ---- 0.03
 -------- 13:00 0.07 0.22 1.29 ---- 0.03
 -------- 14:00 0.07 0.23 1.30 ---- 0.03
 -------- 15:00 0.08 0.25 1.29 ---- 0.04
 15.01.13 16:00 0.07 0.25 1.29 ---- 0.04
 -------- 17:00 0.07 0.23 1.29 0.01 0.04
 -------- 18:00 0.07 0.24 1.29 0.01 0.03
 -------- 19:00 0.08 0.25 1.30 0.01 0.04
 -------- 20:00 0.07 0.26 1.30 0.01 0.04
 15.01.13 21:00 0.08 0.28 1.32 0.02 0.04
 -------- 22:00 0.07 0.31 1.33 0.02 0.04
 -------- 23:00 0.09 0.35 1.32 0.04 0.03
