 Date Time CO NO2 CHX NO PM10
 24.11.12 00:00 0.08 0.26 1.46 0.05 0.10
 -------- 01:00 0.07 0.25 1.47 0.04 0.09
 -------- 02:00 0.06 0.23 1.43 0.03 0.08
 -------- 03:00 0.06 0.23 1.42 0.02 0.06
 -------- 04:00 0.04 0.20 1.39 0.02 0.06
 24.11.12 05:00 0.04 0.21 1.41 0.03 0.05
 -------- 06:00 0.05 0.19 1.37 0.02 0.05
 -------- 07:00 0.06 0.19 1.35 0.03 0.06
 -------- 08:00 0.07 0.20 1.38 0.06 0.06
 -------- 09:00 0.08 0.20 1.38 0.09 0.08
 24.11.12 10:00 0.09 0.19 1.39 0.09 0.10
 -------- 11:00 0.10 0.19 1.39 0.10 0.12
 -------- 12:00 0.09 0.19 1.38 0.10 0.14
 -------- 13:00 0.08 0.19 1.37 0.09 0.13
 -------- 14:00 0.08 0.20 1.38 0.10 0.14
 24.11.12 15:00 0.09 0.21 1.40 0.10 0.16
 -------- 16:00 0.11 0.23 1.46 0.13 0.19
 -------- 17:00 0.11 0.23 1.49 0.14 0.18
 -------- 18:00 0.13 0.24 1.52 0.17 0.18
 -------- 19:00 0.15 0.24 1.55 0.20 0.20
 24.11.12 20:00 0.16 0.24 1.62 0.23 0.22
 -------- 21:00 0.17 0.25 1.60 0.26 0.21
 -------- 22:00 0.17 0.25 1.57 0.27 0.24
 -------- 23:00 0.15 0.26 1.59 0.24 0.24
 -------- 00:00 0.13 0.25 1.55 0.24 0.17
 25.11.12 01:00 0.11 0.23 1.47 0.14 0.14
 -------- 02:00 0.09 0.20 1.43 0.09 0.11
 -------- 03:00 0.09 0.20 1.40 0.10 0.09
 -------- 04:00 0.08 0.21 1.38 0.08 0.07
 -------- 05:00 0.07 0.20 1.37 0.05 0.07
 25.11.12 06:00 0.06 0.19 1.37 0.03 0.08
 -------- 07:00 0.06 0.20 1.40 0.05 0.08
 -------- 08:00 0.08 0.21 1.40 0.08 0.08
 -------- 09:00 0.09 0.21 1.39 0.08 0.10
 -------- 10:00 0.09 0.20 1.39 0.08 0.11
 25.11.12 11:00 0.08 0.20 1.42 0.10 0.11
 -------- 12:00 0.08 0.21 1.40 0.12 0.12
 -------- 13:00 0.08 0.20 1.43 0.12 0.12
 -------- 14:00 0.09 0.21 1.44 0.14 0.14
 -------- 15:00 0.10 0.23 1.45 0.16 0.14
 25.11.12 16:00 0.10 0.23 1.47 0.14 0.14
 -------- 17:00 0.09 0.24 1.42 0.14 0.12
 -------- 18:00 0.09 0.24 1.44 0.15 0.11
 -------- 19:00 0.09 0.23 1.43 0.13 0.15
 -------- 20:00 0.08 0.21 1.42 0.09 0.16
 25.11.12 21:00 0.07 0.22 1.45 0.09 0.13
 -------- 22:00 0.07 0.22 1.37 0.06 0.10
 -------- 23:00 0.09 0.21 1.38 0.07 0.13
