 Date Time CO NO2 CHX NO PM10
 12.11.12 12:00 0.07 0.15 1.36 0.02 0.07
 -------- 13:00 0.07 0.16 1.36 0.03 0.06
 -------- 14:00 0.07 0.16 1.37 0.04 0.06
 -------- 15:00 0.07 0.16 1.37 0.03 0.05
 -------- 16:00 0.07 0.15 1.36 0.02 0.05
 12.11.12 17:00 0.08 0.16 1.36 0.02 0.06
 -------- 18:00 0.08 0.17 1.36 0.02 0.06
 -------- 19:00 0.08 0.16 1.37 0.02 0.06
 -------- 20:00 0.08 0.16 1.36 0.02 0.06
 -------- 21:00 0.07 0.15 1.35 0.01 0.07
 12.11.12 22:00 0.06 0.12 1.34 0.01 0.07
 -------- 23:00 0.06 0.12 1.34 0.02 0.06
 -------- 00:00 0.07 0.13 1.36 0.02 0.05
 -------- 01:00 0.05 0.13 1.34 0.01 0.04
 -------- 02:00 0.04 0.12 1.34 0.00 0.03
 13.11.12 03:00 0.04 0.09 1.32 0.00 0.03
 -------- 04:00 0.04 0.07 1.33 0.00 0.03
 -------- 05:00 0.04 0.08 1.32 0.00 0.03
 -------- 06:00 0.04 0.08 1.32 0.01 0.03
 -------- 07:00 0.06 0.12 1.32 0.01 0.03
 13.11.12 08:00 0.06 0.12 1.32 0.01 0.03
 -------- 09:00 0.06 0.14 1.33 0.01 0.03
 -------- 10:00 0.07 0.14 1.33 0.02 0.03
 -------- 11:00 0.06 0.14 1.32 0.02 0.04
 -------- 12:00 0.07 0.15 1.32 0.03 0.06
 13.11.12 13:00 0.07 0.15 1.32 0.04 0.07
 -------- 14:00 0.06 0.12 1.31 0.03 0.07
 -------- 15:00 0.07 0.15 1.32 0.03 0.08
 -------- 16:00 0.07 0.16 1.32 0.03 0.07
 -------- 17:00 0.06 0.18 1.34 0.02 0.04
 13.11.12 18:00 0.08 0.19 1.34 0.03 0.08
 -------- 19:00 0.07 0.17 1.32 0.02 0.05
 -------- 20:00 0.06 0.15 1.31 0.01 0.04
 -------- 21:00 0.07 0.17 1.33 0.02 0.07
 -------- 22:00 0.06 0.14 1.31 0.02 0.08
 13.11.12 23:00 0.05 0.10 1.30 0.02 0.06
 -------- 00:00 0.04 0.09 1.30 0.01 0.05
 -------- 01:00 0.04 0.07 1.29 0.01 0.03
 -------- 02:00 0.04 0.06 1.29 0.01 0.03
 -------- 03:00 0.04 0.05 1.29 0.01 0.02
 14.11.12 04:00 0.04 0.09 1.31 0.01 0.04
 -------- 05:00 0.04 0.12 1.30 0.01 0.04
 -------- 06:00 0.04 0.11 1.29 0.01 0.05
 -------- 07:00 0.06 0.14 1.30 0.02 0.09
 -------- 08:00 0.07 0.14 1.30 0.02 0.11
 14.11.12 09:00 0.07 0.18 1.30 0.03 0.14
 -------- 10:00 0.08 0.18 1.31 0.04 0.13
 -------- 11:00 0.07 0.14 1.30 0.03 0.11
