 Date Time CO NO2 CHX NO PM10
 06.01.13 12:00 0.08 0.12 1.35 0.06 0.03
 -------- 13:00 0.08 0.13 0.98 0.05 0.03
 -------- 14:00 0.06 0.12 ---- 0.05 0.04
 -------- 15:00 0.06 0.14 ---- 0.05 0.04
 -------- 16:00 0.06 0.11 ---- 0.04 0.03
 06.01.13 17:00 0.06 0.11 ---- 0.03 0.02
 -------- 18:00 0.06 0.09 ---- 0.03 0.02
 -------- 19:00 0.06 0.10 ---- 0.03 0.03
 -------- 20:00 0.06 0.11 ---- 0.03 0.03
 -------- 21:00 0.07 0.10 ---- 0.03 0.03
 06.01.13 22:00 0.08 0.10 ---- 0.02 0.02
 -------- 23:00 0.08 0.09 ---- 0.02 0.02
 -------- 00:00 0.08 0.07 ---- 0.02 0.01
 -------- 01:00 0.08 0.06 ---- 0.02 0.02
 -------- 02:00 0.08 0.04 ---- 0.01 0.01
 07.01.13 03:00 0.07 0.04 ---- 0.01 0.01
 -------- 04:00 0.05 0.03 ---- 0.01 0.01
 -------- 05:00 0.06 0.03 ---- 0.01 0.01
 -------- 06:00 0.08 0.06 ---- 0.03 0.02
 -------- 07:00 0.07 0.06 ---- 0.01 0.02
 07.01.13 08:00 0.04 0.06 ---- 0.01 0.02
 -------- 09:00 0.04 0.06 ---- 0.02 0.05
 -------- 10:00 0.04 0.07 ---- 0.02 0.03
 -------- 11:00 0.04 0.06 ---- 0.02 0.02
 -------- 12:00 0.06 0.08 ---- 0.03 0.03
 07.01.13 13:00 0.06 0.07 ---- 0.03 0.03
 -------- 14:00 0.05 0.07 ---- 0.03 0.03
 -------- 15:00 0.06 0.07 ---- 0.03 0.03
 -------- 16:00 0.06 0.06 ---- 0.02 0.02
 -------- 17:00 0.06 0.08 ---- 0.04 0.02
 07.01.13 18:00 0.06 0.08 ---- 0.03 0.02
 -------- 19:00 0.06 0.08 ---- 0.03 0.02
 -------- 20:00 0.06 0.08 ---- 0.03 0.02
 -------- 21:00 0.06 0.06 ---- 0.03 0.02
 -------- 22:00 0.06 0.07 ---- 0.03 0.02
 07.01.13 23:00 0.06 0.08 ---- 0.03 0.02
 -------- 00:00 0.06 0.06 ---- 0.03 0.01
 -------- 01:00 0.05 0.07 ---- 0.02 0.02
 -------- 02:00 0.06 0.06 ---- 0.01 0.02
 -------- 03:00 0.07 0.09 ---- 0.01 0.03
 08.01.13 04:00 0.06 0.09 ---- 0.01 0.03
 -------- 05:00 0.06 0.08 ---- 0.02 0.02
 -------- 06:00 0.06 0.09 ---- 0.03 0.03
 -------- 07:00 0.08 0.12 ---- 0.02 0.03
 -------- 08:00 0.07 0.14 ---- 0.02 0.03
 08.01.13 09:00 0.09 0.16 ---- 0.05 0.03
 -------- 10:00 0.09 0.19 ---- 0.08 0.04
 -------- 11:00 0.09 0.17 ---- 0.08 0.04
