 Date Time CO NO2 CHX NO PM10
 04.01.13 12:00 0.06 0.16 1.37 0.03 0.03
 -------- 13:00 0.07 0.16 1.36 0.04 0.03
 -------- 14:00 0.08 0.19 1.37 0.03 0.03
 -------- 15:00 0.08 0.20 1.38 0.04 0.03
 -------- 16:00 0.08 0.23 1.38 0.04 0.03
 04.01.13 17:00 0.08 0.24 1.39 0.03 0.03
 -------- 18:00 0.08 0.24 1.40 0.03 0.03
 -------- 19:00 0.08 0.22 1.38 0.02 0.03
 -------- 20:00 0.09 0.25 1.39 0.03 0.03
 -------- 21:00 0.09 0.24 1.41 0.04 0.04
 04.01.13 22:00 0.10 0.23 1.40 0.05 0.04
 -------- 23:00 0.11 0.23 1.43 0.12 0.04
 -------- 00:00 0.13 0.24 1.44 0.15 0.04
 -------- 01:00 0.18 0.23 1.50 0.26 0.04
 -------- 02:00 0.19 0.22 1.54 0.29 0.04
 05.01.13 03:00 0.17 0.22 1.49 0.23 0.05
 -------- 04:00 0.14 0.21 1.47 0.14 0.05
 -------- 05:00 0.11 0.23 1.49 0.14 0.05
 -------- 06:00 0.08 0.21 1.47 0.07 0.04
 -------- 07:00 0.08 0.19 1.55 0.06 0.04
 05.01.13 08:00 0.08 0.18 1.66 0.07 0.04
 -------- 09:00 0.09 0.22 1.62 0.08 0.05
 -------- 10:00 0.10 0.27 1.55 0.09 0.04
 -------- 11:00 0.09 0.24 1.49 0.10 0.05
 -------- 12:00 0.09 0.20 1.51 0.09 0.04
 05.01.13 13:00 0.08 0.16 1.55 0.06 0.03
 -------- 14:00 0.07 0.16 1.42 0.07 0.03
 -------- 15:00 0.08 0.14 1.37 0.06 0.03
 -------- 16:00 0.08 0.13 1.35 0.05 0.03
 -------- 17:00 0.08 0.15 1.36 0.05 0.02
 05.01.13 18:00 0.08 0.15 1.36 0.05 0.03
 -------- 19:00 0.08 0.17 1.37 0.06 0.03
 -------- 20:00 0.07 0.17 1.46 0.05 0.02
 -------- 21:00 0.06 0.15 1.39 0.05 0.02
 -------- 22:00 0.07 0.14 1.36 0.05 0.02
 05.01.13 23:00 0.07 0.13 1.34 0.05 0.02
 -------- 00:00 0.06 0.13 1.34 0.04 0.02
 -------- 01:00 0.07 0.13 1.34 0.05 0.03
 -------- 02:00 0.07 0.11 1.34 0.02 0.02
 -------- 03:00 0.06 0.08 1.33 0.02 0.02
 06.01.13 04:00 0.06 0.08 1.34 0.01 0.02
 -------- 05:00 0.06 0.09 1.34 0.02 0.02
 -------- 06:00 0.06 0.10 1.34 0.03 0.02
 -------- 07:00 0.06 0.09 1.34 0.01 0.02
 -------- 08:00 0.06 0.10 1.35 0.02 0.02
 06.01.13 09:00 0.07 0.12 1.35 0.03 0.03
 -------- 10:00 0.07 0.12 1.36 0.03 0.03
 -------- 11:00 0.07 0.12 1.36 0.04 0.03
