 Date Time CO NO2 CHX NO PM10
 20.01.13 12:00 0.23 0.38 1.96 0.41 0.12
 -------- 13:00 0.25 0.39 1.94 0.45 0.12
 -------- 14:00 0.23 0.42 1.89 0.41 0.13
 -------- 15:00 0.22 0.41 1.84 0.38 0.11
 -------- 16:00 0.22 0.41 1.85 0.35 0.12
 20.01.13 17:00 0.21 0.40 1.82 0.32 0.12
 -------- 18:00 0.18 0.37 1.77 0.24 0.10
 -------- 19:00 0.17 0.36 1.79 0.23 0.09
 -------- 20:00 0.15 0.34 1.69 0.20 0.09
 -------- 21:00 0.13 0.32 1.69 0.17 0.07
 20.01.13 22:00 0.13 0.28 1.60 0.15 0.06
 -------- 23:00 0.10 0.26 1.55 0.10 0.05
 -------- 00:00 0.10 0.24 1.54 0.07 0.04
 -------- 01:00 0.09 0.23 1.51 0.06 0.04
 -------- 02:00 0.09 0.21 1.48 0.04 0.04
 21.01.13 03:00 0.08 0.19 1.50 0.03 0.04
 -------- 04:00 0.08 0.20 1.49 0.02 0.04
 -------- 05:00 0.09 0.21 1.47 0.05 0.04
 -------- 06:00 0.09 0.23 1.48 0.10 0.05
 -------- 07:00 0.10 0.23 1.48 0.11 0.05
 21.01.13 08:00 0.16 0.25 1.54 0.21 0.06
 -------- 09:00 0.15 0.28 1.55 0.21 0.06
 -------- 10:00 0.15 0.27 1.90 0.22 0.06
 -------- 11:00 0.12 0.23 1.85 0.14 0.06
 -------- 12:00 0.10 0.19 1.55 0.14 0.05
 21.01.13 13:00 0.09 0.20 1.46 0.15 0.05
 -------- 14:00 0.08 0.16 1.39 0.08 0.05
 -------- 15:00 0.09 0.18 1.52 0.08 0.06
 -------- 16:00 0.09 0.21 1.63 0.10 0.05
 -------- 17:00 0.10 0.25 2.23 0.10 0.05
 21.01.13 18:00 0.09 0.26 1.57 0.07 0.04
 -------- 19:00 0.11 0.29 1.47 0.07 0.05
 -------- 20:00 0.09 0.26 1.46 0.06 0.06
 -------- 21:00 0.09 0.20 1.39 0.04 0.04
 -------- 22:00 0.09 0.20 1.36 0.04 0.03
 21.01.13 23:00 0.07 0.17 1.31 0.04 0.03
 -------- 00:00 0.06 0.23 1.38 0.04 0.03
 -------- 01:00 0.06 0.20 1.42 0.03 0.02
 -------- 02:00 0.04 0.15 1.39 0.01 0.02
 -------- 03:00 0.03 0.14 1.37 0.02 0.03
 22.01.13 04:00 0.03 0.09 1.29 0.01 0.01
 -------- 05:00 0.04 0.21 1.34 0.02 0.02
 -------- 06:00 0.05 0.28 1.37 0.04 0.02
 -------- 07:00 0.07 0.34 1.41 0.08 0.03
 -------- 08:00 0.11 0.33 1.46 0.14 0.03
 22.01.13 09:00 0.10 0.34 1.45 0.11 0.03
 -------- 10:00 0.09 0.29 1.41 0.09 0.04
 -------- 11:00 0.07 0.25 1.32 0.07 0.03
