 Date Time CO NO2 CHX NO PM10
 28.11.12 12:00 0.11 0.16 1.48 0.18 0.09
 -------- 13:00 0.10 0.15 1.45 0.15 0.10
 -------- 14:00 0.09 0.14 1.42 0.11 0.08
 -------- 15:00 0.10 0.15 1.46 0.11 0.08
 -------- 16:00 0.10 0.16 1.49 0.12 0.08
 28.11.12 17:00 0.10 0.17 1.46 0.11 0.07
 -------- 18:00 0.09 0.17 1.57 0.06 0.06
 -------- 19:00 0.09 0.17 1.48 0.05 0.05
 -------- 20:00 0.08 0.17 1.40 0.03 0.04
 -------- 21:00 0.09 0.18 1.41 0.07 0.03
 28.11.12 22:00 0.09 0.17 1.41 0.04 0.03
 -------- 23:00 0.07 0.14 1.52 0.03 0.02
 -------- 00:00 0.06 0.13 1.47 0.02 0.03
 -------- 01:00 0.06 0.12 1.46 0.01 0.03
 -------- 02:00 0.06 0.11 1.47 0.02 0.03
 29.11.12 03:00 0.05 0.10 1.46 0.01 0.03
 -------- 04:00 0.05 0.12 1.43 0.03 0.04
 -------- 05:00 0.06 0.13 1.37 0.02 0.03
 -------- 06:00 0.06 0.14 1.36 0.03 0.03
 -------- 07:00 0.07 0.17 1.35 0.05 0.04
 29.11.12 08:00 0.09 0.18 1.37 0.06 0.05
 -------- 09:00 0.11 0.20 1.39 0.07 0.04
 -------- 10:00 0.11 0.21 1.38 0.10 0.06
 -------- 11:00 0.10 0.20 1.38 0.10 0.05
 -------- 12:00 0.09 0.20 1.37 0.09 0.05
 29.11.12 13:00 0.08 0.18 1.36 0.07 0.04
 -------- 14:00 0.09 0.19 1.37 0.09 0.04
 -------- 15:00 0.10 0.20 1.38 0.09 0.04
 -------- 16:00 0.09 0.19 1.37 0.06 0.04
 -------- 17:00 0.08 0.18 1.36 0.04 0.04
 29.11.12 18:00 0.10 0.20 1.38 0.07 0.03
 -------- 19:00 0.08 0.17 1.36 0.04 0.04
 -------- 20:00 0.07 0.15 1.37 0.03 0.03
 -------- 21:00 0.06 0.14 1.37 0.02 0.04
 -------- 22:00 0.06 0.13 1.38 0.02 0.03
 29.11.12 23:00 0.07 0.15 1.38 0.05 0.03
 -------- 00:00 0.06 0.13 1.37 0.02 0.02
 -------- 01:00 0.06 0.14 1.37 0.04 0.03
 -------- 02:00 0.04 0.10 1.39 0.01 0.02
 -------- 03:00 0.04 0.09 1.36 0.01 0.03
 30.11.12 04:00 0.04 0.08 1.35 0.01 0.02
 -------- 05:00 0.04 0.10 1.36 0.02 0.02
 -------- 06:00 0.04 0.11 1.36 0.02 0.02
 -------- 07:00 0.06 0.11 1.39 0.02 0.02
 -------- 08:00 ---- 0.13 1.40 0.03 0.02
 30.11.12 09:00 ---- 0.12 1.41 0.03 0.02
 -------- 10:00 ---- 0.13 1.41 0.03 0.02
 -------- 11:00 ---- 0.13 1.41 0.04 0.02
