 Date Time CO NO2 CHX NO PM10
 08.10.12 12:00 0.10 0.25 ---- 0.07 0.03
 -------- 13:00 0.09 0.25 ---- 0.07 0.02
 -------- 14:00 0.09 0.21 ---- 0.06 0.03
 -------- 15:00 0.10 0.23 ---- 0.07 0.04
 -------- 16:00 0.11 0.26 1.55 0.09 0.04
 08.10.12 17:00 0.11 0.22 1.29 0.06 ----
 -------- 18:00 0.11 0.19 1.34 0.05 ----
 -------- 19:00 0.11 0.20 1.35 0.05 0.16
 -------- 20:00 0.10 0.17 1.37 0.06 0.14
 -------- 21:00 0.11 0.17 1.34 0.06 0.10
 08.10.12 22:00 0.11 0.17 1.34 0.07 0.08
 -------- 23:00 0.07 0.14 1.32 0.04 0.06
 -------- 00:00 0.07 0.14 1.34 0.06 0.06
 -------- 01:00 0.06 0.13 1.34 0.04 0.05
 -------- 02:00 0.05 0.13 1.34 0.02 0.04
 09.10.12 03:00 0.04 0.09 1.46 0.02 0.03
 -------- 04:00 0.04 0.08 1.42 0.01 0.04
 -------- 05:00 0.04 0.07 1.32 0.01 0.03
 -------- 06:00 0.05 0.10 1.34 0.02 0.04
 -------- 07:00 0.08 0.14 1.36 0.05 0.05
 09.10.12 08:00 0.10 0.16 1.36 0.07 0.04
 -------- 09:00 0.11 0.16 1.37 0.06 0.05
 -------- 10:00 0.12 0.18 1.35 0.09 0.08
 -------- 11:00 0.12 0.20 1.35 0.11 0.09
 -------- 12:00 0.12 0.20 1.35 0.11 0.08
 09.10.12 13:00 0.11 0.19 1.36 0.09 0.08
 -------- 14:00 0.12 0.20 1.38 0.09 0.08
 -------- 15:00 0.10 0.19 1.35 0.08 0.08
 -------- 16:00 0.11 0.19 1.38 0.09 0.07
 -------- 17:00 0.15 0.19 1.42 0.08 0.07
 09.10.12 18:00 0.15 0.18 1.36 0.09 0.06
 -------- 19:00 0.15 0.18 1.37 0.06 0.06
 -------- 20:00 0.12 0.13 1.33 0.06 0.06
 -------- 21:00 0.09 0.09 1.29 0.04 0.04
 -------- 22:00 0.08 0.10 1.30 0.05 0.04
 09.10.12 23:00 0.09 0.13 1.32 0.05 0.05
 -------- 00:00 0.10 0.13 1.32 0.06 0.04
 -------- 01:00 0.06 0.07 1.28 0.02 0.03
 -------- 02:00 0.05 0.06 1.29 0.01 0.02
 -------- 03:00 0.04 0.08 1.35 0.01 0.02
 10.10.12 04:00 0.04 0.10 1.35 0.01 0.02
 -------- 05:00 0.04 0.11 1.32 0.01 0.02
 -------- 06:00 0.05 0.15 1.33 0.02 0.03
 -------- 07:00 0.06 0.15 1.35 0.02 0.03
 -------- 08:00 0.07 0.16 1.34 0.02 0.04
 10.10.12 09:00 0.09 0.19 1.38 0.05 0.05
 -------- 10:00 0.11 0.19 1.43 0.07 0.08
 -------- 11:00 0.14 0.19 1.48 0.07 0.10
