 Date Time CO NO2 CHX NO PM10
 20.11.12 12:00 0.10 0.12 1.36 0.08 0.08
 -------- 13:00 0.08 0.12 1.34 0.05 0.07
 -------- 14:00 0.09 0.16 1.34 0.05 0.09
 -------- 15:00 0.07 0.15 1.32 0.02 0.08
 -------- 16:00 0.07 0.15 1.33 0.03 0.10
 20.11.12 17:00 0.07 0.15 1.32 0.02 0.09
 -------- 18:00 0.07 0.15 1.32 0.01 0.07
 -------- 19:00 0.07 0.14 1.31 0.02 0.08
 -------- 20:00 0.07 0.14 1.31 0.01 0.08
 -------- 21:00 0.07 0.13 1.31 0.02 0.08
 20.11.12 22:00 0.06 0.12 1.31 0.01 0.07
 -------- 23:00 0.06 0.12 1.31 0.01 0.07
 -------- 00:00 0.06 0.10 1.31 0.01 0.06
 -------- 01:00 0.06 0.07 1.30 0.00 0.03
 -------- 02:00 0.06 0.07 1.30 0.00 0.04
 21.11.12 03:00 0.06 0.08 1.31 0.00 0.04
 -------- 04:00 0.06 0.06 1.31 0.01 0.04
 -------- 05:00 0.05 0.08 1.30 0.02 0.03
 -------- 06:00 0.05 0.10 1.30 0.00 0.04
 -------- 07:00 0.08 0.19 1.32 0.01 0.06
 21.11.12 08:00 0.10 0.26 1.38 0.06 0.10
 -------- 09:00 0.12 0.26 1.38 0.07 0.12
 -------- 10:00 0.11 0.23 1.37 0.07 0.12
 -------- 11:00 0.10 0.20 1.36 0.07 0.12
 -------- 12:00 0.08 0.17 1.34 0.04 0.10
 21.11.12 13:00 0.08 0.17 1.37 0.06 0.12
 -------- 14:00 0.09 0.18 1.37 0.08 0.14
 -------- 15:00 0.10 0.19 1.38 0.10 0.16
 -------- 16:00 0.09 0.17 1.36 0.06 0.12
 -------- 17:00 0.08 0.18 1.34 0.04 0.11
 21.11.12 18:00 0.09 0.19 1.35 0.04 0.13
 -------- 19:00 0.08 0.19 1.34 0.03 0.12
 -------- 20:00 0.08 0.20 1.34 0.02 0.10
 -------- 21:00 0.08 0.20 1.35 0.02 0.09
 -------- 22:00 0.07 0.19 1.33 0.01 0.09
 21.11.12 23:00 0.06 0.17 1.32 0.01 0.08
 -------- 00:00 0.06 0.18 1.33 0.01 0.09
 -------- 01:00 0.06 0.17 1.32 0.01 0.08
 -------- 02:00 0.06 0.15 1.32 0.01 0.07
 -------- 03:00 0.06 0.15 1.33 0.01 0.08
 22.11.12 04:00 0.06 0.15 1.33 0.01 0.07
 -------- 05:00 0.06 0.13 1.33 0.00 0.07
 -------- 06:00 0.07 0.15 1.33 0.02 0.08
 -------- 07:00 0.08 0.18 1.35 0.04 0.10
 -------- 08:00 0.12 0.20 1.38 0.10 0.15
 22.11.12 09:00 0.11 0.21 1.39 0.10 0.12
 -------- 10:00 0.13 0.22 1.44 0.13 0.14
 -------- 11:00 0.16 0.24 1.47 0.18 0.16
