 Date Time CO NO2 CHX NO PM10
 01.03.13 12:00 0.06 0.12 1.32 0.02 0.03
 -------- 13:00 0.06 0.12 1.33 0.02 0.03
 -------- 14:00 0.06 0.12 1.32 0.01 0.03
 -------- 15:00 0.06 0.11 1.31 0.01 0.03
 -------- 16:00 0.06 0.11 1.30 0.01 0.03
 01.03.13 17:00 0.06 0.13 1.30 0.01 0.02
 -------- 18:00 0.06 0.13 1.30 0.00 0.02
 -------- 19:00 0.06 0.15 1.29 0.00 0.01
 -------- 20:00 0.06 0.15 1.29 0.01 0.01
 -------- 21:00 0.07 0.19 1.30 0.01 0.01
 01.03.13 22:00 0.06 0.13 1.30 0.02 0.01
 -------- 23:00 0.08 0.21 1.33 0.04 0.02
 -------- 00:00 0.06 0.10 1.32 0.03 0.01
 -------- 01:00 0.06 0.10 1.31 0.02 0.02
 -------- 02:00 0.05 0.06 1.29 0.01 0.01
 02.03.13 03:00 0.05 0.05 1.29 0.01 0.02
 -------- 04:00 0.04 0.04 1.27 0.01 0.02
 -------- 05:00 0.04 0.04 1.27 0.01 0.02
 -------- 06:00 0.04 0.05 1.27 0.01 0.02
 -------- 07:00 0.04 0.05 1.27 0.01 0.03
 02.03.13 08:00 0.05 0.08 1.27 0.02 0.03
 -------- 09:00 0.06 0.07 1.26 0.02 0.02
 -------- 10:00 0.06 0.11 1.28 0.04 0.03
 -------- 11:00 0.06 0.08 1.26 0.03 0.03
 -------- 12:00 0.06 0.08 1.27 0.06 0.03
 02.03.13 13:00 0.05 0.09 1.28 0.05 0.06
 -------- 14:00 0.06 0.12 1.29 0.05 0.05
 -------- 15:00 0.05 0.10 1.28 0.05 0.05
 -------- 16:00 0.05 0.12 1.29 0.05 0.04
 -------- 17:00 0.05 0.10 1.27 0.04 0.03
 02.03.13 18:00 0.07 0.13 1.28 0.04 0.02
 -------- 19:00 0.09 0.22 1.30 0.06 0.02
 -------- 20:00 0.09 0.25 1.30 0.08 0.03
 -------- 21:00 0.10 0.28 1.31 0.10 0.03
 -------- 22:00 0.17 0.40 1.40 0.22 0.03
 02.03.13 23:00 0.20 0.42 1.53 0.26 0.04
 -------- 00:00 0.25 0.47 1.61 0.52 0.05
 -------- 01:00 0.22 0.46 1.58 0.45 0.04
 -------- 02:00 0.19 0.47 1.55 0.40 0.04
 -------- 03:00 0.20 0.47 1.56 0.43 0.04
 03.03.13 04:00 0.23 0.50 1.68 0.62 0.05
 -------- 05:00 0.23 0.54 1.78 0.66 0.07
 -------- 06:00 0.19 0.53 1.76 0.46 0.08
 -------- 07:00 0.25 0.52 1.87 0.71 0.09
 -------- 08:00 0.24 0.51 1.78 0.54 0.08
 03.03.13 09:00 0.07 0.39 1.38 0.05 0.05
 -------- 10:00 0.06 0.36 1.46 0.08 0.06
 -------- 11:00 0.06 0.27 1.44 0.06 0.05
