 Date Time CO NO2 CHX NO PM10
 14.11.12 12:00 0.06 0.13 1.30 0.03 0.11
 -------- 13:00 0.06 0.14 1.31 0.04 0.11
 -------- 14:00 0.05 0.12 1.30 0.03 0.11
 -------- 15:00 0.06 0.14 1.30 0.04 0.07
 -------- 16:00 0.06 0.18 1.32 0.03 0.09
 14.11.12 17:00 0.07 0.17 1.32 0.02 0.08
 -------- 18:00 0.07 0.17 1.33 0.03 0.06
 -------- 19:00 0.07 0.16 1.33 0.02 0.03
 -------- 20:00 0.06 0.13 1.31 0.01 0.03
 -------- 21:00 0.05 0.12 1.32 0.02 0.03
 14.11.12 22:00 0.06 0.14 1.33 0.02 0.03
 -------- 23:00 0.04 0.12 1.32 0.01 0.02
 -------- 00:00 0.04 0.09 1.31 0.00 0.02
 -------- 01:00 0.04 0.09 1.31 0.00 0.02
 -------- 02:00 0.02 0.08 1.30 0.00 0.02
 15.11.12 03:00 0.02 0.08 1.30 0.00 0.02
 -------- 04:00 0.03 0.09 1.30 0.00 0.02
 -------- 05:00 0.04 0.09 1.30 0.00 0.02
 -------- 06:00 0.04 0.10 1.30 0.01 0.02
 -------- 07:00 0.04 0.13 1.31 0.01 0.02
 15.11.12 08:00 0.06 0.13 1.33 0.02 0.02
 -------- 09:00 0.06 0.14 1.33 0.02 0.03
 -------- 10:00 0.06 0.15 1.34 0.02 0.04
 -------- 11:00 0.06 0.14 1.34 0.02 0.03
 -------- 12:00 0.06 0.13 1.35 0.02 0.03
 15.11.12 13:00 0.06 0.13 1.33 0.02 0.04
 -------- 14:00 0.05 0.12 1.34 0.02 0.03
 -------- 15:00 0.06 0.12 1.32 0.01 0.03
 -------- 16:00 0.06 0.11 1.32 0.01 0.03
 -------- 17:00 0.06 0.12 1.32 0.01 0.04
 15.11.12 18:00 0.06 0.10 1.32 0.00 0.03
 -------- 19:00 0.06 0.11 1.32 0.01 0.03
 -------- 20:00 0.06 0.10 1.30 0.01 0.03
 -------- 21:00 0.05 0.11 1.29 0.01 0.03
 -------- 22:00 0.05 0.10 1.28 0.01 0.02
 15.11.12 23:00 0.04 0.08 1.34 0.00 0.02
 -------- 00:00 0.05 0.07 1.28 0.01 0.01
 -------- 01:00 0.04 0.06 1.28 0.00 0.01
 -------- 02:00 0.04 0.05 1.27 0.00 0.01
 -------- 03:00 0.04 0.05 1.27 0.01 0.02
 16.11.12 04:00 0.04 0.05 1.26 0.01 0.02
 -------- 05:00 0.04 0.06 1.26 0.00 0.02
 -------- 06:00 0.04 0.08 1.26 0.01 0.02
 -------- 07:00 0.05 0.09 1.28 0.02 0.02
 -------- 08:00 0.06 0.09 1.28 0.02 0.02
 16.11.12 09:00 0.06 0.12 1.29 0.02 0.03
 -------- 10:00 0.07 0.15 1.30 0.03 0.04
 -------- 11:00 0.06 0.14 1.30 0.03 0.03
