 Date Time CO NO2 CHX NO PM10
 20.09.12 00:00 0.13 0.33 1.46 0.05 0.18
 -------- 01:00 0.11 0.32 1.43 0.03 0.18
 -------- 02:00 0.11 0.31 1.45 0.04 0.16
 -------- 03:00 0.09 0.30 1.46 0.02 0.16
 -------- 04:00 0.08 0.28 1.46 0.02 0.13
 20.09.12 05:00 0.08 0.26 1.45 0.01 0.14
 -------- 06:00 0.09 0.27 1.45 0.03 0.10
 -------- 07:00 0.10 0.27 1.44 0.04 0.12
 -------- 14:00 0.06 0.15 1.33 0.01 0.11
 -------- 15:00 0.06 0.13 1.33 0.01 0.09
 21.09.12 16:00 0.06 0.14 1.32 0.02 0.06
 -------- 17:00 0.05 0.10 1.31 0.01 0.07
 -------- 18:00 0.09 0.14 1.36 0.02 0.15
 -------- 19:00 0.08 0.09 1.32 0.03 0.08
 -------- 20:00 0.11 0.11 1.32 0.05 0.07
 21.09.12 21:00 0.11 0.13 1.33 0.06 0.07
 -------- 22:00 0.12 0.13 1.33 0.05 0.07
 -------- 23:00 0.10 0.11 1.32 0.04 0.06
