 Date Time CO NO2 CHX NO PM10
 25.02.13 12:00 0.11 0.36 1.44 0.11 0.11
 -------- 13:00 0.11 0.34 1.43 0.10 0.11
 -------- 14:00 0.09 0.32 1.42 0.07 0.11
 -------- 15:00 0.07 0.25 1.39 0.04 0.09
 -------- 16:00 0.07 0.25 1.38 0.04 0.10
 25.02.13 17:00 0.06 0.22 1.36 0.01 0.07
 -------- 18:00 0.07 0.29 1.38 0.01 0.07
 -------- 19:00 0.08 0.33 1.37 0.01 0.06
 -------- 20:00 0.08 0.39 1.40 0.01 0.06
 -------- 21:00 0.07 0.32 1.38 0.01 0.05
 25.02.13 22:00 0.07 0.32 1.38 0.00 0.05
 -------- 23:00 0.08 0.34 1.38 0.01 0.06
 -------- 00:00 0.07 0.32 1.38 0.00 0.05
 -------- 01:00 0.07 0.34 1.39 0.01 0.06
 -------- 02:00 0.06 0.35 1.39 0.00 0.05
 26.02.13 03:00 0.06 0.34 1.40 ---- 0.05
 -------- 04:00 0.06 0.36 1.40 0.00 0.04
 -------- 05:00 0.06 0.35 1.38 0.00 0.04
 -------- 06:00 0.07 0.41 1.41 0.01 0.05
 -------- 07:00 0.08 0.42 1.41 0.01 0.05
 26.02.13 08:00 0.10 0.48 1.43 0.03 0.04
 -------- 09:00 0.12 0.45 1.44 0.07 0.05
 -------- 10:00 0.11 0.43 1.44 0.12 0.09
 -------- 11:00 0.10 0.37 1.43 0.10 0.09
 -------- 12:00 0.10 0.35 1.42 0.10 0.15
 26.02.13 13:00 0.08 0.30 1.40 0.07 0.12
 -------- 14:00 0.07 0.26 1.39 0.05 0.09
 -------- 15:00 0.06 0.21 1.38 0.03 0.08
 -------- 16:00 0.05 0.17 1.34 0.02 0.06
 -------- 17:00 0.04 0.19 1.31 0.01 0.04
 26.02.13 18:00 0.04 0.18 1.31 0.01 0.03
 -------- 19:00 0.06 0.22 1.31 0.01 0.04
 -------- 20:00 0.06 0.23 1.31 0.00 0.05
 -------- 21:00 0.06 0.23 1.30 0.00 0.04
 -------- 22:00 0.06 0.23 1.29 0.00 0.06
 26.02.13 23:00 0.06 0.23 1.29 0.00 0.04
 -------- 00:00 0.05 0.21 1.28 0.00 0.04
 -------- 01:00 0.04 0.17 1.28 0.00 0.03
 -------- 02:00 0.04 0.15 1.27 0.00 0.04
 -------- 03:00 0.04 0.15 1.28 ---- 0.03
 27.02.13 04:00 0.04 0.13 1.28 ---- 0.03
 -------- 05:00 0.05 0.16 1.28 0.00 0.04
 -------- 06:00 0.05 0.13 1.27 0.01 0.05
 -------- 07:00 0.06 0.19 1.30 0.01 0.05
 -------- 08:00 0.08 0.25 1.33 0.03 0.04
 27.02.13 09:00 0.09 0.29 1.34 0.04 0.06
 -------- 10:00 0.08 0.29 1.34 0.04 0.06
 -------- 11:00 0.10 0.34 1.39 0.08 0.06
