 Date Time CO NO2 CHX NO PM10
 11.12.12 00:00 0.04 0.13 1.33 ---- 0.03
 -------- 01:00 0.04 0.11 1.33 0.00 0.02
 -------- 02:00 0.04 0.17 1.33 0.00 0.03
 -------- 03:00 0.04 0.16 1.33 0.00 0.04
 -------- 04:00 0.04 0.13 1.30 0.00 0.03
 11.12.12 05:00 0.04 0.16 1.31 ---- 0.03
 -------- 06:00 0.04 0.18 1.32 0.00 0.04
 -------- 07:00 0.05 0.17 1.32 0.00 0.04
 -------- 08:00 0.06 0.20 1.33 0.01 0.04
 -------- 09:00 0.05 0.22 1.32 0.01 0.04
 11.12.12 10:00 0.04 0.19 1.31 0.01 0.04
 -------- 11:00 0.04 0.15 1.31 0.01 0.04
 -------- 12:00 0.07 0.20 1.33 0.02 0.05
 -------- 13:00 0.06 0.22 1.34 0.02 0.06
 -------- 14:00 0.06 0.21 1.33 0.02 0.05
 11.12.12 15:00 0.06 0.24 1.32 0.03 0.04
 -------- 16:00 0.08 0.31 1.37 0.04 0.06
 -------- 17:00 0.06 0.30 1.37 0.02 0.06
 -------- 18:00 0.06 0.28 1.39 0.01 0.05
 -------- 19:00 0.06 0.23 1.34 0.00 0.03
 11.12.12 20:00 0.06 0.23 1.36 0.02 0.05
 -------- 21:00 0.06 0.23 1.36 0.02 0.03
 -------- 22:00 0.06 0.24 1.36 0.02 0.03
 -------- 23:00 0.06 0.25 1.35 0.03 0.04
 -------- 00:00 0.06 0.25 1.35 0.02 0.04
 12.12.12 01:00 0.06 0.26 1.33 0.03 0.04
 -------- 02:00 0.05 0.25 1.32 0.02 0.03
 -------- 03:00 0.04 0.23 1.31 0.01 0.03
 -------- 04:00 0.04 0.22 1.31 0.01 0.03
 -------- 05:00 0.04 0.23 1.32 0.01 0.03
 12.12.12 06:00 0.04 0.23 1.34 0.01 0.04
 -------- 07:00 0.06 0.26 1.37 0.02 0.04
 -------- 08:00 0.08 0.26 ---- 0.04 0.05
 -------- 09:00 0.07 0.27 ---- 0.05 0.06
 -------- 10:00 0.06 0.24 ---- 0.05 0.06
 12.12.12 11:00 0.08 0.23 ---- 0.09 0.07
 -------- 12:00 0.08 0.21 ---- 0.09 0.08
 -------- 13:00 0.08 0.20 ---- 0.09 0.06
 -------- 14:00 0.08 0.21 ---- 0.09 0.06
 -------- 15:00 0.09 0.22 ---- 0.08 0.06
 12.12.12 16:00 0.09 0.25 ---- 0.07 0.06
 -------- 17:00 0.11 0.28 ---- 0.08 0.08
 -------- 18:00 0.09 0.26 ---- 0.04 0.06
 -------- 19:00 0.09 0.25 ---- 0.04 0.06
 -------- 20:00 0.09 0.23 ---- 0.03 0.05
 12.12.12 21:00 0.07 0.19 ---- 0.02 0.04
 -------- 22:00 0.06 0.18 ---- 0.02 0.04
 -------- 23:00 0.06 0.16 ---- 0.01 0.04
